sessions,sides,dows,2024_now_events,2024_now_epd,2024_now_pnl,2024_now_avg,2024_now_wr,2026_events,2026_epd,2026_pnl,2026_avg,2026_wr,2026_apr_may_events,2026_apr_may_epd,2026_apr_may_pnl,2026_apr_may_avg,2026_apr_may_wr,score
2,Short,"0,1,2,3,4,5,6",1607,3.1448140900195694,-6001.428818928967,-3.734554336607945,0.4299937772246422,161,2.4393939393939394,-306.00698154280394,-1.9006644816323226,0.4782608695652174,49,2.3333333333333335,-176.82851357983213,-3.608745175098615,0.42857142857142855,-3325.9545802780212
1,Short,"0,1,2,3",984,2.681198910081744,-3647.0774587151695,-3.706379531214603,0.42378048780487804,114,2.1923076923076925,-188.34897272455913,-1.6521839712680626,0.5175438596491229,26,1.625,-112.93096714032457,-4.34349873616633,0.5384615384615384,-3355.586777152242
"0,1,2","Long,Short","0,1,3,4",6081,11.560836501901141,-22759.631331608085,-3.7427448333511077,0.43660582141095217,631,8.08974358974359,-2139.6755929156475,-3.3909280394859707,0.4754358161648177,170,6.8,83.371373890622,0.4904198464154235,0.5117647058823529,-3464.872628614988
"0,2",Short,"0,1,2,3,4,5,6",2824,5.00709219858156,-8082.137116010902,-2.86194657082539,0.45325779036827196,331,3.9879518072289155,-308.12094092409967,-0.9308789756015096,0.48036253776435045,93,3.72,-397.8474881950591,-4.277929980592034,0.40860215053763443,-3509.2966513134597
2,Long,"0,1,2,3,4,5,6",1398,2.824242424242424,-6843.218521917128,-4.895006095791937,0.4341917024320458,130,2.0,-1343.65297372363,-10.335792105566386,0.4,38,1.9,200.4811045824598,5.275818541643679,0.6052631578947368,-3572.918098811293
"0,1",Short,"0,1,2,3",1934,4.445977011494253,-4912.662215039978,-2.540156264239906,0.4560496380558428,243,3.796875,-231.5070464528422,-0.9527038948676634,0.49382716049382713,61,3.210526315789474,-298.4687939109923,-4.892931047721185,0.4262295081967213,-3602.027708613755
2,Short,"1,3,4",940,2.8834355828220857,-3596.732079255672,-3.826310722612417,0.4297872340425532,92,2.3,-423.27736685671175,-4.600840944094693,0.4673913043478261,27,2.4545454545454546,-45.74076490284504,-1.6941024038090755,0.4444444444444444,-3639.3601881628633
2,Long,"0,1,2,3,4",1334,2.7224489795918365,-6659.713234117424,-4.992288781197469,0.4302848575712144,128,2.0,-1301.8336989448026,-10.17057577300627,0.3984375,37,1.9473684210526316,180.5925122999007,4.880878710808127,0.5945945945945946,-3675.793461594023
2,Long,"0,1,2,3,4",1334,2.7224489795918365,-6659.713234117424,-4.992288781197469,0.4302848575712144,128,2.0,-1301.8336989448026,-10.17057577300627,0.3984375,37,1.9473684210526316,180.5925122999007,4.880878710808127,0.5945945945945946,-3675.793461594023
2,Short,"0,1,2,3,4",1565,3.086785009861933,-5862.270299878292,-3.7458596165356495,0.4319488817891374,157,2.4153846153846152,-375.39961005118823,-2.3910803187973775,0.4713375796178344,46,2.3,-175.04647593436044,-3.8053581724860965,0.41304347826086957,-3736.1885695944657
2,Short,"0,1,2,3,4",1565,3.086785009861933,-5862.270299878292,-3.7458596165356495,0.4319488817891374,157,2.4153846153846152,-375.39961005118823,-2.3910803187973775,0.4713375796178344,46,2.3,-175.04647593436044,-3.8053581724860965,0.41304347826086957,-3736.1885695944657
"0,2",Short,"0,1,2,3,4",2782,4.932624113475177,-7942.978596960227,-2.855132493515538,0.4547088425593098,327,3.9397590361445785,-377.5135694324841,-1.1544757474999514,0.47706422018348627,90,3.6,-396.0654505495873,-4.400727228328748,0.4,-3749.2132331712146
"0,2",Short,"0,1,2,3,4",2782,4.932624113475177,-7942.978596960227,-2.855132493515538,0.4547088425593098,327,3.9397590361445785,-377.5135694324841,-1.1544757474999514,0.47706422018348627,90,3.6,-396.0654505495873,-4.400727228328748,0.4,-3749.2132331712146
"0,1",Short,"1,3,4",1408,4.46984126984127,-4219.00820099554,-2.9964546882070597,0.4509943181818182,180,3.75,-509.13510991975556,-2.8285283884430865,0.4777777777777778,46,3.5384615384615383,-165.66139141214174,-3.601334595916125,0.4782608695652174,-3972.5586892175743
"1,2",Long,"0,1,3,4",2026,4.274261603375527,-9397.269352344334,-4.638336304217342,0.42744323790720634,179,2.9344262295081966,-1395.5531551104862,-7.796386341399364,0.41899441340782123,52,2.888888888888889,111.87667275895143,2.1514744761336813,0.5384615384615384,-4050.194078604901
"0,1",Short,"0,1,2,3,4",2425,4.524253731343284,-6696.012458879406,-2.7612422510842913,0.45443298969072166,303,3.7875,-381.1602809170406,-1.257954722498484,0.49834983498349833,75,3.260869565217391,-397.6827803841006,-5.302437071788009,0.44,-4257.880348636438
"0,1",Short,"0,1,2,3,4",2425,4.524253731343284,-6696.012458879406,-2.7612422510842913,0.45443298969072166,303,3.7875,-381.1602809170406,-1.257954722498484,0.49834983498349833,75,3.260869565217391,-397.6827803841006,-5.302437071788009,0.44,-4257.880348636438
"0,1",Short,"0,1,2,3,4,5,6",2425,4.524253731343284,-6696.012458879406,-2.7612422510842913,0.45443298969072166,303,3.7875,-381.1602809170406,-1.257954722498484,0.49834983498349833,75,3.260869565217391,-397.6827803841006,-5.302437071788009,0.44,-4257.880348636438
2,"Long,Short","0,1,2,3,4,5,6",3005,5.172117039586919,-12844.647340846093,-4.274425071828983,0.4319467554076539,291,3.4642857142857144,-1649.6599552664336,-5.6689345541801845,0.44329896907216493,87,3.625,23.652591002627585,0.27186886209916766,0.5057471264367817,-4312.713914803001
"0,1,2",Short,"1,3,4",2348,6.195250659630607,-7815.740280251212,-3.328679846785014,0.4425042589437819,272,5.230769230769231,-932.4124767764674,-3.427987046972307,0.4742647058823529,73,4.866666666666666,-211.40215631498683,-2.8959199495203674,0.4657534246575342,-4411.469209495284
2,"Long,Short","0,1,2,3,4",2899,4.998275862068965,-12521.983533995714,-4.319414809932981,0.4311831666091756,285,3.433734939759036,-1677.2333089959907,-5.885029154371897,0.43859649122807015,83,3.608695652173913,5.546036365540271,0.06681971524747314,0.4939759036144578,-4578.018974009892
2,"Long,Short","0,1,2,3,4",2899,4.998275862068965,-12521.983533995714,-4.319414809932981,0.4311831666091756,285,3.433734939759036,-1677.2333089959907,-5.885029154371897,0.43859649122807015,83,3.608695652173913,5.546036365540271,0.06681971524747314,0.4939759036144578,-4578.018974009892
"1,2",Short,"0,1,2,3,4,5,6",2815,5.0088967971530245,-10616.732980726436,-3.7714859611816824,0.42770870337477795,294,3.8181818181818183,-685.0533030785489,-2.3301132757773773,0.4965986394557823,80,3.076923076923077,-353.492319348706,-4.418653991858825,0.4625,-4589.675415919709
"0,1,2",Short,"0,1,2,3,4,5,6",4032,6.975778546712803,-12697.441277808372,-3.1491669835834255,0.4446924603174603,464,5.395348837209302,-687.1672624598448,-1.4809639277151827,0.49137931034482757,124,4.769230769230769,-574.5112939639329,-4.63315559648333,0.43548387096774194,-4605.993965505
"0,1",Long,"0,1,2,3,4",2300,4.397705544933078,-9109.587463633132,-3.9606902015796224,0.4260869565217391,244,3.088607594936709,-1120.2965121398015,-4.5913791481139405,0.45081967213114754,75,3.125,-161.5299019497051,-2.153732025996068,0.48,-4735.146952119364
"0,1",Long,"0,1,2,3,4,5,6",2300,4.397705544933078,-9109.587463633132,-3.9606902015796224,0.4260869565217391,244,3.088607594936709,-1120.2965121398015,-4.5913791481139405,0.45081967213114754,75,3.125,-161.5299019497051,-2.153732025996068,0.48,-4735.146952119364
"0,1",Long,"0,1,2,3,4",2300,4.397705544933078,-9109.587463633132,-3.9606902015796224,0.4260869565217391,244,3.088607594936709,-1120.2965121398015,-4.5913791481139405,0.45081967213114754,75,3.125,-161.5299019497051,-2.153732025996068,0.48,-4735.146952119364
"0,1,2",Short,"0,1,2,3,4",3990,6.903114186851211,-12558.282758757698,-3.1474392879091972,0.4456140350877193,460,5.348837209302325,-756.5598909682292,-1.6446954151483244,0.4891304347826087,121,4.653846153846154,-572.7292563184612,-4.733299638995548,0.4297520661157025,-4804.651302517857
"0,1,2",Short,"0,1,2,3,4",3990,6.903114186851211,-12558.282758757698,-3.1474392879091972,0.4456140350877193,460,5.348837209302325,-756.5598909682292,-1.6446954151483244,0.4891304347826087,121,4.653846153846154,-572.7292563184612,-4.733299638995548,0.4297520661157025,-4804.651302517857
"0,1,2",Short,"0,1,3,4",3147,6.344758064516129,-11054.031418327757,-3.512561620059662,0.4397839211947887,352,5.0285714285714285,-1078.2440359576367,-3.0631932839705587,0.48011363636363635,89,4.238095238095238,-309.96956879790696,-3.482804143796707,0.4606741573033708,-4816.19710303813
"1,2",Short,"0,1,2,3,4",2773,4.951785714285714,-10477.574461675762,-3.77842569840453,0.428777497295348,290,3.8157894736842106,-754.4459315869333,-2.601537695127356,0.49310344827586206,77,3.08,-351.7102817032343,-4.5676659961459,0.45454545454545453,-4866.613199778412
"1,2",Short,"0,1,2,3,4",2773,4.951785714285714,-10477.574461675762,-3.77842569840453,0.428777497295348,290,3.8157894736842106,-754.4459315869333,-2.601537695127356,0.49310344827586206,77,3.08,-351.7102817032343,-4.5676659961459,0.45454545454545453,-4866.613199778412
"0,2","Long,Short","0,1,2,3",4255,8.166986564299425,-15028.949858919783,-3.5320681219552954,0.44300822561692127,461,5.7625,-1840.4864589793497,-3.9923784359638823,0.46203904555314534,129,4.777777777777778,-201.06765110343144,-1.5586639620421041,0.4573643410852713,-4917.609134637491
1,Short,"0,1,2,3,4",1208,2.7024608501118568,-4615.304161797471,-3.8206160279780392,0.4246688741721854,133,2.111111111111111,-379.04632153574494,-2.849972342374022,0.518796992481203,31,1.55,-176.66380576887377,-5.698832444157218,0.5161290322580645,-4918.444423454675
1,Short,"0,1,2,3,4",1208,2.7024608501118568,-4615.304161797471,-3.8206160279780392,0.4246688741721854,133,2.111111111111111,-379.04632153574494,-2.849972342374022,0.518796992481203,31,1.55,-176.66380576887377,-5.698832444157218,0.5161290322580645,-4918.444423454675
1,Short,"0,1,2,3,4,5,6",1208,2.7024608501118568,-4615.304161797471,-3.8206160279780392,0.4246688741721854,133,2.111111111111111,-379.04632153574494,-2.849972342374022,0.518796992481203,31,1.55,-176.66380576887377,-5.698832444157218,0.5161290322580645,-4918.444423454675
"0,2",Short,"0,1,2,3",2253,4.69375,-6856.857094138577,-3.043434129666479,0.4478473146915224,261,3.838235294117647,-474.72236483403555,-1.8188596353794466,0.47126436781609193,76,3.619047619047619,-438.6241678229164,-5.771370629248899,0.3684210526315789,-4927.773748882583
"0,1,2",Short,"0,1,2,3",3237,6.592668024439918,-10503.934552853747,-3.2449597012214233,0.4405313561940068,375,5.28169014084507,-663.071337558595,-1.7681902334895867,0.48533333333333334,102,4.636363636363637,-551.5551349632411,-5.407403283953345,0.4117647058823529,-5078.200798724923
"1,2",Short,"0,1,2,3",2287,4.814736842105263,-9238.349796528939,-4.039505813961058,0.42020113686051597,246,3.967741935483871,-619.9132638303118,-2.5199726171963897,0.491869918699187,67,3.1904761904761907,-366.0173081925733,-5.462944898396616,0.44776119402985076,-5160.397983915675
"0,1",Long,"0,1,2,3",1810,4.309523809523809,-6781.30915885382,-3.7465796457755913,0.4325966850828729,186,3.0,-1004.4479908488707,-5.400258015316509,0.45698924731182794,52,2.736842105263158,-142.3136428377006,-2.736800823801935,0.4807692307692308,-5286.447874664644
"0,1","Long,Short","0,1,2,3",3744,8.086393088552915,-11693.971373893797,-3.1233897900357364,0.44471153846153844,429,5.958333333333333,-1235.9550373017128,-2.8810140729643656,0.47785547785547783,113,5.136363636363637,-440.7824367486929,-3.9007295287494945,0.45132743362831856,-5288.000493281682
2,Long,"0,1,2,3",1128,2.6985645933014353,-5640.790781842878,-5.000701047733047,0.43439716312056736,110,1.9298245614035088,-1215.4159733090883,-11.049236120991711,0.39090909090909093,34,1.8888888888888888,78.4251751399023,2.3066227982324206,0.5588235294117647,-5469.08487197888
"0,1,2",Long,"0,1,2,3,4,5,6",3698,6.364888123924269,-15952.805985550258,-4.3139010236750295,0.42915089237425635,374,4.348837209302325,-2463.9494858634316,-6.588100229581368,0.43315508021390375,113,4.185185185185185,38.95120263275468,0.3447009082544662,0.5221238938053098,-5527.22234257775
2,Short,"0,1,2,3",1303,3.0162037037037037,-5591.272337813769,-4.291076237769585,0.4174980813507291,132,2.5384615384615383,-431.5642911057527,-3.269426447770854,0.4696969696969697,41,2.411764705882353,-253.08634105224866,-6.172837586640211,0.3902439024390244,-5532.325819889658
"0,1,2",Long,"0,1,2,3,4",3634,6.25473321858864,-15769.300697750554,-4.339378287768452,0.42762795817281235,372,4.325581395348837,-2422.130211084604,-6.511102717969366,0.4327956989247312,112,4.148148148148148,19.06261035019557,0.17020187812674617,0.5178571428571429,-5563.98671548062
"0,1,2",Long,"0,1,2,3,4",3634,6.25473321858864,-15769.300697750554,-4.339378287768452,0.42762795817281235,372,4.325581395348837,-2422.130211084604,-6.511102717969366,0.4327956989247312,112,4.148148148148148,19.06261035019557,0.17020187812674617,0.5178571428571429,-5563.98671548062
"0,1","Long,Short","0,1,2,3,4",4725,8.203125,-15805.599922512538,-3.345100512701066,0.44063492063492066,547,6.0777777777777775,-1501.4567930568423,-2.7448935887693646,0.47714808043875684,150,5.555555555555555,-559.2126823338058,-3.7280845488920384,0.46,-5576.764885388253
"0,1","Long,Short","0,1,2,3,4,5,6",4725,8.203125,-15805.599922512538,-3.345100512701066,0.44063492063492066,547,6.0777777777777775,-1501.4567930568423,-2.7448935887693646,0.47714808043875684,150,5.555555555555555,-559.2126823338058,-3.7280845488920384,0.46,-5576.764885388253
"0,1","Long,Short","0,1,2,3,4",4725,8.203125,-15805.599922512538,-3.345100512701066,0.44063492063492066,547,6.0777777777777775,-1501.4567930568423,-2.7448935887693646,0.47714808043875684,150,5.555555555555555,-559.2126823338058,-3.7280845488920384,0.46,-5576.764885388253
2,Short,"0,1,3,4",1220,2.850467289719626,-5175.083665910668,-4.241871857303826,0.42213114754098363,118,2.185185185185185,-629.8919687406656,-5.338067531700555,0.4576271186440678,33,2.0625,-164.0304561084376,-4.9706198820738665,0.3939393939393939,-6030.281359790533
"1,2",Long,"1,3,4",1499,4.163888888888889,-7030.681375594251,-4.690247748895431,0.42895263509006004,129,2.8666666666666667,-967.3857487866927,-7.499114331679788,0.4108527131782946,40,2.857142857142857,-96.89816097003998,-2.4224540242509995,0.5,-6073.517168207146
"1,2",Short,"1,3,4",1630,4.44141689373297,-6816.7265736402105,-4.182040842724056,0.4233128834355828,165,3.5869565217391304,-988.6219505671031,-5.99164818525517,0.4727272727272727,45,3.0,-178.33662392163282,-3.963036087147396,0.4666666666666667,-6233.4690226508355
"0,1,2",Long,"0,1,2,3",2938,6.008179959100205,-12422.099940696698,-4.228080306567971,0.433287950987066,296,4.0,-2219.863964157959,-7.499540419452564,0.43243243243243246,86,3.3076923076923075,-63.88846769779838,-0.7428891592767254,0.5116279069767442,-6436.911455069301
2,"Long,Short","0,1,2,3",2431,4.785433070866142,-11232.063119656646,-4.620346820097345,0.4253393665158371,242,3.315068493150685,-1646.9802644148406,-6.805703571962151,0.43388429752066116,75,3.409090909090909,-174.66116591234638,-2.3288155454979518,0.4666666666666667,-6476.231572013411
1,Short,"0,1,3,4",949,2.6582633053221287,-4549.757242027035,-4.794264743969479,0.40042149631190727,101,2.061224489795918,-635.7316167620816,-6.2943724431889265,0.4752475247524752,22,1.5714285714285714,-113.92335394519735,-5.178334270236243,0.5454545454545454,-6542.970004392462
"0,1,2","Long,Short","0,1,2,3,4,5,6",7730,12.926421404682275,-28650.24726335863,-3.7063709266958123,0.4372574385510996,838,9.108695652173912,-3151.1167483232766,-3.760282515898898,0.46539379474940334,237,8.172413793103448,-535.5600913311781,-2.2597472208066587,0.4767932489451477,-6964.471753672822
"1,2","Long,Short","0,1,3,4",4195,8.03639846743295,-19122.110260282036,-4.5583099547752175,0.4197854588796186,398,5.378378378378378,-2661.1767406132326,-6.6863737201337505,0.44472361809045224,107,4.863636363636363,-166.07713729468355,-1.5521227784549865,0.4953271028037383,-7029.540695849627
"1,2",Short,"0,1,3,4",2169,4.528183716075157,-9724.840907937702,-4.483559662488567,0.4126325495620101,219,3.532258064516129,-1265.623585502747,-5.7791031301495295,0.4657534246575342,55,2.75,-277.9538100536349,-5.053705637338817,0.45454545454545453,-7098.958684327373
