variant_id,label,short_filter,short_risk_usd,switch_long_risk_usd,switch_buffer_mode,short_entry_until,trades,win_rate,pnl_usd,max_dd_usd,return_dd,profit_factor,avg_trade_usd,long_first_trades,short_first_trades,switch_count,long_pnl_usd,short_pnl_usd,switch_long_pnl_usd,gross_profit_usd,gross_loss_usd,legs,leg_short_pnl_usd,leg_switch_long_pnl_usd,jan_may_2026_trades,jan_may_2026_pnl_usd,jan_may_2026_max_dd_usd,jan_may_2026_win_rate,march_2026_trades,march_2026_pnl_usd,march_2026_max_dd_usd,march_2026_win_rate,last_5d_trades,last_5d_pnl_usd,last_5d_max_dd_usd,last_10d_trades,last_10d_pnl_usd,last_10d_max_dd_usd,last_20d_trades,last_20d_pnl_usd,last_20d_max_dd_usd,last_30d_trades,last_30d_pnl_usd,last_30d_max_dd_usd,last_50d_trades,last_50d_pnl_usd,last_50d_max_dd_usd,last_100d_trades,last_100d_pnl_usd,last_100d_max_dd_usd,last_200d_trades,last_200d_pnl_usd,last_200d_max_dd_usd,short_filter_evaluations,short_filter_rejections,short_time_guard_rejections,short_filter_lookahead_violations,short_filter_max_lag_minutes,pnl_usd_delta_vs_baseline,max_dd_usd_delta_vs_baseline,march_2026_pnl_usd_delta_vs_baseline,march_2026_max_dd_usd_delta_vs_baseline,last_5d_pnl_delta_vs_baseline,last_5d_dd_delta_vs_baseline,last_10d_pnl_delta_vs_baseline,last_10d_dd_delta_vs_baseline,last_20d_pnl_delta_vs_baseline,last_20d_dd_delta_vs_baseline,last_30d_pnl_delta_vs_baseline,last_30d_dd_delta_vs_baseline,last_50d_pnl_delta_vs_baseline,last_50d_dd_delta_vs_baseline,last_100d_pnl_delta_vs_baseline,last_100d_dd_delta_vs_baseline,last_200d_pnl_delta_vs_baseline,last_200d_dd_delta_vs_baseline,p0_recent_score,beats_baseline_30d_pnl,beats_baseline_30d_dd,improves_march_pnl
p0_none_sr250_lr750_buf0_tgnone,"P0 none, short $250, switch long $750, buffer 0, guard none",none,250.0,750.0,0,none,1615,0.5882352941176471,34202.57999999999,-13437.319999999998,2.545342374818788,1.0969489573330913,21.1780681114551,905,710,319,31847.679999999986,2354.899999999996,7937.139999999996,386992.14,-352789.56,1934,2354.899999999994,7937.139999999996,71,7358.379999999999,-4539.08,0.647887323943662,14,-3307.7999999999997,-4539.08,0.42857142857142855,1,100.76,0.0,3,1292.04,0.0,6,2866.6000000000004,0.0,13,4239.5,-551.48,26,5493.16,-1142.7,50,4445.48,-4539.08,95,6393.84,-4561.46,869,0,0,0,,1111.5,-1312.8799999999992,-674.7400000000002,-453.9800000000005,0.0,0.0,396.98,222.24,518.9800000000005,222.24,779.5,0.0,107.89999999999964,-281.22,410.4200000000001,-453.98,1008.359999999997,0.0,3630.485,True,False,False
p0_none_sr250_lr750_buf0_tg1030,"P0 none, short $250, switch long $750, buffer 0, guard 10:30",none,250.0,750.0,0,10:30,1587,0.5891619407687461,33744.01999999999,-12619.399999999998,2.673979745471258,1.0962418470848472,21.262772526780083,917,670,308,30485.519999999982,3258.4999999999936,4530.679999999998,384360.94,-350616.9199999999,1895,3258.4999999999945,4530.679999999996,71,7156.380000000001,-4539.08,0.6338028169014085,14,-3307.7999999999997,-4539.08,0.42857142857142855,1,100.76,0.0,3,1292.04,0.0,7,2764.36,-102.24000000000001,14,4137.26,-551.48,27,5390.92,-1142.7,51,4343.24,-4539.08,95,6191.840000000002,-4561.46,819,0,264,0,,652.9400000000023,-494.9599999999991,-674.7400000000002,-453.9800000000005,0.0,0.0,396.98,222.24,416.74000000000024,120.0,677.2600000000002,0.0,5.6599999999998545,-281.22,308.1800000000003,-453.98,806.3599999999988,0.0,3482.3890000000006,True,False,False
p0_none_sr250_lr750_buf0_tg1100,"P0 none, short $250, switch long $750, buffer 0, guard 11:00",none,250.0,750.0,0,11:00,1605,0.5887850467289719,35202.499999999985,-12619.399999999998,2.7895541784870908,1.1001383973669114,21.933021806853574,910,695,314,31680.599999999984,3521.8999999999955,7080.419999999997,386740.98000000004,-351538.48,1919,3521.8999999999946,7080.4199999999955,71,7358.379999999999,-4539.08,0.647887323943662,14,-3307.7999999999997,-4539.08,0.42857142857142855,1,100.76,0.0,3,1292.04,0.0,6,2866.6000000000004,0.0,13,4239.5,-551.48,26,5493.16,-1142.7,50,4445.48,-4539.08,95,6393.84,-4561.46,852,0,37,0,,2111.4199999999983,-494.9599999999991,-674.7400000000002,-453.9800000000005,0.0,0.0,396.98,222.24,518.9800000000005,222.24,779.5,0.0,107.89999999999964,-281.22,410.4200000000001,-453.98,1008.359999999997,0.0,3730.477,True,False,False
p0_none_sr250_lr750_buf2ticks_tgnone,"P0 none, short $250, switch long $750, buffer 2ticks, guard none",none,250.0,750.0,2ticks,none,1615,0.5869969040247678,31146.019999999986,-14099.539999999994,2.2090096556341554,1.0880863126526437,19.28546130030959,905,710,318,29366.119999999984,1779.8999999999958,5455.579999999996,384731.26,-353585.24,1933,1779.8999999999946,5455.58,71,7270.379999999999,-4539.08,0.647887323943662,14,-3307.7999999999997,-4539.08,0.42857142857142855,1,100.76,0.0,3,1292.04,0.0,6,2866.6000000000004,0.0,13,4239.5,-551.48,26,5405.16,-1142.7,50,4357.48,-4539.08,95,6305.84,-4561.46,869,0,0,0,,-1945.0600000000013,-1975.099999999995,-674.7400000000002,-453.9800000000005,0.0,0.0,396.98,222.24,518.9800000000005,222.24,779.5,0.0,19.899999999999636,-281.22,322.4200000000001,-453.98,920.359999999997,0.0,3324.8289999999997,True,False,False
p0_none_sr250_lr750_buf2ticks_tg1030,"P0 none, short $250, switch long $750, buffer 2ticks, guard 10:30",none,250.0,750.0,2ticks,10:30,1587,0.5879017013232514,30710.459999999992,-13603.43999999998,2.2575510312097555,1.0873951899500738,19.351266540642715,917,670,307,28021.95999999999,2688.4999999999945,2067.119999999997,382108.06,-351397.6,1894,2688.4999999999945,2067.1199999999953,71,7068.380000000001,-4539.08,0.6338028169014085,14,-3307.7999999999997,-4539.08,0.42857142857142855,1,100.76,0.0,3,1292.04,0.0,7,2764.36,-102.24000000000001,14,4137.26,-551.48,27,5302.92,-1142.7,51,4255.24,-4539.08,95,6103.840000000002,-4561.46,819,0,264,0,,-2380.6199999999953,-1478.9999999999818,-674.7400000000002,-453.9800000000005,0.0,0.0,396.98,222.24,416.74000000000024,120.0,677.2600000000002,0.0,-82.34000000000015,-281.22,220.1800000000003,-453.98,718.3599999999988,0.0,3179.033000000001,True,False,False
p0_none_sr250_lr750_buf2ticks_tg1100,"P0 none, short $250, switch long $750, buffer 2ticks, guard 11:00",none,250.0,750.0,2ticks,11:00,1605,0.5875389408099688,32145.93999999999,-13211.199999999993,2.433233922732228,1.0912370801627638,20.028623052959496,910,695,313,29199.039999999986,2946.8999999999955,4598.859999999998,384480.10000000003,-352334.16000000003,1918,2946.899999999995,4598.859999999993,71,7270.379999999999,-4539.08,0.647887323943662,14,-3307.7999999999997,-4539.08,0.42857142857142855,1,100.76,0.0,3,1292.04,0.0,6,2866.6000000000004,0.0,13,4239.5,-551.48,26,5405.16,-1142.7,50,4357.48,-4539.08,95,6305.84,-4561.46,852,0,37,0,,-945.1399999999958,-1086.7599999999948,-674.7400000000002,-453.9800000000005,0.0,0.0,396.98,222.24,518.9800000000005,222.24,779.5,0.0,19.899999999999636,-281.22,322.4200000000001,-453.98,920.359999999997,0.0,3424.8210000000004,True,False,False
p0_none_sr250_lr750_buf0_25r_tgnone,"P0 none, short $250, switch long $750, buffer 0.25r, guard none",none,250.0,750.0,0.25r,none,1615,0.5727554179566563,32776.69999999998,-14392.239999999987,2.2773869807618556,1.1015253567916243,20.29517027863776,905,710,250,28811.799999999985,3964.899999999995,4901.259999999998,355619.2,-322842.5,1865,3964.8999999999933,4901.259999999999,71,4629.959999999999,-4539.08,0.647887323943662,14,-3307.7999999999997,-4539.08,0.42857142857142855,1,100.76,0.0,3,1292.04,0.0,6,2011.34,0.0,13,711.4799999999998,-1519.2,26,2592.04,-2080.9399999999996,50,1544.3599999999992,-4539.08,95,3145.6599999999994,-4561.46,869,0,0,0,,-314.38000000000466,-2267.7999999999884,-674.7400000000002,-453.9800000000005,0.0,0.0,396.98,222.24,-336.28,222.24,-2748.5200000000004,-967.72,-2793.2200000000003,-1219.4599999999996,-2490.7000000000003,-453.98,-2239.820000000004,0.0,-1007.8430000000008,False,False,False
p0_none_sr250_lr750_buf0_25r_tg1030,"P0 none, short $250, switch long $750, buffer 0.25r, guard 10:30",none,250.0,750.0,0.25r,10:30,1587,0.573408947700063,32042.279999999995,-15349.379999999986,2.0875292682831503,1.0996256530861237,20.19047258979206,917,670,241,27253.779999999988,4788.499999999994,1298.9399999999969,353669.08,-321626.79999999993,1828,4788.499999999995,1298.9400000000014,71,4427.959999999999,-4539.08,0.6338028169014085,14,-3307.7999999999997,-4539.08,0.42857142857142855,1,100.76,0.0,3,1292.04,0.0,7,1909.1,-102.24000000000001,14,609.2399999999998,-1519.2,27,2489.7999999999997,-2080.9399999999996,51,1442.1199999999992,-4539.08,95,2943.66,-4561.46,819,0,264,0,,-1048.799999999992,-3224.939999999988,-674.7400000000002,-453.9800000000005,0.0,0.0,396.98,222.24,-438.52,120.0,-2850.76,-967.72,-2895.4600000000005,-1219.4599999999996,-2592.9400000000005,-453.98,-2441.8200000000033,0.0,-1183.5249999999996,False,False,False
p0_none_sr250_lr750_buf0_25r_tg1100,"P0 none, short $250, switch long $750, buffer 0.25r, guard 11:00",none,250.0,750.0,0.25r,11:00,1605,0.5725856697819315,32529.97999999999,-15136.099999999984,2.149165240715906,1.1007039685374975,20.26790031152647,910,695,247,27695.079999999984,4834.899999999993,3094.899999999998,355555.78,-323025.80000000005,1852,4834.899999999994,3094.9000000000024,71,4629.959999999999,-4539.08,0.647887323943662,14,-3307.7999999999997,-4539.08,0.42857142857142855,1,100.76,0.0,3,1292.04,0.0,6,2011.34,0.0,13,711.4799999999998,-1519.2,26,2592.04,-2080.9399999999996,50,1544.3599999999992,-4539.08,95,3145.6599999999994,-4561.46,852,0,37,0,,-561.0999999999985,-3011.6599999999853,-674.7400000000002,-453.9800000000005,0.0,0.0,396.98,222.24,-336.28,222.24,-2748.5200000000004,-967.72,-2793.2200000000003,-1219.4599999999996,-2490.7000000000003,-453.98,-2239.820000000004,0.0,-1032.515,False,False,False
p0_none_sr350_lr500_buf0_tgnone,"P0 none, short $350, switch long $500, buffer 0, guard none",none,350.0,500.0,0,none,1723,0.562971561230412,35053.43999999998,-10777.419999999998,3.252489000150313,1.0981556885986095,20.344422518862437,905,818,363,33205.05999999998,1848.3799999999924,9294.519999999995,392174.26,-357120.81999999995,2086,1848.3799999999917,9294.519999999997,87,6801.780000000001,-4411.779999999999,0.632183908045977,20,-2454.9599999999996,-4411.78,0.45,1,100.76,0.0,3,1292.04,0.0,8,2868.62,-161.98000000000002,15,3566.2599999999998,-551.48,29,3790.64,-1585.4800000000002,60,3946.059999999999,-4411.780000000001,114,5225.26,-4561.46,869,0,0,0,,1962.3599999999933,1347.0200000000004,178.0999999999999,-326.6800000000003,0.0,0.0,396.98,222.24,521.0,60.25999999999999,106.25999999999976,0.0,-1594.6200000000003,-724.0000000000002,-89.00000000000045,-326.68000000000075,-160.22000000000298,0.0,3255.5409999999993,True,False,True
p0_none_sr350_lr500_buf0_tg1030,"P0 none, short $350, switch long $500, buffer 0, guard 10:30",none,350.0,500.0,0,10:30,1688,0.5651658767772512,36908.199999999975,-10313.759999999998,3.5785397372054404,1.1043133099478488,21.865047393364915,917,771,352,33102.819999999985,3805.379999999991,7147.979999999996,390728.82,-353820.62,2040,3805.379999999991,7147.979999999998,87,6500.02,-4411.78,0.6206896551724138,20,-2454.9599999999996,-4411.78,0.45,1,100.76,0.0,3,1292.04,0.0,9,2766.38,-161.98000000000002,16,3464.0199999999995,-551.48,30,3688.4,-1585.4800000000002,61,3843.8199999999993,-4411.780000000001,112,5198.479999999998,-4561.46,819,0,264,0,,3817.119999999988,1810.6800000000003,178.0999999999999,-326.6800000000003,0.0,0.0,396.98,222.24,418.7600000000002,60.25999999999999,4.019999999999527,0.0,-1696.8600000000001,-724.0000000000002,-191.24000000000024,-326.68000000000075,-187.00000000000546,0.0,3338.776999999998,True,False,True
p0_none_sr350_lr500_buf0_tg1100,"P0 none, short $350, switch long $500, buffer 0, guard 11:00",none,350.0,500.0,0,11:00,1712,0.5642523364485982,37205.79999999998,-10313.759999999998,3.6073943935092525,1.1045873343230852,21.732359813084102,910,802,358,33205.05999999998,4000.7399999999925,8604.879999999997,392944.86000000004,-355739.06,2070,4000.739999999993,8604.88,87,6801.780000000001,-4411.779999999999,0.632183908045977,20,-2454.9599999999996,-4411.78,0.45,1,100.76,0.0,3,1292.04,0.0,8,2868.62,-161.98000000000002,15,3566.2599999999998,-551.48,29,3790.64,-1585.4800000000002,60,3946.059999999999,-4411.780000000001,113,5437.0,-4561.46,852,0,37,0,,4114.719999999994,1810.6800000000003,178.0999999999999,-326.6800000000003,0.0,0.0,396.98,222.24,521.0,60.25999999999999,106.25999999999976,0.0,-1594.6200000000003,-724.0000000000002,-89.00000000000045,-326.68000000000075,51.5199999999968,0.0,3470.776999999999,True,False,True
p0_none_sr350_lr500_buf2ticks_tgnone,"P0 none, short $350, switch long $500, buffer 2ticks, guard none",none,350.0,500.0,2ticks,none,1723,0.5618107951247824,32425.419999999984,-11980.719999999994,2.7064667232019444,1.0904059821469942,18.819164248403936,905,818,362,31394.539999999986,1030.8799999999924,7483.999999999998,391089.95999999996,-358664.54000000004,2085,1030.8799999999924,7483.999999999998,87,6735.780000000001,-4411.779999999999,0.632183908045977,20,-2454.9599999999996,-4411.78,0.45,1,100.76,0.0,3,1292.04,0.0,8,2868.62,-161.98000000000002,15,3566.2599999999998,-551.48,29,3724.64,-1651.4800000000002,60,3880.059999999999,-4411.780000000001,114,5159.259999999999,-4561.46,869,0,0,0,,-665.6600000000035,143.7200000000048,178.0999999999999,-326.6800000000003,0.0,0.0,396.98,222.24,521.0,60.25999999999999,106.25999999999976,0.0,-1660.6200000000003,-790.0000000000002,-155.00000000000045,-326.68000000000075,-226.2200000000039,0.0,2992.7389999999996,True,False,True
p0_none_sr350_lr500_buf2ticks_tg1030,"P0 none, short $350, switch long $500, buffer 2ticks, guard 10:30",none,350.0,500.0,2ticks,10:30,1688,0.5639810426540285,34307.93999999997,-11556.239999999998,2.9687805030009744,1.0965505437126684,20.32460900473932,917,771,351,31312.059999999983,2995.879999999991,5357.219999999997,389644.52,-355336.57999999996,2039,2995.8799999999915,5357.220000000001,87,6434.02,-4411.78,0.6206896551724138,20,-2454.9599999999996,-4411.78,0.45,1,100.76,0.0,3,1292.04,0.0,9,2766.38,-161.98000000000002,16,3464.0199999999995,-551.48,30,3622.4,-1651.4800000000002,61,3777.8199999999993,-4411.780000000001,112,5132.479999999998,-4561.46,819,0,264,0,,1216.859999999986,568.2000000000007,178.0999999999999,-326.6800000000003,0.0,0.0,396.98,222.24,418.7600000000002,60.25999999999999,4.019999999999527,0.0,-1762.8600000000001,-790.0000000000002,-257.24000000000024,-326.68000000000075,-253.00000000000546,0.0,3078.7509999999984,True,False,True
p0_none_sr350_lr500_buf2ticks_tg1100,"P0 none, short $350, switch long $500, buffer 2ticks, guard 11:00",none,350.0,500.0,2ticks,11:00,1712,0.5630841121495327,34577.779999999984,-11470.199999999997,3.014575159979773,1.0967798671965105,20.19730140186915,910,802,357,31394.539999999983,3183.2399999999934,6794.359999999996,391860.56000000006,-357282.77999999997,2069,3183.2399999999934,6794.359999999997,87,6735.780000000001,-4411.779999999999,0.632183908045977,20,-2454.9599999999996,-4411.78,0.45,1,100.76,0.0,3,1292.04,0.0,8,2868.62,-161.98000000000002,15,3566.2599999999998,-551.48,29,3724.64,-1651.4800000000002,60,3880.059999999999,-4411.780000000001,113,5371.0,-4561.46,852,0,37,0,,1486.699999999997,654.2400000000016,178.0999999999999,-326.6800000000003,0.0,0.0,396.98,222.24,521.0,60.25999999999999,106.25999999999976,0.0,-1660.6200000000003,-790.0000000000002,-155.00000000000045,-326.68000000000075,-14.480000000003201,0.0,3207.9749999999995,True,False,True
