variant_id,label,short_filter,short_risk_usd,switch_long_risk_usd,switch_buffer_mode,short_entry_until,trades,win_rate,pnl_usd,max_dd_usd,return_dd,profit_factor,avg_trade_usd,long_first_trades,short_first_trades,switch_count,long_pnl_usd,short_pnl_usd,switch_long_pnl_usd,gross_profit_usd,gross_loss_usd,legs,leg_short_pnl_usd,leg_switch_long_pnl_usd,jan_may_2026_trades,jan_may_2026_pnl_usd,jan_may_2026_max_dd_usd,jan_may_2026_win_rate,march_2026_trades,march_2026_pnl_usd,march_2026_max_dd_usd,march_2026_win_rate,last_5d_trades,last_5d_pnl_usd,last_5d_max_dd_usd,last_10d_trades,last_10d_pnl_usd,last_10d_max_dd_usd,last_20d_trades,last_20d_pnl_usd,last_20d_max_dd_usd,last_30d_trades,last_30d_pnl_usd,last_30d_max_dd_usd,last_50d_trades,last_50d_pnl_usd,last_50d_max_dd_usd,last_100d_trades,last_100d_pnl_usd,last_100d_max_dd_usd,last_200d_trades,last_200d_pnl_usd,last_200d_max_dd_usd,short_filter_evaluations,short_filter_rejections,short_time_guard_rejections,short_filter_lookahead_violations,short_filter_max_lag_minutes,pnl_usd_delta_vs_baseline,max_dd_usd_delta_vs_baseline,march_2026_pnl_usd_delta_vs_baseline,march_2026_max_dd_usd_delta_vs_baseline,last_5d_pnl_delta_vs_baseline,last_5d_dd_delta_vs_baseline,last_10d_pnl_delta_vs_baseline,last_10d_dd_delta_vs_baseline,last_20d_pnl_delta_vs_baseline,last_20d_dd_delta_vs_baseline,last_30d_pnl_delta_vs_baseline,last_30d_dd_delta_vs_baseline,last_50d_pnl_delta_vs_baseline,last_50d_dd_delta_vs_baseline,last_100d_pnl_delta_vs_baseline,last_100d_dd_delta_vs_baseline,last_200d_pnl_delta_vs_baseline,last_200d_dd_delta_vs_baseline,p0_recent_score,beats_baseline_30d_pnl,beats_baseline_30d_dd,improves_march_pnl
p0_none_sr500_lr750_buf0_25r_tg1100,"P0 none, short $500, switch long $750, buffer 0.25r, guard 11:00",none,500.0,750.0,0.25r,11:00,1755,0.5407407407407407,39135.65999999998,-19926.059999999976,1.9640440709302305,1.0918836902403348,22.299521367521358,910,845,295,29767.01999999998,9368.639999999989,5166.8399999999965,465061.74000000005,-425926.07999999996,2049,9368.639999999994,5166.839999999998,97,5857.799999999997,-4882.739999999998,0.5876288659793815,20,-3095.9200000000005,-4882.739999999999,0.45,2,-65.48,-166.24,7,1251.08,-321.72,13,1614.6799999999998,-381.68000000000006,21,-703.4000000000003,-2486.8599999999997,35,193.49999999999932,-3748.6200000000003,67,-64.50000000000158,-4882.739999999999,129,4473.699999999999,-4882.74,852,0,37,0,,6044.5799999999945,-7801.619999999977,-462.86000000000104,-797.6399999999994,-166.24,-166.24,356.02,-99.48000000000002,-732.94,-159.44000000000005,-4163.400000000001,-1935.3799999999997,-5191.760000000001,-2887.1400000000003,-4099.560000000001,-797.639999999999,-911.7800000000043,-321.27999999999975,-2701.5170000000007,False,False,False
p0_st5_50_bearish_sr250_lr500_buf0_tgnone,"P0 st5_50_bearish, short $250, switch long $500, buffer 0, guard none",st5_50_bearish,250.0,500.0,0,none,1599,0.5747342088805504,40523.679999999986,-11261.579999999998,3.598400934859939,1.1305387772552262,25.343139462163844,960,639,261,35308.51999999998,5215.159999999995,8255.259999999997,350957.72000000003,-310434.04000000004,1860,5215.159999999994,8255.259999999998,72,6831.199999999998,-3577.339999999999,0.6527777777777778,15,-2346.06,-3577.34,0.4666666666666667,1,100.76,0.0,3,1292.04,0.0,6,2424.34,0.0,13,3274.72,-551.48,25,4321.0199999999995,-1223.2600000000002,50,4235.08,-3577.34,97,6054.38,-4561.46,2578,1768,0,0,4.0,7432.5999999999985,862.8600000000006,286.99999999999955,507.7599999999993,0.0,0.0,396.98,222.24,76.72000000000025,222.24,-185.2800000000002,0.0,-1064.2400000000007,-361.7800000000002,200.02000000000044,507.75999999999976,668.8999999999969,0.0,3538.2499999999995,False,False,True
p0_st5_50_bearish_sr250_lr500_buf0_tg1030,"P0 st5_50_bearish, short $250, switch long $500, buffer 0, guard 10:30",st5_50_bearish,250.0,500.0,0,10:30,1565,0.576996805111821,41051.679999999986,-11035.919999999998,3.719823992924921,1.1330818206066935,26.231105431309896,973,592,250,34950.53999999998,6101.139999999996,7132.1799999999985,349521.16000000003,-308469.48,1815,6101.139999999996,7132.179999999998,72,6629.199999999999,-3577.339999999999,0.6388888888888888,15,-2346.06,-3577.34,0.4666666666666667,1,100.76,0.0,3,1292.04,0.0,7,2322.1000000000004,-102.24000000000001,14,3172.48,-551.48,26,4218.78,-1223.2600000000002,51,4132.839999999999,-3577.34,97,5852.379999999999,-4561.46,1956,1208,704,0,4.0,7960.5999999999985,1088.5200000000004,286.99999999999955,507.7599999999993,0.0,0.0,396.98,222.24,-25.519999999999527,120.0,-287.52,0.0,-1166.4800000000005,-361.7800000000002,97.77999999999975,507.75999999999976,466.899999999996,0.0,3488.81,False,False,True
p0_st5_50_bearish_sr250_lr500_buf0_tg1100,"P0 st5_50_bearish, short $250, switch long $500, buffer 0, guard 11:00",st5_50_bearish,250.0,500.0,0,11:00,1586,0.5775535939470365,41547.61999999998,-10976.879999999997,3.7850117701933508,1.1342589794996283,26.196481715006293,966,620,256,35052.779999999984,6494.8399999999965,8366.359999999997,351006.4,-309458.78,1842,6494.839999999994,8366.36,72,6831.199999999998,-3577.339999999999,0.6527777777777778,15,-2346.06,-3577.34,0.4666666666666667,1,100.76,0.0,3,1292.04,0.0,6,2424.34,0.0,13,3274.72,-551.48,25,4321.0199999999995,-1223.2600000000002,50,4235.08,-3577.34,97,6054.38,-4561.46,2246,1460,260,0,4.0,8456.539999999994,1147.5600000000013,286.99999999999955,507.7599999999993,0.0,0.0,396.98,222.24,76.72000000000025,222.24,-185.2800000000002,0.0,-1064.2400000000007,-361.7800000000002,200.02000000000044,507.75999999999976,668.8999999999969,0.0,3640.6439999999993,False,False,True
p0_st5_50_bearish_sr250_lr500_buf2ticks_tgnone,"P0 st5_50_bearish, short $250, switch long $500, buffer 2ticks, guard none",st5_50_bearish,250.0,500.0,2ticks,none,1599,0.5728580362726704,38197.15999999999,-11915.16,3.20576139976299,1.1226251016708304,23.888155096935577,960,639,260,33515.499999999985,4681.659999999996,6462.239999999996,349692.6,-311495.43999999994,1859,4681.659999999994,6462.239999999999,72,6765.199999999998,-3577.339999999999,0.6527777777777778,15,-2346.06,-3577.34,0.4666666666666667,1,100.76,0.0,3,1292.04,0.0,6,2424.34,0.0,13,3274.72,-551.48,25,4255.0199999999995,-1289.2600000000002,50,4169.079999999999,-3577.34,97,5988.38,-4561.46,2578,1768,0,0,4.0,5106.080000000002,209.27999999999884,286.99999999999955,507.7599999999993,0.0,0.0,396.98,222.24,76.72000000000025,222.24,-185.2800000000002,0.0,-1130.2400000000007,-427.7800000000002,134.01999999999953,507.75999999999976,602.8999999999969,0.0,3305.598,False,False,True
p0_st5_50_bearish_sr250_lr500_buf2ticks_tg1030,"P0 st5_50_bearish, short $250, switch long $500, buffer 2ticks, guard 10:30",st5_50_bearish,250.0,500.0,2ticks,10:30,1565,0.5750798722044729,38749.919999999984,-11689.499999999998,3.3149339150519688,1.1251992044616115,24.760332268370597,973,592,249,33177.279999999984,5572.639999999996,5358.919999999998,348256.04000000004,-309506.12,1814,5572.639999999996,5358.92,72,6563.199999999999,-3577.339999999999,0.6388888888888888,15,-2346.06,-3577.34,0.4666666666666667,1,100.76,0.0,3,1292.04,0.0,7,2322.1000000000004,-102.24000000000001,14,3172.48,-551.48,26,4152.78,-1289.2600000000002,51,4066.8399999999997,-3577.34,97,5786.379999999999,-4561.46,1956,1208,704,0,4.0,5658.8399999999965,434.9400000000005,286.99999999999955,507.7599999999993,0.0,0.0,396.98,222.24,-25.519999999999527,120.0,-287.52,0.0,-1232.4800000000005,-427.7800000000002,31.7800000000002,507.75999999999976,400.899999999996,0.0,3258.6339999999996,False,False,True
p0_st5_50_bearish_sr250_lr500_buf2ticks_tg1100,"P0 st5_50_bearish, short $250, switch long $500, buffer 2ticks, guard 11:00",st5_50_bearish,250.0,500.0,2ticks,11:00,1586,0.5756620428751577,39221.099999999984,-11630.46,3.372274183480274,1.1263077330433084,24.729571248423696,966,620,255,33259.75999999999,5961.3399999999965,6573.3399999999965,349741.28,-310520.17999999993,1841,5961.339999999994,6573.34,72,6765.199999999998,-3577.339999999999,0.6527777777777778,15,-2346.06,-3577.34,0.4666666666666667,1,100.76,0.0,3,1292.04,0.0,6,2424.34,0.0,13,3274.72,-551.48,25,4255.0199999999995,-1289.2600000000002,50,4169.079999999999,-3577.34,97,5988.38,-4561.46,2246,1460,260,0,4.0,6130.019999999997,493.97999999999956,286.99999999999955,507.7599999999993,0.0,0.0,396.98,222.24,76.72000000000025,222.24,-185.2800000000002,0.0,-1130.2400000000007,-427.7800000000002,134.01999999999953,507.75999999999976,602.8999999999969,0.0,3407.9919999999993,False,False,True
p0_st5_50_bearish_sr250_lr500_buf0_25r_tgnone,"P0 st5_50_bearish, short $250, switch long $500, buffer 0.25r, guard none",st5_50_bearish,250.0,500.0,0.25r,none,1599,0.5634771732332708,34793.07999999999,-11860.199999999997,2.93359977066154,1.1154607238318444,21.759274546591612,960,639,203,29337.919999999984,5455.159999999996,2284.659999999999,336134.34,-301341.26,1802,5455.159999999996,2284.659999999999,72,4477.599999999998,-3577.3399999999983,0.625,15,-2346.06,-3577.34,0.4666666666666667,1,100.76,0.0,3,1292.04,0.0,6,1734.08,-52.98000000000002,13,1095.6999999999998,-857.72,25,1859.1999999999996,-1559.2400000000002,50,1773.2599999999993,-3577.34,97,3333.5200000000013,-4561.46,2578,1768,0,0,4.0,1702.0,264.2400000000016,286.99999999999955,507.7599999999993,0.0,0.0,396.98,222.24,-613.54,169.26,-2364.3,-306.24,-3526.0600000000004,-697.7600000000002,-2261.8,507.75999999999976,-2051.960000000002,0.0,479.9299999999997,False,False,True
p0_st5_50_bearish_sr250_lr500_buf0_25r_tg1030,"P0 st5_50_bearish, short $250, switch long $500, buffer 0.25r, guard 10:30",st5_50_bearish,250.0,500.0,0.25r,10:30,1565,0.5661341853035143,34940.959999999985,-12696.499999999996,2.752015122277793,1.1165398371849125,22.326492012779543,973,592,195,28746.819999999985,6194.139999999994,928.4599999999991,334760.84,-299819.88,1760,6194.139999999994,928.4599999999987,72,4275.6,-3577.339999999999,0.6111111111111112,15,-2346.06,-3577.34,0.4666666666666667,1,100.76,0.0,3,1292.04,0.0,7,1631.84,-155.22000000000003,14,993.4599999999998,-857.72,26,1756.9599999999996,-1559.2400000000002,51,1671.0199999999993,-3577.34,97,3131.5199999999986,-4561.46,1956,1208,704,0,4.0,1849.8799999999974,-572.0599999999977,286.99999999999955,507.7599999999993,0.0,0.0,396.98,222.24,-715.78,67.01999999999998,-2466.54,-306.24,-3628.3000000000006,-697.7600000000002,-2364.04,507.75999999999976,-2253.9600000000046,0.0,392.4779999999994,False,False,True
p0_st5_50_bearish_sr250_lr500_buf0_25r_tg1100,"P0 st5_50_bearish, short $250, switch long $500, buffer 0.25r, guard 11:00",st5_50_bearish,250.0,500.0,0.25r,11:00,1586,0.5668348045397226,35074.61999999998,-12637.46,2.7754485474137987,1.116460636741609,22.1151450189155,966,620,201,28621.27999999999,6453.339999999995,1934.8599999999983,336246.08,-301171.45999999996,1787,6453.339999999994,1934.8599999999979,72,4477.599999999998,-3577.3399999999983,0.625,15,-2346.06,-3577.34,0.4666666666666667,1,100.76,0.0,3,1292.04,0.0,6,1734.08,-52.98000000000002,13,1095.6999999999998,-857.72,25,1859.1999999999996,-1559.2400000000002,50,1773.2599999999993,-3577.34,97,3333.5200000000013,-4561.46,2246,1460,260,0,4.0,1983.5399999999936,-513.0200000000004,286.99999999999955,507.7599999999993,0.0,0.0,396.98,222.24,-613.54,169.26,-2364.3,-306.24,-3526.0600000000004,-697.7600000000002,-2261.8,507.75999999999976,-2051.960000000002,0.0,508.08399999999904,False,False,True
p0_st5_50_bearish_sr250_lr750_buf0_tgnone,"P0 st5_50_bearish, short $250, switch long $750, buffer 0, guard none",st5_50_bearish,250.0,750.0,0,none,1599,0.5891181988742964,43332.11999999999,-13803.579999999996,3.1391943249504837,1.1291610214268037,27.099512195121942,960,639,261,38116.95999999999,5215.159999999995,11063.699999999997,378821.26,-335489.14,1860,5215.159999999994,11063.7,72,8732.32,-3577.339999999998,0.6666666666666666,15,-2346.06,-3577.34,0.4666666666666667,1,100.76,0.0,3,1292.04,0.0,6,2866.6000000000004,0.0,13,4239.5,-551.48,25,5962.1,-999.8800000000001,50,5876.16,-3577.34,97,8314.039999999999,-4561.46,2578,1768,0,0,4.0,10241.04,-1679.1399999999976,286.99999999999955,507.7599999999993,0.0,0.0,396.98,222.24,518.9800000000005,222.24,779.5,0.0,576.8400000000001,-138.4000000000001,1841.1000000000004,507.75999999999976,2928.559999999996,0.0,4783.874,True,False,True
p0_st5_50_bearish_sr250_lr750_buf0_tg1030,"P0 st5_50_bearish, short $250, switch long $750, buffer 0, guard 10:30",st5_50_bearish,250.0,750.0,0,10:30,1565,0.5910543130990416,43445.43999999999,-12985.66,3.3456474295492096,1.1305318096594186,27.760664536741206,973,592,250,37344.29999999998,6101.139999999996,9525.939999999999,376279.56000000006,-332834.12,1815,6101.139999999996,9525.939999999999,72,8530.32,-3577.3399999999983,0.6527777777777778,15,-2346.06,-3577.34,0.4666666666666667,1,100.76,0.0,3,1292.04,0.0,7,2764.36,-102.24000000000001,14,4137.26,-551.48,26,5859.860000000001,-999.8800000000001,51,5773.92,-3577.34,97,8112.039999999999,-4561.46,1956,1208,704,0,4.0,10354.36,-861.2200000000012,286.99999999999955,507.7599999999993,0.0,0.0,396.98,222.24,416.74000000000024,120.0,677.2600000000002,0.0,474.60000000000036,-138.4000000000001,1738.8600000000006,507.75999999999976,2726.559999999996,0.0,4692.966,True,False,True
p0_st5_50_bearish_sr250_lr750_buf0_tg1100,"P0 st5_50_bearish, short $250, switch long $750, buffer 0, guard 11:00",st5_50_bearish,250.0,750.0,0,11:00,1586,0.5920554854981085,44582.71999999999,-12985.659999999996,3.433227113600695,1.1334764260223753,28.11016393442622,966,620,256,38087.87999999998,6494.8399999999965,11401.46,378594.66000000003,-334011.94,1842,6494.839999999994,11401.459999999995,72,8732.32,-3577.339999999998,0.6666666666666666,15,-2346.06,-3577.34,0.4666666666666667,1,100.76,0.0,3,1292.04,0.0,6,2866.6000000000004,0.0,13,4239.5,-551.48,25,5962.1,-999.8800000000001,50,5876.16,-3577.34,97,8314.039999999999,-4561.46,2246,1460,260,0,4.0,11491.64,-861.2199999999975,286.99999999999955,507.7599999999993,0.0,0.0,396.98,222.24,518.9800000000005,222.24,779.5,0.0,576.8400000000001,-138.4000000000001,1841.1000000000004,507.75999999999976,2928.559999999996,0.0,4908.934,True,False,True
p0_st5_50_bearish_sr250_lr750_buf2ticks_tgnone,"P0 st5_50_bearish, short $250, switch long $750, buffer 2ticks, guard none",st5_50_bearish,250.0,750.0,2ticks,none,1599,0.5872420262664165,40344.55999999998,-14278.899999999994,2.825466947734069,1.119956166536714,25.231119449656024,960,639,260,35662.89999999999,4681.659999999996,8609.639999999996,376672.08,-336327.52,1859,4681.659999999994,8609.640000000001,72,8644.32,-3577.339999999998,0.6666666666666666,15,-2346.06,-3577.34,0.4666666666666667,1,100.76,0.0,3,1292.04,0.0,6,2866.6000000000004,0.0,13,4239.5,-551.48,25,5874.1,-1087.88,50,5788.16,-3577.34,97,8226.039999999999,-4561.46,2578,1768,0,0,4.0,7253.479999999996,-2154.4599999999955,286.99999999999955,507.7599999999993,0.0,0.0,396.98,222.24,518.9800000000005,222.24,779.5,0.0,488.84000000000015,-226.4000000000001,1753.1000000000004,507.75999999999976,2840.559999999996,0.0,4485.1179999999995,True,False,True
p0_st5_50_bearish_sr250_lr750_buf2ticks_tg1030,"P0 st5_50_bearish, short $250, switch long $750, buffer 2ticks, guard 10:30",st5_50_bearish,250.0,750.0,2ticks,10:30,1565,0.5891373801916933,40480.87999999998,-13520.019999999993,2.9941434997877225,1.1213246517761477,25.8663769968051,973,592,249,34908.23999999998,5572.639999999996,7089.879999999997,374138.38,-333657.5,1814,5572.639999999996,7089.879999999997,72,8442.32,-3577.3399999999983,0.6527777777777778,15,-2346.06,-3577.34,0.4666666666666667,1,100.76,0.0,3,1292.04,0.0,7,2764.36,-102.24000000000001,14,4137.26,-551.48,26,5771.860000000001,-1087.88,51,5685.92,-3577.34,97,8024.039999999999,-4561.46,1956,1208,704,0,4.0,7389.799999999996,-1395.5799999999945,286.99999999999955,507.7599999999993,0.0,0.0,396.98,222.24,416.74000000000024,120.0,677.2600000000002,0.0,386.60000000000036,-226.4000000000001,1650.8600000000006,507.75999999999976,2638.559999999996,0.0,4396.51,True,False,True
p0_st5_50_bearish_sr250_lr750_buf2ticks_tg1100,"P0 st5_50_bearish, short $250, switch long $750, buffer 2ticks, guard 11:00",st5_50_bearish,250.0,750.0,2ticks,11:00,1586,0.5901639344262295,41595.159999999996,-13460.979999999996,3.090054364541067,1.1242201590250833,26.226456494325344,966,620,255,35633.819999999985,5961.3399999999965,8947.399999999998,376445.48000000004,-334850.32,1841,5961.339999999994,8947.400000000001,72,8644.32,-3577.339999999998,0.6666666666666666,15,-2346.06,-3577.34,0.4666666666666667,1,100.76,0.0,3,1292.04,0.0,6,2866.6000000000004,0.0,13,4239.5,-551.48,25,5874.1,-1087.88,50,5788.16,-3577.34,97,8226.039999999999,-4561.46,2246,1460,260,0,4.0,8504.080000000009,-1336.5399999999972,286.99999999999955,507.7599999999993,0.0,0.0,396.98,222.24,518.9800000000005,222.24,779.5,0.0,488.84000000000015,-226.4000000000001,1753.1000000000004,507.75999999999976,2840.559999999996,0.0,4610.178000000001,True,False,True
p0_st5_50_bearish_sr250_lr750_buf0_25r_tgnone,"P0 st5_50_bearish, short $250, switch long $750, buffer 0.25r, guard none",st5_50_bearish,250.0,750.0,0.25r,none,1599,0.5716072545340838,35492.83999999998,-13895.219999999994,2.554320118717084,1.1118327617368844,22.196898061288294,960,639,203,30037.67999999999,5455.159999999996,2984.4199999999983,352867.1,-317374.26,1802,5455.159999999996,2984.42,72,4604.1799999999985,-3577.339999999998,0.6388888888888888,15,-2346.06,-3577.34,0.4666666666666667,1,100.76,0.0,3,1292.04,0.0,6,2011.34,0.0,13,711.4799999999998,-1519.2,25,1661.2599999999995,-2078.2000000000003,50,1575.319999999999,-3577.34,97,3666.1400000000003,-4561.46,2578,1768,0,0,4.0,2401.7599999999948,-1770.7799999999952,286.99999999999955,507.7599999999993,0.0,0.0,396.98,222.24,-336.28,222.24,-2748.5200000000004,-967.72,-3724.000000000001,-1216.7200000000003,-2459.7400000000007,507.75999999999976,-1719.3400000000029,0.0,-495.7940000000009,False,False,True
p0_st5_50_bearish_sr250_lr750_buf0_25r_tg1030,"P0 st5_50_bearish, short $250, switch long $750, buffer 0.25r, guard 10:30",st5_50_bearish,250.0,750.0,0.25r,10:30,1565,0.5731629392971246,34964.09999999999,-14731.52,2.373421072638804,1.1107671270059774,22.34127795527156,973,592,195,28769.959999999985,6194.139999999994,951.5999999999995,350618.22000000003,-315654.12,1760,6194.139999999994,951.5999999999985,72,4402.179999999999,-3577.339999999998,0.625,15,-2346.06,-3577.34,0.4666666666666667,1,100.76,0.0,3,1292.04,0.0,7,1909.1,-102.24000000000001,14,609.2399999999998,-1519.2,26,1559.0199999999995,-2078.2000000000003,51,1473.079999999999,-3577.34,97,3464.1399999999994,-4561.46,1956,1208,704,0,4.0,1873.020000000004,-2607.0800000000017,286.99999999999955,507.7599999999993,0.0,0.0,396.98,222.24,-438.52,120.0,-2850.76,-967.72,-3826.2400000000007,-1216.7200000000003,-2561.9800000000005,507.75999999999976,-1921.3400000000038,0.0,-650.9079999999999,False,False,True
p0_st5_50_bearish_sr250_lr750_buf0_25r_tg1100,"P0 st5_50_bearish, short $250, switch long $750, buffer 0.25r, guard 11:00",st5_50_bearish,250.0,750.0,0.25r,11:00,1586,0.5737704918032787,35578.599999999984,-14672.479999999996,2.4248525130039362,1.1121470145718684,22.432912988650685,966,620,201,29125.25999999998,6453.339999999995,2438.84,352828.24,-317249.64,1787,6453.339999999994,2438.84,72,4604.1799999999985,-3577.339999999998,0.6388888888888888,15,-2346.06,-3577.34,0.4666666666666667,1,100.76,0.0,3,1292.04,0.0,6,2011.34,0.0,13,711.4799999999998,-1519.2,25,1661.2599999999995,-2078.2000000000003,50,1575.319999999999,-3577.34,97,3666.1400000000003,-4561.46,2246,1460,260,0,4.0,2487.519999999997,-2548.0399999999972,286.99999999999955,507.7599999999993,0.0,0.0,396.98,222.24,-336.28,222.24,-2748.5200000000004,-967.72,-3724.000000000001,-1216.7200000000003,-2459.7400000000007,507.75999999999976,-1719.3400000000029,0.0,-487.21800000000064,False,False,True
p0_st5_50_bearish_sr350_lr500_buf0_tgnone,"P0 st5_50_bearish, short $350, switch long $500, buffer 0, guard none",st5_50_bearish,350.0,500.0,0,none,1711,0.5639976621858562,37959.55999999998,-11255.519999999999,3.372528323880193,1.1089959387918114,22.18559906487433,960,751,306,33802.359999999986,4157.199999999995,6749.099999999998,386225.38,-348265.82,2017,4157.199999999993,6749.099999999997,85,8400.66,-3059.0799999999977,0.6470588235294118,18,-974.7800000000004,-3059.08,0.5555555555555556,1,100.76,0.0,3,1292.04,0.0,8,2886.62,-161.98000000000002,15,3584.2599999999998,-551.48,29,4458.6,-1656.98,58,6094.199999999999,-3059.08,112,7131.879999999999,-4561.46,2578,1768,0,0,4.0,4868.479999999996,868.9200000000001,1658.279999999999,1026.0199999999995,0.0,0.0,396.98,222.24,539.0,60.25999999999999,124.25999999999976,0.0,-926.6599999999999,-795.5,2059.1399999999994,1026.02,1746.399999999996,0.0,3934.197999999999,True,False,True
p0_st5_50_bearish_sr350_lr500_buf0_tg1030,"P0 st5_50_bearish, short $350, switch long $500, buffer 0, guard 10:30",st5_50_bearish,350.0,500.0,0,10:30,1666,0.5672268907563025,40119.61999999997,-10880.419999999998,3.6873227320268867,1.1166928626979125,24.081404561824716,973,693,294,33700.11999999999,6419.499999999993,5881.759999999997,383924.88,-343805.25999999995,1960,6419.499999999994,5881.76,83,7961.879999999999,-3059.0799999999986,0.6385542168674698,18,-974.7800000000004,-3059.08,0.5555555555555556,1,100.76,0.0,3,1292.04,0.0,9,2784.38,-161.98000000000002,16,3482.0199999999995,-551.48,29,4430.6,-1582.74,58,6066.200000000001,-3059.08,108,6968.079999999998,-4561.46,1956,1208,704,0,4.0,7028.539999999986,1244.0200000000004,1658.279999999999,1026.0199999999995,0.0,0.0,396.98,222.24,436.7600000000002,60.25999999999999,22.019999999999527,0.0,-954.6599999999999,-721.26,2031.1400000000012,1026.02,1582.599999999995,0.0,4047.963999999998,True,False,True
p0_st5_50_bearish_sr350_lr500_buf0_tg1100,"P0 st5_50_bearish, short $350, switch long $500, buffer 0, guard 11:00",st5_50_bearish,350.0,500.0,0,11:00,1694,0.5672963400236127,40206.79999999999,-10791.859999999997,3.725659895513841,1.1162756263420046,23.734828807556074,966,728,300,33802.359999999986,6404.439999999994,7115.939999999997,385995.52,-345788.72,1994,6404.439999999992,7115.939999999998,84,8189.4,-3059.079999999998,0.6428571428571429,18,-974.7800000000004,-3059.08,0.5555555555555556,1,100.76,0.0,3,1292.04,0.0,8,2886.62,-161.98000000000002,15,3584.2599999999998,-551.48,29,4458.6,-1656.98,58,6094.199999999999,-3059.08,110,7132.359999999999,-4561.46,2246,1460,260,0,4.0,7115.720000000001,1332.5800000000017,1658.279999999999,1026.0199999999995,0.0,0.0,396.98,222.24,539.0,60.25999999999999,124.25999999999976,0.0,-926.6599999999999,-795.5,2059.1399999999994,1026.02,1746.8799999999956,0.0,4158.922,True,False,True
p0_st5_50_bearish_sr350_lr500_buf2ticks_tgnone,"P0 st5_50_bearish, short $350, switch long $500, buffer 2ticks, guard none",st5_50_bearish,350.0,500.0,2ticks,none,1711,0.5628287551139685,35416.039999999986,-12014.599999999995,2.947750237211393,1.1012463845824823,20.699029807130326,960,751,305,32008.339999999982,3407.699999999995,4955.079999999998,385216.58,-349800.54000000004,2016,3407.699999999994,4955.079999999999,85,8334.66,-3059.0799999999977,0.6470588235294118,18,-974.7800000000004,-3059.08,0.5555555555555556,1,100.76,0.0,3,1292.04,0.0,8,2886.62,-161.98000000000002,15,3584.2599999999998,-551.48,29,4392.6,-1722.9800000000002,58,6028.199999999999,-3059.08,112,7065.879999999999,-4561.46,2578,1768,0,0,4.0,2324.959999999999,109.84000000000378,1658.279999999999,1026.0199999999995,0.0,0.0,396.98,222.24,539.0,60.25999999999999,124.25999999999976,0.0,-992.6599999999999,-861.5000000000002,1993.1399999999994,1026.02,1680.399999999996,0.0,3679.8459999999995,True,False,True
p0_st5_50_bearish_sr350_lr500_buf2ticks_tg1030,"P0 st5_50_bearish, short $350, switch long $500, buffer 2ticks, guard 10:30",st5_50_bearish,350.0,500.0,2ticks,10:30,1666,0.5660264105642256,37603.859999999986,-11639.499999999996,3.230710941191632,1.1088981444097175,22.57134453781512,973,693,293,31925.859999999986,5677.999999999993,4107.499999999997,382916.0800000001,-345312.22,1959,5677.999999999993,4107.499999999999,83,7895.879999999999,-3059.0799999999986,0.6385542168674698,18,-974.7800000000004,-3059.08,0.5555555555555556,1,100.76,0.0,3,1292.04,0.0,9,2784.38,-161.98000000000002,16,3482.0199999999995,-551.48,29,4364.6,-1648.7400000000002,58,6000.200000000001,-3059.08,108,6902.079999999998,-4561.46,1956,1208,704,0,4.0,4512.779999999999,484.9400000000023,1658.279999999999,1026.0199999999995,0.0,0.0,396.98,222.24,436.7600000000002,60.25999999999999,22.019999999999527,0.0,-1020.6599999999999,-787.2600000000002,1965.1400000000012,1026.02,1516.599999999995,0.0,3796.387999999999,True,False,True
p0_st5_50_bearish_sr350_lr500_buf2ticks_tg1100,"P0 st5_50_bearish, short $350, switch long $500, buffer 2ticks, guard 11:00",st5_50_bearish,350.0,500.0,2ticks,11:00,1694,0.5661157024793388,37663.279999999984,-11550.939999999999,3.260624676433259,1.1084386357569187,22.233341204250287,966,728,299,32008.339999999986,5654.939999999995,5321.919999999996,384986.72,-347323.44,1993,5654.939999999994,5321.919999999999,84,8123.4,-3059.079999999998,0.6428571428571429,18,-974.7800000000004,-3059.08,0.5555555555555556,1,100.76,0.0,3,1292.04,0.0,8,2886.62,-161.98000000000002,15,3584.2599999999998,-551.48,29,4392.6,-1722.9800000000002,58,6028.199999999999,-3059.08,110,7066.360000000001,-4561.46,2246,1460,260,0,4.0,4572.199999999997,573.5,1658.279999999999,1026.0199999999995,0.0,0.0,396.98,222.24,539.0,60.25999999999999,124.25999999999976,0.0,-992.6599999999999,-861.5000000000002,1993.1399999999994,1026.02,1680.8799999999974,0.0,3904.5699999999993,True,False,True
