candidate,filter_count,filters,full_trades,full_pnl,full_max_dd,full_win_rate,full_profit_factor,full_avg_trade,full_daily_sharpe,full_daily_sortino,full_best_day,full_worst_day,jan_may_2026_trades,jan_may_2026_pnl,jan_may_2026_max_dd,jan_may_2026_win_rate,jan_may_2026_profit_factor,jan_may_2026_avg_trade,march_2026_trades,march_2026_pnl,march_2026_max_dd,march_2026_win_rate,march_2026_profit_factor,march_2026_avg_trade,apr_may_2026_trades,apr_may_2026_pnl,apr_may_2026_max_dd,apr_may_2026_win_rate,apr_may_2026_profit_factor,apr_may_2026_avg_trade,last_5d_trades,last_5d_pnl,last_5d_max_dd,last_5d_win_rate,last_5d_profit_factor,last_5d_avg_trade,last_10d_trades,last_10d_pnl,last_10d_max_dd,last_10d_win_rate,last_10d_profit_factor,last_10d_avg_trade,last_20d_trades,last_20d_pnl,last_20d_max_dd,last_20d_win_rate,last_20d_profit_factor,last_20d_avg_trade,last_30d_trades,last_30d_pnl,last_30d_max_dd,last_30d_win_rate,last_30d_profit_factor,last_30d_avg_trade,last_50d_trades,last_50d_pnl,last_50d_max_dd,last_50d_win_rate,last_50d_profit_factor,last_50d_avg_trade,last_100d_trades,last_100d_pnl,last_100d_max_dd,last_100d_win_rate,last_100d_profit_factor,last_100d_avg_trade,last_200d_trades,last_200d_pnl,last_200d_max_dd,last_200d_win_rate,last_200d_profit_factor,last_200d_avg_trade,full_trade_retention,jan_may_trade_retention,apr_may_pnl_retention,march_dd_improvement,march_pnl_improvement,full_return_dd
ST15_10 & ST15_50,2,"ST15_10,ST15_50",627,15610.039999999995,-9878.21999999997,0.5709728867623605,1.1091100279197939,24.896395534290264,0.6034257110652932,0.7626956974198895,989.04,-3780.96,39,3689.8200000000006,-1636.22,0.6153846153846154,1.6505829084061534,94.61076923076925,7,-117.66000000000008,-1587.2,0.42857142857142855,0.9258694556451612,-16.80857142857144,17,2900.02,-861.48,0.6470588235294118,2.640357029729852,170.5894117647059,1,100.76,0.0,1.0,,100.76,3,138.77999999999997,-174.74,0.6666666666666666,1.7942085383999082,46.25999999999999,5,433.29999999999995,-174.74,0.6,2.564372878908224,86.66,8,1531.36,-174.74,0.75,6.528774640768286,191.42,15,3051.000000000001,-861.48,0.7333333333333333,2.8868974730045642,203.40000000000006,27,3105.1400000000003,-1587.2,0.5925925925925926,1.9222658500798966,115.0051851851852,50,1239.219999999999,-4327.339999999999,0.62,1.1277446303176246,24.784399999999977,0.4837962962962963,0.5416666666666666,0.49559944903392955,2497.8999999999996,2515.3999999999996,1.580248263351094
ST15_20 & ST15_50,2,"ST15_20,ST15_50",680,21764.759999999995,-8951.379999999988,0.5764705882352941,1.1453298038022677,32.00699999999999,0.792323450005662,1.0104836271949904,989.04,-3780.96,42,4304.88,-1636.22,0.6190476190476191,1.6917647966267289,102.49714285714286,8,103.09999999999991,-1587.2,0.5,1.0649571572580645,12.887499999999989,19,3294.3200000000006,-861.48,0.631578947368421,2.4203328447012162,173.38526315789477,1,100.76,0.0,1.0,,100.76,3,138.77999999999997,-174.74,0.6666666666666666,1.7942085383999082,46.25999999999999,5,433.29999999999995,-174.74,0.6,2.564372878908224,86.66,9,979.8799999999999,-551.48,0.6666666666666666,2.182772855659899,108.87555555555554,17,3445.3,-861.48,0.7058823529411765,2.5888527130352976,202.66470588235296,30,3720.2000000000007,-1587.2,0.6,1.949432667915495,124.00666666666669,53,1441.7999999999997,-4739.819999999999,0.6037735849056604,1.1378499311610835,27.203773584905655,0.5246913580246914,0.5833333333333334,0.5629834197493311,2497.8999999999996,2736.1599999999994,2.4314418558926136
ST15_5 & ST15_10,2,"ST15_5,ST15_10",625,21845.49999999999,-8354.359999999977,0.5744,1.1588923799882667,34.95279999999998,0.856619406998561,1.093008163956936,989.04,-3780.96,38,2563.0600000000004,-1923.68,0.6052631578947368,1.4300753746920916,67.44894736842106,8,-692.4000000000001,-1923.68,0.375,0.6797320924725015,-86.55000000000001,18,3110.54,-861.48,0.6666666666666666,2.759434816055025,172.80777777777777,1,100.76,0.0,1.0,,100.76,3,138.77999999999997,-174.74,0.6666666666666666,1.7942085383999082,46.25999999999999,5,433.29999999999995,-174.74,0.6,2.564372878908224,86.66,8,1531.36,-174.74,0.75,6.528774640768286,191.42,16,3261.52,-861.48,0.75,3.017094017094017,203.845,28,2544.1600000000008,-1923.68,0.5714285714285714,1.645463771057439,90.86285714285717,47,-11.820000000000377,-4451.62,0.6170212765957447,0.9988043117610406,-0.2514893617021357,0.48225308641975306,0.5277777777777778,0.5315763029903239,2161.419999999999,1940.6599999999994,2.614862179748066
ST15_5 & ST15_20,2,"ST15_5,ST15_20",607,21875.639999999992,-8424.619999999979,0.5782537067545305,1.1639646827033305,36.038945634266874,0.8837161683201277,1.1284728103463741,989.04,-3780.96,38,2563.0600000000004,-1923.68,0.6052631578947368,1.4300753746920916,67.44894736842106,8,-692.4000000000001,-1923.68,0.375,0.6797320924725015,-86.55000000000001,18,3110.54,-861.48,0.6666666666666666,2.759434816055025,172.80777777777777,1,100.76,0.0,1.0,,100.76,3,138.77999999999997,-174.74,0.6666666666666666,1.7942085383999082,46.25999999999999,5,433.29999999999995,-174.74,0.6,2.564372878908224,86.66,8,1531.36,-174.74,0.75,6.528774640768286,191.42,16,3261.52,-861.48,0.75,3.017094017094017,203.845,28,2544.1600000000008,-1923.68,0.5714285714285714,1.645463771057439,90.86285714285717,46,-217.33999999999992,-4657.139999999999,0.6086956521739131,0.9780143077956446,-4.724782608695651,0.4683641975308642,0.5277777777777778,0.5315763029903239,2161.419999999999,1940.6599999999994,2.596632251662395
ST15_5 & ST15_50,2,"ST15_5,ST15_50",599,20120.91999999999,-9533.73999999999,0.5809682804674458,1.1496813391314598,33.59085141903171,0.8149128721151865,1.0368180353548073,989.04,-3780.96,36,2927.2799999999997,-1636.22,0.6111111111111112,1.5436170568375547,81.31333333333333,7,-117.66000000000008,-1587.2,0.42857142857142855,0.9258694556451612,-16.80857142857144,17,2900.02,-861.48,0.6470588235294118,2.640357029729852,170.5894117647059,1,100.76,0.0,1.0,,100.76,3,138.77999999999997,-174.74,0.6666666666666666,1.7942085383999082,46.25999999999999,5,433.29999999999995,-174.74,0.6,2.564372878908224,86.66,8,1531.36,-174.74,0.75,6.528774640768286,191.42,15,3051.000000000001,-861.48,0.7333333333333333,2.8868974730045642,203.40000000000006,26,2908.38,-1587.2,0.5769230769230769,1.8638256416958239,111.86076923076924,45,352.3999999999994,-4451.62,0.6222222222222222,1.0378486012987098,7.831111111111098,0.46219135802469136,0.5,0.49559944903392955,2497.8999999999996,2515.3999999999996,2.1104959858355703
ST5_10 & ST15_10,2,"ST5_10,ST15_10",511,15911.199999999999,-6923.519999999973,0.5694716242661448,1.1411485592311736,31.137377690802346,0.7745588017958379,0.9897470588433007,989.04,-3459.48,33,4199.74,-1587.1999999999998,0.6363636363636364,2.028062960515043,127.26484848484847,7,-117.66000000000008,-1587.2,0.42857142857142855,0.9258694556451612,-16.80857142857144,13,2271.7200000000003,-861.48,0.6923076923076923,2.404950090912464,174.74769230769232,0,0.0,0.0,0.0,,0.0,2,38.01999999999998,-174.74,0.5,1.2175804051734003,19.00999999999999,4,332.53999999999996,-174.74,0.5,2.2005921005126723,83.13499999999999,7,1430.6,-174.74,0.7142857142857143,6.164993862372734,204.37142857142857,13,2271.7200000000003,-861.48,0.6923076923076923,2.404950090912464,174.74769230769232,23,2476.84,-1587.2,0.6086956521739131,1.7701904299911688,107.68869565217392,43,1543.6199999999992,-3671.22,0.627906976744186,1.1902345242349923,35.898139534883704,0.3942901234567901,0.4583333333333333,0.3882260054618101,2497.8999999999996,2515.3999999999996,2.298137363653179
ST5_10 & ST15_20,2,"ST5_10,ST15_20",552,26225.15999999999,-5849.960000000003,0.5869565217391305,1.2291275470352956,47.50934782608694,1.2184711140934255,1.5846715976267123,989.04,-3459.48,37,5109.320000000001,-1587.1999999999996,0.6486486486486487,2.101958771335769,138.08972972972975,8,103.09999999999991,-1587.2,0.5,1.0649571572580645,12.887499999999989,15,2666.0200000000004,-1387.2,0.6666666666666666,2.2294758395513785,177.7346666666667,0,0.0,0.0,0.0,,0.0,2,38.01999999999998,-174.74,0.5,1.2175804051734003,19.00999999999999,4,332.53999999999996,-174.74,0.5,2.2005921005126723,83.13499999999999,8,879.1199999999999,-551.48,0.625,2.061149602877628,109.88999999999999,15,2666.0200000000004,-1387.2,0.6666666666666666,2.2294758395513785,177.7346666666667,26,3091.8999999999996,-1587.2,0.6153846153846154,1.8207073388261275,118.91923076923075,47,2453.2000000000007,-3671.22,0.6382978723404256,1.2830905007973896,52.19574468085108,0.42592592592592593,0.5138888888888888,0.45560997617721155,2497.8999999999996,2736.1599999999994,4.482963986078533
ST5_10 & ST15_5,2,"ST5_10,ST15_5",494,17935.01999999999,-7052.699999999973,0.5789473684210527,1.164847236828826,36.305708502024274,0.8960881794752564,1.146487546745272,989.04,-3459.48,30,3437.2000000000007,-1587.2,0.6333333333333333,1.9049168588548742,114.57333333333335,7,-117.66000000000008,-1587.2,0.42857142857142855,0.9258694556451612,-16.80857142857144,13,2271.7200000000003,-861.48,0.6923076923076923,2.404950090912464,174.74769230769232,0,0.0,0.0,0.0,,0.0,2,38.01999999999998,-174.74,0.5,1.2175804051734003,19.00999999999999,4,332.53999999999996,-174.74,0.5,2.2005921005126723,83.13499999999999,7,1430.6,-174.74,0.7142857142857143,6.164993862372734,204.37142857142857,13,2271.7200000000003,-861.48,0.6923076923076923,2.404950090912464,174.74769230769232,22,2280.08,-1587.2,0.5909090909090909,1.7090065549709565,103.64,38,656.7999999999997,-3671.22,0.631578947368421,1.085030138575305,17.284210526315782,0.38117283950617287,0.4166666666666667,0.3882260054618101,2497.8999999999996,2515.3999999999996,2.543000552979718
ST5_10 & ST15_50,2,"ST5_10,ST15_50",569,24726.559999999994,-7911.91999999998,0.5746924428822495,1.2108972542696645,43.45616871704744,1.125339600347763,1.4638961569756033,989.04,-3459.48,40,4468.34,-1713.9399999999996,0.6,1.8774699055436639,111.7085,9,-23.6400000000001,-1713.94,0.4444444444444444,0.9862072184557219,-2.6266666666666776,18,2446.3,-1384.68,0.6111111111111112,1.9795387202690804,135.90555555555557,0,0.0,0.0,0.0,,0.0,3,-184.22000000000003,-222.24,0.3333333333333333,0.5359463952843971,-61.40666666666667,5,110.29999999999995,-324.48,0.4,1.2209446736909577,22.05999999999999,11,659.3999999999999,-551.48,0.5454545454545454,1.5697055570915122,59.94545454545453,18,2446.3,-1384.68,0.6111111111111112,1.9795387202690804,135.90555555555557,30,2745.4400000000005,-1713.94,0.5666666666666667,1.6501037157714276,91.51466666666668,51,2168.500000000001,-3671.22,0.6078431372549019,1.2377350216521408,42.51960784313727,0.4390432098765432,0.5555555555555556,0.41806088653585216,2371.1599999999994,2609.419999999999,3.1252287687438773
ST5_10 & ST5_20,2,"ST5_10,ST5_20",736,21079.479999999996,-7793.939999999995,0.5665760869565217,1.1322882056256258,28.64059782608695,0.7287388710281439,0.9376456656420602,989.04,-3459.48,44,5523.120000000001,-1713.9399999999991,0.6363636363636364,2.0846022426015747,125.52545454545456,9,-23.6400000000001,-1713.94,0.4444444444444444,0.9862072184557219,-2.6266666666666776,19,2667.040000000001,-1384.68,0.631578947368421,2.0679266437094586,140.37052631578953,0,0.0,0.0,0.0,,0.0,3,-184.22000000000003,-222.24,0.3333333333333333,0.5359463952843971,-61.40666666666667,7,383.81999999999994,-222.24,0.5714285714285714,1.768839389447538,54.83142857142856,13,932.9199999999998,-551.48,0.6153846153846154,1.8060201824716613,71.76307692307691,18,2049.7799999999997,-1384.68,0.6111111111111112,1.8207655962200693,113.87666666666665,31,2966.180000000001,-1713.94,0.5806451612903226,1.7023736230428976,95.68322580645165,58,3862.8200000000006,-4561.46,0.6551724137931034,1.3959024290253153,66.60034482758621,0.5679012345679012,0.6111111111111112,0.455784289264023,2371.1599999999994,2609.419999999999,2.7045987010420927
ST5_10 & ST5_50,2,"ST5_10,ST5_50",722,20763.679999999993,-8402.979999999989,0.5692520775623269,1.1331581634766748,28.758559556786693,0.7321698925515169,0.9413766216092625,989.04,-3459.48,42,5031.6,-1588.1999999999994,0.6428571428571429,2.0130955832608493,119.80000000000001,8,102.09999999999991,-1588.2,0.5,1.0642866137766023,12.762499999999989,18,2049.7799999999997,-1384.68,0.6111111111111112,1.8207655962200693,113.87666666666665,0,0.0,0.0,0.0,,0.0,3,-184.22000000000003,-222.24,0.3333333333333333,0.5359463952843971,-61.40666666666667,7,383.81999999999994,-222.24,0.5714285714285714,1.768839389447538,54.83142857142856,13,932.9199999999998,-551.48,0.6153846153846154,1.8060201824716613,71.76307692307691,18,2049.7799999999997,-1384.68,0.6111111111111112,1.8207655962200693,113.87666666666665,29,2474.6600000000008,-1588.2,0.5862068965517241,1.6039674520542595,85.33310344827589,56,3371.2999999999997,-4561.46,0.6607142857142857,1.3500372744583784,60.20178571428571,0.5570987654320988,0.5833333333333334,0.35029752851386126,2496.8999999999996,2735.1599999999994,2.4709900535286318
ST5_20 & ST15_10,2,"ST5_20,ST15_10",525,19038.32,-6628.840000000029,0.5695238095238095,1.1673411002628649,36.263466666666666,0.9073838575190885,1.168119640389805,989.04,-3459.48,33,3680.9799999999996,-1587.1999999999998,0.6060606060606061,1.8881945014163901,111.54484848484847,7,-117.66000000000008,-1587.2,0.42857142857142855,0.9258694556451612,-16.80857142857144,13,1752.9599999999998,-861.48,0.6153846153846154,2.0458065362908515,134.84307692307692,0,0.0,0.0,0.0,,0.0,2,38.01999999999998,-174.74,0.5,1.2175804051734003,19.00999999999999,4,332.53999999999996,-174.74,0.5,2.2005921005126723,83.13499999999999,7,1430.6,-174.74,0.7142857142857143,6.164993862372734,204.37142857142857,12,1812.1999999999998,-861.48,0.6666666666666666,2.12075896446374,151.01666666666665,23,1958.0799999999997,-1587.2,0.5652173913043478,1.597865116392682,85.13391304347824,43,1485.1199999999992,-3671.22,0.627906976744186,1.1875435672071526,34.53767441860463,0.4050925925925926,0.4583333333333333,0.2995724202517627,2497.8999999999996,2515.3999999999996,2.872043977528484
ST5_20 & ST15_20,2,"ST5_20,ST15_20",567,30892.079999999994,-5755.700000000004,0.5890652557319224,1.2698975541711435,54.483386243386235,1.4079484157740014,1.8488534138682011,989.04,-3459.48,37,4590.56,-1587.1999999999996,0.6216216216216216,1.977584319671538,124.0691891891892,8,103.09999999999991,-1587.2,0.5,1.0649571572580645,12.887499999999989,15,2147.26,-1387.2,0.6,1.963908316349892,143.1506666666667,0,0.0,0.0,0.0,,0.0,2,38.01999999999998,-174.74,0.5,1.2175804051734003,19.00999999999999,4,332.53999999999996,-174.74,0.5,2.2005921005126723,83.13499999999999,8,879.1199999999999,-551.48,0.625,2.061149602877628,109.88999999999999,14,2206.5,-1387.2,0.6428571428571429,2.017561173573385,157.60714285714286,26,2573.1399999999994,-1587.2,0.5769230769230769,1.6724350598442481,98.96692307692305,46,2189.180000000001,-3671.22,0.6304347826086957,1.2584542659746787,47.59086956521742,0.4375,0.5138888888888888,0.36695639096716426,2497.8999999999996,2736.1599999999994,5.367215108501133
