variant_id,sequence_id,ny_date,leg_index,side,orb_minutes,orb_end,short_tp_r,signal_ts,entry_ts,exit_ts,signal_minutes_from_open,exit_reason,orb_high,orb_low,orb_range_pts,entry_price,exit_price,stop_reference,entry_risk_pts,risk_per_contract_usd,target_risk_usd,contracts_float,contracts_used,pnl_per_contract_usd,pnl_usd,label
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2019-05-23,2019-05-23,1,SHORT,15,09:45,2.0,2019-05-23 13:46:00+00:00,2019-05-23 13:47:00+00:00,2019-05-23 19:00:00+00:00,16,TIME_EXIT,7346.0,7316.75,29.25,7311.0,7284.0,7346.0,35.0,70.0,350.0,5.0,5,52.76,263.8,1
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2019-05-24,2019-05-24,1,SHORT,15,09:45,2.0,2019-05-24 14:30:00+00:00,2019-05-24 14:31:00+00:00,2019-05-24 19:00:00+00:00,60,TIME_EXIT,7379.5,7356.0,23.5,7341.0,7323.25,7379.5,38.5,77.0,350.0,4.545454545454546,4,34.26,137.04,1
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2019-05-29,2019-05-29,1,LONG,15,09:45,2.0,2019-05-29 14:16:00+00:00,2019-05-29 14:17:00+00:00,2019-05-29 19:00:00+00:00,46,TIME_EXIT,7245.75,7212.25,33.5,7247.0,7205.75,7212.25,34.75,69.5,500.0,7.194244604316546,7,-83.74,-586.18,0
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2019-05-30,2019-05-30,1,LONG,15,09:45,2.0,2019-05-30 13:48:00+00:00,2019-05-30 13:49:00+00:00,2019-05-30 19:00:00+00:00,18,TIME_EXIT,7261.5,7237.75,23.75,7262.75,7237.5,7237.75,25.0,50.0,500.0,10.0,10,-51.74,-517.4,0
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2019-05-31,2019-05-31,1,SHORT,15,09:45,2.0,2019-05-31 13:51:00+00:00,2019-05-31 13:52:00+00:00,2019-05-31 14:51:00+00:00,21,SWITCH_TO_LONG,7171.0,7140.0,31.0,7136.75,7176.0,7171.0,34.25,68.5,350.0,5.109489051094891,5,-79.74,-398.7,0
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2019-05-31,2019-05-31,2,LONG,15,09:45,2.0,2019-05-31 14:50:00+00:00,2019-05-31 14:51:00+00:00,2019-05-31 19:00:00+00:00,80,TIME_EXIT,7171.0,7140.0,31.0,7176.0,7153.75,7140.0,36.0,72.0,750.0,10.416666666666666,10,-45.74,-457.40000000000003,0
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2019-06-03,2019-06-03,1,SHORT,15,09:45,2.0,2019-06-03 13:50:00+00:00,2019-06-03 13:51:00+00:00,2019-06-03 19:00:00+00:00,20,TIME_EXIT,7132.5,7102.0,30.5,7073.75,6975.25,7132.5,58.75,117.5,350.0,2.978723404255319,2,195.76,391.52,1
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2019-06-04,2019-06-04,1,SHORT,15,09:45,2.0,2019-06-04 13:52:00+00:00,2019-06-04 13:53:00+00:00,2019-06-04 14:24:00+00:00,22,SWITCH_TO_LONG,7067.5,7032.0,35.5,7031.25,7069.5,7067.5,36.25,72.5,350.0,4.827586206896552,4,-77.74,-310.96,0
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2019-06-04,2019-06-04,2,LONG,15,09:45,2.0,2019-06-04 14:23:00+00:00,2019-06-04 14:24:00+00:00,2019-06-04 16:56:00+00:00,53,TP_2R,7067.5,7032.0,35.5,7069.5,7144.25,7032.0,37.5,75.0,750.0,10.0,10,148.26,1482.6,1
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2019-06-05,2019-06-05,1,SHORT,15,09:45,2.0,2019-06-05 13:55:00+00:00,2019-06-05 13:56:00+00:00,2019-06-05 19:00:00+00:00,25,TIME_EXIT,7242.0,7205.5,36.5,7194.5,7206.5,7242.0,47.5,95.0,350.0,3.6842105263157894,3,-25.24,-75.72,0
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2019-06-06,2019-06-06,1,SHORT,15,09:45,2.0,2019-06-06 13:54:00+00:00,2019-06-06 13:55:00+00:00,2019-06-06 15:31:00+00:00,24,SWITCH_TO_LONG,7247.25,7219.0,28.25,7217.75,7248.5,7247.25,29.5,59.0,350.0,5.932203389830509,5,-62.74,-313.7,0
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2019-06-06,2019-06-06,2,LONG,15,09:45,2.0,2019-06-06 15:30:00+00:00,2019-06-06 15:31:00+00:00,2019-06-06 19:00:00+00:00,120,TIME_EXIT,7247.25,7219.0,28.25,7248.5,7258.0,7219.0,29.5,59.0,750.0,12.711864406779661,12,17.76,213.12,1
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2019-06-07,2019-06-07,1,LONG,15,09:45,2.0,2019-06-07 13:58:00+00:00,2019-06-07 13:59:00+00:00,2019-06-07 19:00:00+00:00,28,TIME_EXIT,7367.0,7311.0,56.0,7368.25,7419.5,7311.0,57.25,114.5,500.0,4.366812227074236,4,101.26,405.04,1
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2019-06-10,2019-06-10,1,LONG,15,09:45,2.0,2019-06-10 14:06:00+00:00,2019-06-10 14:07:00+00:00,2019-06-10 19:00:00+00:00,36,TIME_EXIT,7516.75,7469.25,47.5,7520.75,7530.0,7469.25,51.5,103.0,500.0,4.854368932038835,4,17.26,69.04,1
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2019-06-12,2019-06-12,1,SHORT,15,09:45,2.0,2019-06-12 14:30:00+00:00,2019-06-12 14:31:00+00:00,2019-06-12 19:00:00+00:00,60,TIME_EXIT,7512.5,7479.75,32.75,7473.25,7478.75,7512.5,39.25,78.5,350.0,4.45859872611465,4,-12.24,-48.96,0
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2019-06-13,2019-06-13,1,LONG,15,09:45,2.0,2019-06-13 13:46:00+00:00,2019-06-13 13:47:00+00:00,2019-06-13 19:00:00+00:00,16,TIME_EXIT,7528.75,7496.75,32.0,7529.5,7504.0,7496.75,32.75,65.5,500.0,7.633587786259542,7,-52.24,-365.68,0
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2019-06-14,2019-06-14,1,LONG,15,09:45,2.0,2019-06-14 14:51:00+00:00,2019-06-14 14:52:00+00:00,2019-06-14 19:00:00+00:00,81,TIME_EXIT,7506.75,7456.25,50.5,7488.5,7513.0,7456.25,32.25,64.5,500.0,7.751937984496124,7,47.76,334.32,1
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2019-06-17,2019-06-17,1,LONG,15,09:45,2.0,2019-06-17 13:49:00+00:00,2019-06-17 13:50:00+00:00,2019-06-17 19:00:00+00:00,19,TIME_EXIT,7553.5,7517.75,35.75,7559.25,7560.75,7517.75,41.5,83.0,500.0,6.024096385542169,6,1.76,10.56,1
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2019-06-18,2019-06-18,1,LONG,15,09:45,2.0,2019-06-18 13:49:00+00:00,2019-06-18 13:50:00+00:00,2019-06-18 19:00:00+00:00,19,TIME_EXIT,7700.5,7625.25,75.25,7703.75,7678.75,7625.25,78.5,157.0,500.0,3.1847133757961785,3,-51.24,-153.72,0
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2019-06-19,2019-06-19,1,LONG,15,09:45,2.0,2019-06-19 18:02:00+00:00,2019-06-19 18:03:00+00:00,2019-06-19 19:00:00+00:00,272,TIME_EXIT,7685.25,7638.75,46.5,7686.25,7673.5,7638.75,47.5,95.0,500.0,5.2631578947368425,5,-26.74,-133.7,0
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2019-06-20,2019-06-20,1,SHORT,15,09:45,2.0,2019-06-20 14:20:00+00:00,2019-06-20 14:21:00+00:00,2019-06-20 16:19:00+00:00,50,TP_2R,7802.25,7774.5,27.75,7772.25,7712.5,7802.25,30.0,60.0,350.0,5.833333333333333,5,118.26,591.3000000000001,1
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2019-06-21,2019-06-21,1,LONG,15,09:45,2.0,2019-06-21 13:57:00+00:00,2019-06-21 13:58:00+00:00,2019-06-21 15:09:00+00:00,27,TP_2R,7757.75,7736.75,21.0,7758.75,7802.5,7736.75,22.0,44.0,500.0,11.363636363636363,11,86.26,948.86,1
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2019-06-24,2019-06-24,1,SHORT,15,09:45,2.0,2019-06-24 13:49:00+00:00,2019-06-24 13:50:00+00:00,2019-06-24 19:00:00+00:00,19,TIME_EXIT,7777.0,7762.0,15.0,7758.5,7760.0,7777.0,18.5,37.0,350.0,9.45945945945946,9,-4.24,-38.160000000000004,0
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2019-06-25,2019-06-25,1,SHORT,15,09:45,2.0,2019-06-25 13:49:00+00:00,2019-06-25 13:50:00+00:00,2019-06-25 17:02:00+00:00,19,TP_2R,7753.0,7723.25,29.75,7716.5,7643.75,7753.0,36.5,73.0,350.0,4.794520547945205,4,144.26,577.04,1
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2019-06-27,2019-06-27,1,LONG,15,09:45,2.0,2019-06-27 13:57:00+00:00,2019-06-27 13:58:00+00:00,2019-06-27 19:00:00+00:00,27,TIME_EXIT,7698.5,7674.25,24.25,7699.5,7687.75,7674.25,25.25,50.5,500.0,9.900990099009901,9,-24.74,-222.66,0
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2019-06-28,2019-06-28,1,SHORT,15,09:45,2.0,2019-06-28 13:49:00+00:00,2019-06-28 13:50:00+00:00,2019-06-28 19:00:00+00:00,19,TIME_EXIT,7710.25,7681.5,28.75,7674.75,7675.75,7710.25,35.5,71.0,350.0,4.929577464788732,4,-3.24,-12.96,0
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2019-07-01,2019-07-01,1,SHORT,15,09:45,2.0,2019-07-01 13:50:00+00:00,2019-07-01 13:51:00+00:00,2019-07-01 18:29:00+00:00,20,TP_2R,7850.25,7830.5,19.75,7821.0,7762.75,7850.25,29.25,58.5,350.0,5.982905982905983,5,115.26,576.3000000000001,1
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2019-07-02,2019-07-02,1,LONG,15,09:45,2.0,2019-07-02 14:30:00+00:00,2019-07-02 14:31:00+00:00,2019-07-02 19:00:00+00:00,60,TIME_EXIT,7797.25,7777.5,19.75,7799.0,7797.5,7777.5,21.5,43.0,500.0,11.627906976744185,11,-4.24,-46.64,0
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2019-07-03,2019-07-03,1,LONG,15,09:45,2.0,2019-07-03 13:46:00+00:00,2019-07-03 13:47:00+00:00,2019-07-03 16:42:00+00:00,16,TP_2R,7849.0,7835.25,13.75,7849.75,7878.5,7835.25,14.5,29.0,500.0,17.24137931034483,17,56.26,956.42,1
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2019-07-05,2019-07-05,1,SHORT,15,09:45,2.0,2019-07-05 13:56:00+00:00,2019-07-05 13:57:00+00:00,2019-07-05 16:27:00+00:00,26,SWITCH_TO_LONG,7841.25,7824.5,16.75,7822.5,7841.75,7841.25,18.75,37.5,350.0,9.333333333333334,9,-39.74,-357.66,0
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2019-07-05,2019-07-05,2,LONG,15,09:45,2.0,2019-07-05 16:26:00+00:00,2019-07-05 16:27:00+00:00,2019-07-05 18:54:00+00:00,176,TP_2R,7841.25,7824.5,16.75,7841.75,7876.0,7824.5,17.25,34.5,750.0,21.73913043478261,20,67.26,1345.2,1
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2019-07-08,2019-07-08,1,SHORT,15,09:45,2.0,2019-07-08 13:48:00+00:00,2019-07-08 13:49:00+00:00,2019-07-08 19:00:00+00:00,18,TIME_EXIT,7818.0,7780.75,37.25,7779.5,7805.0,7818.0,38.5,77.0,350.0,4.545454545454546,4,-52.24,-208.96,0
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2019-07-09,2019-07-09,1,LONG,15,09:45,2.0,2019-07-09 14:01:00+00:00,2019-07-09 14:02:00+00:00,2019-07-09 19:00:00+00:00,31,TIME_EXIT,7799.5,7765.75,33.75,7803.0,7845.0,7765.75,37.25,74.5,500.0,6.7114093959731544,6,82.76,496.56000000000006,1
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2019-07-10,2019-07-10,1,LONG,15,09:45,2.0,2019-07-10 13:49:00+00:00,2019-07-10 13:50:00+00:00,2019-07-10 19:00:00+00:00,19,TIME_EXIT,7931.0,7887.5,43.5,7942.25,7915.5,7887.5,54.75,109.5,500.0,4.566210045662101,4,-54.74,-218.96,0
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2019-07-11,2019-07-11,1,LONG,15,09:45,2.0,2019-07-11 14:01:00+00:00,2019-07-11 14:02:00+00:00,2019-07-11 19:00:00+00:00,31,TIME_EXIT,7949.5,7930.0,19.5,7950.75,7913.75,7930.0,20.75,41.5,500.0,12.048192771084338,12,-75.24,-902.8799999999999,0
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2019-07-12,2019-07-12,1,LONG,15,09:45,2.0,2019-07-12 13:46:00+00:00,2019-07-12 13:47:00+00:00,2019-07-12 19:00:00+00:00,16,TIME_EXIT,7942.5,7924.75,17.75,7944.25,7956.0,7924.75,19.5,39.0,500.0,12.820512820512821,12,22.26,267.12,1
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2019-07-15,2019-07-15,1,SHORT,15,09:45,2.0,2019-07-15 13:47:00+00:00,2019-07-15 13:48:00+00:00,2019-07-15 19:00:00+00:00,17,TIME_EXIT,7984.5,7967.0,17.5,7966.5,7984.25,7984.5,18.0,36.0,350.0,9.722222222222221,9,-36.74,-330.66,0
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2019-07-16,2019-07-16,1,LONG,15,09:45,2.0,2019-07-16 13:46:00+00:00,2019-07-16 13:47:00+00:00,2019-07-16 19:00:00+00:00,16,TIME_EXIT,7984.5,7971.75,12.75,7985.25,7948.25,7971.75,13.5,27.0,500.0,18.51851851851852,18,-75.24,-1354.32,0
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2019-07-18,2019-07-18,1,LONG,15,09:45,2.0,2019-07-18 14:22:00+00:00,2019-07-18 14:23:00+00:00,2019-07-18 19:00:00+00:00,52,TIME_EXIT,7901.75,7863.75,38.0,7905.5,7921.25,7863.75,41.75,83.5,500.0,5.9880239520958085,5,30.26,151.3,1
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2019-07-19,2019-07-19,1,SHORT,15,09:45,2.0,2019-07-19 13:52:00+00:00,2019-07-19 13:53:00+00:00,2019-07-19 18:16:00+00:00,22,TP_2R,7974.75,7949.25,25.5,7948.25,7895.5,7974.75,26.5,53.0,350.0,6.60377358490566,6,104.26,625.5600000000001,1
