variant_id,sequence_id,ny_date,leg_index,side,orb_minutes,orb_end,short_tp_r,signal_ts,entry_ts,exit_ts,signal_minutes_from_open,exit_reason,orb_high,orb_low,orb_range_pts,entry_price,exit_price,stop_reference,entry_risk_pts,risk_per_contract_usd,target_risk_usd,contracts_float,contracts_used,pnl_per_contract_usd,pnl_usd,label
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2021-03-12,2021-03-12,1,LONG,15,09:45,2.0,2021-03-12 14:51:00+00:00,2021-03-12 14:52:00+00:00,2021-03-12 20:00:00+00:00,21,TIME_EXIT,12865.25,12789.75,75.5,12859.75,12900.0,12789.75,70.0,140.0,500.0,3.5714285714285716,3,79.26,237.78000000000003,1
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2021-03-15,2021-03-15,1,LONG,15,09:45,2.0,2021-03-15 13:53:00+00:00,2021-03-15 13:54:00+00:00,2021-03-15 19:00:00+00:00,23,TIME_EXIT,12941.5,12887.5,54.0,12956.75,13019.5,12887.5,69.25,138.5,500.0,3.6101083032490973,3,124.26,372.78000000000003,1
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2021-03-16,2021-03-16,1,LONG,15,09:45,2.0,2021-03-16 13:46:00+00:00,2021-03-16 13:47:00+00:00,2021-03-16 19:00:00+00:00,16,TIME_EXIT,13190.0,13132.25,57.75,13201.5,13123.75,13132.25,69.25,138.5,500.0,3.6101083032490973,3,-156.74,-470.22,0
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2021-03-17,2021-03-17,1,LONG,15,09:45,2.0,2021-03-17 13:50:00+00:00,2021-03-17 13:51:00+00:00,2021-03-17 18:44:00+00:00,20,TP_2R,13015.75,12934.25,81.5,13019.0,13188.25,12934.25,84.75,169.5,500.0,2.949852507374631,2,337.26,674.52,1
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2021-03-18,2021-03-18,1,SHORT,15,09:45,2.0,2021-03-18 13:46:00+00:00,2021-03-18 13:47:00+00:00,2021-03-18 19:00:00+00:00,16,TIME_EXIT,13022.0,12963.75,58.25,12948.25,12845.5,13022.0,73.75,147.5,350.0,2.3728813559322033,2,204.26,408.52,1
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2021-03-19,2021-03-19,1,SHORT,15,09:45,2.0,2021-03-19 14:05:00+00:00,2021-03-19 14:06:00+00:00,2021-03-19 14:54:00+00:00,35,SWITCH_TO_LONG,12837.0,12725.0,112.0,12709.75,12838.75,12837.0,127.25,254.5,350.0,1.37524557956778,1,-259.24,-259.24,0
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2021-03-19,2021-03-19,2,LONG,15,09:45,2.0,2021-03-19 14:53:00+00:00,2021-03-19 14:54:00+00:00,2021-03-19 19:00:00+00:00,83,TIME_EXIT,12837.0,12725.0,112.0,12838.75,12877.0,12725.0,113.75,227.5,750.0,3.2967032967032965,3,75.26,225.78000000000003,1
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2021-03-22,2021-03-22,1,LONG,15,09:45,2.0,2021-03-22 13:53:00+00:00,2021-03-22 13:54:00+00:00,2021-03-22 16:44:00+00:00,23,TP_2R,12992.5,12927.75,64.75,12999.0,13141.25,12927.75,71.25,142.5,500.0,3.508771929824561,3,283.26,849.78,1
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2021-03-23,2021-03-23,1,SHORT,15,09:45,2.0,2021-03-23 13:55:00+00:00,2021-03-23 13:56:00+00:00,2021-03-23 14:12:00+00:00,25,SWITCH_TO_LONG,13119.5,13066.75,52.75,13066.25,13126.25,13119.5,53.25,106.5,350.0,3.2863849765258215,3,-121.24,-363.71999999999997,0
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2021-03-23,2021-03-23,2,LONG,15,09:45,2.0,2021-03-23 14:11:00+00:00,2021-03-23 14:12:00+00:00,2021-03-23 19:00:00+00:00,41,TIME_EXIT,13119.5,13066.75,52.75,13126.25,13042.75,13066.75,59.5,119.0,750.0,6.302521008403361,6,-168.24,-1009.44,0
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2021-03-24,2021-03-24,1,SHORT,15,09:45,2.0,2021-03-24 13:49:00+00:00,2021-03-24 13:50:00+00:00,2021-03-24 19:00:00+00:00,19,TIME_EXIT,13072.5,12988.5,84.0,12987.0,12868.25,13072.5,85.5,171.0,350.0,2.046783625730994,2,236.26,472.52,1
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2021-03-25,2021-03-25,1,LONG,15,09:45,2.0,2021-03-25 14:02:00+00:00,2021-03-25 14:03:00+00:00,2021-03-25 19:00:00+00:00,32,TIME_EXIT,12803.0,12688.25,114.75,12805.25,12778.25,12688.25,117.0,234.0,500.0,2.1367521367521367,2,-55.24,-110.48,0
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2021-03-26,2021-03-26,1,LONG,15,09:45,2.0,2021-03-26 13:48:00+00:00,2021-03-26 13:49:00+00:00,2021-03-26 19:00:00+00:00,18,TIME_EXIT,12820.75,12754.0,66.75,12822.75,12790.5,12754.0,68.75,137.5,500.0,3.6363636363636362,3,-65.74,-197.21999999999997,0
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2021-03-29,2021-03-29,1,SHORT,15,09:45,2.0,2021-03-29 13:55:00+00:00,2021-03-29 13:56:00+00:00,2021-03-29 17:04:00+00:00,25,SWITCH_TO_LONG,12977.5,12915.5,62.0,12894.0,12981.75,12977.5,83.5,167.0,350.0,2.095808383233533,2,-176.74,-353.48,0
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2021-03-29,2021-03-29,2,LONG,15,09:45,2.0,2021-03-29 17:03:00+00:00,2021-03-29 17:04:00+00:00,2021-03-29 19:00:00+00:00,213,TIME_EXIT,12977.5,12915.5,62.0,12981.75,12904.25,12915.5,66.25,132.5,750.0,5.660377358490566,5,-156.24,-781.2,0
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2021-03-30,2021-03-30,1,SHORT,15,09:45,2.0,2021-03-30 13:51:00+00:00,2021-03-30 13:52:00+00:00,2021-03-30 15:34:00+00:00,21,SWITCH_TO_LONG,12888.0,12813.75,74.25,12810.75,12903.25,12888.0,77.25,154.5,350.0,2.26537216828479,2,-186.24,-372.48,0
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2021-03-30,2021-03-30,2,LONG,15,09:45,2.0,2021-03-30 15:33:00+00:00,2021-03-30 15:34:00+00:00,2021-03-30 19:00:00+00:00,123,TIME_EXIT,12888.0,12813.75,74.25,12903.25,12893.5,12813.75,89.5,179.0,750.0,4.189944134078212,4,-20.74,-82.96,0
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2021-03-31,2021-03-31,1,LONG,15,09:45,2.0,2021-03-31 13:49:00+00:00,2021-03-31 13:50:00+00:00,2021-03-31 19:00:00+00:00,19,TIME_EXIT,13015.5,12953.0,62.5,13028.0,13118.0,12953.0,75.0,150.0,500.0,3.3333333333333335,3,178.76,536.28,1
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2021-04-01,2021-04-01,1,LONG,15,09:45,2.0,2021-04-01 14:09:00+00:00,2021-04-01 14:10:00+00:00,2021-04-01 19:00:00+00:00,39,TIME_EXIT,13294.0,13241.5,52.5,13296.0,13301.75,13241.5,54.5,109.0,500.0,4.587155963302752,4,10.26,41.04,1
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2021-04-05,2021-04-05,1,LONG,15,09:45,2.0,2021-04-05 13:46:00+00:00,2021-04-05 13:47:00+00:00,2021-04-05 15:37:00+00:00,16,TP_2R,13446.0,13409.25,36.75,13456.0,13549.25,13409.25,46.75,93.5,500.0,5.347593582887701,5,185.26,926.3,1
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2021-04-06,2021-04-06,1,LONG,15,09:45,2.0,2021-04-06 13:55:00+00:00,2021-04-06 13:56:00+00:00,2021-04-06 19:00:00+00:00,25,TIME_EXIT,13586.0,13538.75,47.25,13590.25,13605.75,13538.75,51.5,103.0,500.0,4.854368932038835,4,29.76,119.04,1
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2021-04-07,2021-04-07,1,LONG,15,09:45,2.0,2021-04-07 13:46:00+00:00,2021-04-07 13:47:00+00:00,2021-04-07 19:00:00+00:00,16,TIME_EXIT,13560.5,13513.0,47.5,13563.25,13616.75,13513.0,50.25,100.5,500.0,4.975124378109452,4,105.76,423.04,1
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2021-04-08,2021-04-08,1,LONG,15,09:45,2.0,2021-04-08 13:58:00+00:00,2021-04-08 13:59:00+00:00,2021-04-08 19:00:00+00:00,28,TIME_EXIT,13746.75,13711.25,35.5,13748.0,13734.5,13711.25,36.75,73.5,500.0,6.802721088435374,6,-28.24,-169.44,0
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2021-04-09,2021-04-09,1,LONG,15,09:45,2.0,2021-04-09 13:49:00+00:00,2021-04-09 13:50:00+00:00,2021-04-09 19:00:00+00:00,19,TIME_EXIT,13703.0,13658.25,44.75,13703.75,13771.75,13658.25,45.5,91.0,500.0,5.4945054945054945,5,134.76,673.8,1
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2021-04-12,2021-04-12,1,SHORT,15,09:45,2.0,2021-04-12 13:49:00+00:00,2021-04-12 13:50:00+00:00,2021-04-12 16:36:00+00:00,19,SWITCH_TO_LONG,13809.5,13776.5,33.0,13774.0,13814.0,13809.5,35.5,71.0,350.0,4.929577464788732,4,-81.24,-324.96,0
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2021-04-12,2021-04-12,2,LONG,15,09:45,2.0,2021-04-12 16:35:00+00:00,2021-04-12 16:36:00+00:00,2021-04-12 19:00:00+00:00,185,TIME_EXIT,13809.5,13776.5,33.0,13814.0,13782.75,13776.5,37.5,75.0,750.0,10.0,10,-63.74,-637.4,0
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2021-04-13,2021-04-13,1,LONG,15,09:45,2.0,2021-04-13 13:54:00+00:00,2021-04-13 13:55:00+00:00,2021-04-13 19:00:00+00:00,24,TIME_EXIT,13939.0,13866.5,72.5,13942.5,13969.25,13866.5,76.0,152.0,500.0,3.289473684210526,3,52.26,156.78,1
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2021-04-14,2021-04-14,1,SHORT,15,09:45,2.0,2021-04-14 14:24:00+00:00,2021-04-14 14:25:00+00:00,2021-04-14 18:00:00+00:00,54,TP_2R,13988.5,13943.25,45.25,13939.25,13841.0,13988.5,49.25,98.5,350.0,3.553299492385787,3,195.26,585.78,1
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2021-04-15,2021-04-15,1,LONG,15,09:45,2.0,2021-04-15 14:28:00+00:00,2021-04-15 14:29:00+00:00,2021-04-15 19:00:00+00:00,58,TIME_EXIT,13977.75,13923.25,54.5,13982.0,14001.25,13923.25,58.75,117.5,500.0,4.25531914893617,4,37.26,149.04,1
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2021-04-16,2021-04-16,1,SHORT,15,09:45,2.0,2021-04-16 13:53:00+00:00,2021-04-16 13:54:00+00:00,2021-04-16 19:00:00+00:00,23,TIME_EXIT,14039.0,13973.25,65.75,13971.75,14030.25,14039.0,67.25,134.5,350.0,2.6022304832713754,2,-118.24,-236.48,0
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2021-04-19,2021-04-19,1,SHORT,15,09:45,2.0,2021-04-19 14:10:00+00:00,2021-04-19 14:11:00+00:00,2021-04-19 19:00:00+00:00,40,TIME_EXIT,14013.25,13950.75,62.5,13923.75,13886.0,14013.25,89.5,179.0,350.0,1.9553072625698324,1,74.26,74.26,1
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2021-04-20,2021-04-20,1,LONG,15,09:45,2.0,2021-04-20 13:46:00+00:00,2021-04-20 13:47:00+00:00,2021-04-20 19:00:00+00:00,16,TIME_EXIT,13906.0,13852.0,54.0,13913.5,13743.5,13852.0,61.5,123.0,500.0,4.065040650406504,4,-341.24,-1364.96,0
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2021-04-21,2021-04-21,1,LONG,15,09:45,2.0,2021-04-21 13:49:00+00:00,2021-04-21 13:50:00+00:00,2021-04-21 19:00:00+00:00,19,TIME_EXIT,13763.75,13700.25,63.5,13778.5,13855.25,13700.25,78.25,156.5,500.0,3.194888178913738,3,152.26,456.78,1
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2021-04-22,2021-04-22,1,SHORT,15,09:45,2.0,2021-04-22 13:49:00+00:00,2021-04-22 13:50:00+00:00,2021-04-22 14:32:00+00:00,19,SWITCH_TO_LONG,13912.0,13871.25,40.75,13865.5,13918.75,13912.0,46.5,93.0,350.0,3.763440860215054,3,-107.74,-323.21999999999997,0
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2021-04-22,2021-04-22,2,LONG,15,09:45,2.0,2021-04-22 14:31:00+00:00,2021-04-22 14:32:00+00:00,2021-04-22 19:00:00+00:00,61,TIME_EXIT,13912.0,13871.25,40.75,13918.75,13761.5,13871.25,47.5,95.0,750.0,7.894736842105263,7,-315.74,-2210.1800000000003,0
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2021-04-23,2021-04-23,1,LONG,15,09:45,2.0,2021-04-23 13:52:00+00:00,2021-04-23 13:53:00+00:00,2021-04-23 15:40:00+00:00,22,TP_2R,13822.0,13775.75,46.25,13824.25,13921.0,13775.75,48.5,97.0,500.0,5.154639175257732,5,192.26,961.3,1
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2021-04-26,2021-04-26,1,LONG,15,09:45,2.0,2021-04-26 14:07:00+00:00,2021-04-26 14:08:00+00:00,2021-04-26 18:59:00+00:00,37,TP_2R,13950.75,13919.0,31.75,13953.25,14021.5,13919.0,34.25,68.5,500.0,7.299270072992701,7,135.26,946.8199999999999,1
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2021-04-27,2021-04-27,1,SHORT,15,09:45,2.0,2021-04-27 13:46:00+00:00,2021-04-27 13:47:00+00:00,2021-04-27 19:00:00+00:00,16,TIME_EXIT,14034.75,13987.25,47.5,13985.75,13958.75,14034.75,49.0,98.0,350.0,3.5714285714285716,3,52.76,158.28,1
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2021-04-28,2021-04-28,1,LONG,15,09:45,2.0,2021-04-28 13:50:00+00:00,2021-04-28 13:51:00+00:00,2021-04-28 19:00:00+00:00,20,TIME_EXIT,13943.0,13885.5,57.5,13944.75,13953.0,13885.5,59.25,118.5,500.0,4.219409282700422,4,15.26,61.04,1
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2021-04-29,2021-04-29,1,SHORT,15,09:45,2.0,2021-04-29 13:47:00+00:00,2021-04-29 13:48:00+00:00,2021-04-29 14:36:00+00:00,17,TP_2R,14061.0,14011.5,49.5,14010.5,13909.75,14061.0,50.5,101.0,350.0,3.4653465346534653,3,200.26,600.78,1
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2021-04-30,2021-04-30,1,LONG,15,09:45,2.0,2021-04-30 13:58:00+00:00,2021-04-30 13:59:00+00:00,2021-04-30 19:00:00+00:00,28,TIME_EXIT,13892.75,13840.25,52.5,13894.5,13856.0,13840.25,54.25,108.5,500.0,4.608294930875576,4,-78.24,-312.96,0
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2021-05-03,2021-05-03,1,LONG,15,09:45,2.0,2021-05-03 14:08:00+00:00,2021-05-03 14:09:00+00:00,2021-05-03 19:00:00+00:00,38,TIME_EXIT,13916.25,13854.75,61.5,13924.75,13813.0,13854.75,70.0,140.0,500.0,3.5714285714285716,3,-224.74,-674.22,0
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2021-05-04,2021-05-04,1,SHORT,15,09:45,2.0,2021-05-04 13:46:00+00:00,2021-05-04 13:47:00+00:00,2021-05-04 19:00:00+00:00,16,TIME_EXIT,13696.5,13594.0,102.5,13591.0,13479.25,13696.5,105.5,211.0,350.0,1.6587677725118484,1,222.26,222.26,1
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2021-05-05,2021-05-05,1,SHORT,15,09:45,2.0,2021-05-05 13:58:00+00:00,2021-05-05 13:59:00+00:00,2021-05-05 19:00:00+00:00,28,TIME_EXIT,13665.5,13604.25,61.25,13603.0,13543.25,13665.5,62.5,125.0,350.0,2.8,2,118.26,236.52,1
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2021-05-06,2021-05-06,1,SHORT,15,09:45,2.0,2021-05-06 14:02:00+00:00,2021-05-06 14:03:00+00:00,2021-05-06 15:36:00+00:00,32,SWITCH_TO_LONG,13509.0,13424.25,84.75,13417.0,13523.75,13509.0,92.0,184.0,350.0,1.9021739130434783,1,-214.74,-214.74,0
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2021-05-06,2021-05-06,2,LONG,15,09:45,2.0,2021-05-06 15:35:00+00:00,2021-05-06 15:36:00+00:00,2021-05-06 19:00:00+00:00,125,TIME_EXIT,13509.0,13424.25,84.75,13523.75,13486.0,13424.25,99.5,199.0,750.0,3.7688442211055277,3,-76.74,-230.21999999999997,0
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2021-05-07,2021-05-07,1,LONG,15,09:45,2.0,2021-05-07 13:50:00+00:00,2021-05-07 13:51:00+00:00,2021-05-07 19:00:00+00:00,20,TIME_EXIT,13740.5,13661.75,78.75,13746.75,13719.25,13661.75,85.0,170.0,500.0,2.9411764705882355,2,-56.24,-112.48,0
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2021-05-10,2021-05-10,1,SHORT,15,09:45,2.0,2021-05-10 13:54:00+00:00,2021-05-10 13:55:00+00:00,2021-05-10 19:00:00+00:00,24,TIME_EXIT,13657.75,13536.0,121.75,13525.5,13384.25,13657.75,132.25,264.5,350.0,1.3232514177693762,1,281.26,281.26,1
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2021-05-11,2021-05-11,1,LONG,15,09:45,2.0,2021-05-11 13:53:00+00:00,2021-05-11 13:54:00+00:00,2021-05-11 19:00:00+00:00,23,TIME_EXIT,13227.0,13083.75,143.25,13236.25,13330.25,13083.75,152.5,305.0,500.0,1.639344262295082,1,186.76,186.76,1
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2021-05-12,2021-05-12,1,LONG,15,09:45,2.0,2021-05-12 13:49:00+00:00,2021-05-12 13:50:00+00:00,2021-05-12 19:00:00+00:00,19,TIME_EXIT,13217.75,13120.5,97.25,13224.0,13035.25,13120.5,103.5,207.0,500.0,2.4154589371980677,2,-378.74,-757.48,0
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2021-05-13,2021-05-13,1,LONG,15,09:45,2.0,2021-05-13 14:01:00+00:00,2021-05-13 14:02:00+00:00,2021-05-13 19:00:00+00:00,31,TIME_EXIT,13168.75,13110.25,58.5,13178.75,13124.0,13110.25,68.5,137.0,500.0,3.6496350364963503,3,-110.74,-332.21999999999997,0
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2021-05-14,2021-05-14,1,LONG,15,09:45,2.0,2021-05-14 13:59:00+00:00,2021-05-14 14:00:00+00:00,2021-05-14 17:32:00+00:00,29,TP_2R,13257.25,13208.25,49.0,13262.0,13369.25,13208.25,53.75,107.5,500.0,4.651162790697675,4,213.26,853.04,1
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2021-05-17,2021-05-17,1,SHORT,15,09:45,2.0,2021-05-17 14:02:00+00:00,2021-05-17 14:03:00+00:00,2021-05-17 19:00:00+00:00,32,TIME_EXIT,13341.5,13263.25,78.25,13251.25,13258.75,13341.5,90.25,180.5,350.0,1.9390581717451523,1,-16.24,-16.24,0
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2021-05-18,2021-05-18,1,SHORT,15,09:45,2.0,2021-05-18 13:51:00+00:00,2021-05-18 13:52:00+00:00,2021-05-18 14:27:00+00:00,21,SWITCH_TO_LONG,13361.75,13313.5,48.25,13310.75,13365.75,13361.75,51.0,102.0,350.0,3.4313725490196076,3,-111.24,-333.71999999999997,0
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2021-05-18,2021-05-18,2,LONG,15,09:45,2.0,2021-05-18 14:26:00+00:00,2021-05-18 14:27:00+00:00,2021-05-18 19:00:00+00:00,56,TIME_EXIT,13361.75,13313.5,48.25,13365.75,13268.25,13313.5,52.25,104.5,750.0,7.177033492822966,7,-196.24,-1373.68,0
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2021-05-19,2021-05-19,1,LONG,15,09:45,2.0,2021-05-19 13:51:00+00:00,2021-05-19 13:52:00+00:00,2021-05-19 19:00:00+00:00,21,TIME_EXIT,13065.0,12969.5,95.5,13073.5,13148.0,12969.5,104.0,208.0,500.0,2.4038461538461537,2,147.76,295.52,1
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2021-05-20,2021-05-20,1,LONG,15,09:45,2.0,2021-05-20 13:48:00+00:00,2021-05-20 13:49:00+00:00,2021-05-20 19:00:00+00:00,18,TIME_EXIT,13393.0,13281.5,111.5,13395.5,13504.75,13281.5,114.0,228.0,500.0,2.192982456140351,2,217.26,434.52,1
