month,trades,pnl_usd,max_dd_usd,return_dd,win_rate,avg_trade_usd,profit_factor,gross_profit_usd,gross_loss_usd,long_pnl_usd,short_pnl_usd,switch_long_pnl_usd,switch_count
2021-11,20,1164.079999999999,-1857.7599999999998,0.6266040823357156,0.65,58.20399999999995,1.2470699601404207,5875.619999999999,-4711.540000000001,1279.6599999999999,-115.58000000000015,2575.26,4
2021-12,20,4280.66,-910.48,4.701542043757139,0.8,214.033,4.8265276933528805,5399.34,-1118.68,2871.52,1409.1399999999999,1361.32,2
2022-01,20,-4442.859999999999,-5367.700000000001,-0.8277027404661211,0.3,-222.14299999999994,0.40265673528106805,2994.84,-7437.700000000001,-5079.74,636.8799999999999,-998.1600000000001,4
2022-02,17,-2356.1200000000003,-3358.28,-0.7015853353502389,0.4117647058823529,-138.5952941176471,0.42249129859306833,1723.68,-4079.7999999999997,-2012.7200000000003,-343.4000000000001,1237.3799999999999,4
2022-03,22,349.0199999999993,-2074.2200000000003,0.16826566130882897,0.5909090909090909,15.864545454545423,1.0767887001672094,4894.22,-4545.2,853.8999999999994,-504.8800000000001,267.68000000000006,5
2022-04,20,1266.84,-2590.88,0.4889612795652442,0.6,63.342,1.3386512120272454,5007.68,-3740.84,-394.52000000000044,1661.36,231.79999999999995,2
2022-05,18,1951.6599999999999,-1490.38,1.309504958466968,0.6111111111111112,108.42555555555555,1.7530133497955087,4543.46,-2591.8,1210.2999999999997,741.3599999999999,-29.380000000000006,4
2022-06,21,-1750.4799999999998,-4198.780000000001,-0.41690205250096446,0.47619047619047616,-83.35619047619046,0.7176189708017422,4448.5199999999995,-6199.0,-1524.3600000000001,-226.12000000000012,-2092.8,5
2022-07,20,3226.1999999999994,-1450.44,2.2242905601058984,0.75,161.30999999999997,2.052648751647721,6291.040000000001,-3064.84,3780.8399999999997,-554.6400000000001,770.04,2
2022-08,22,-227.60000000000036,-2853.8999999999996,-0.07975051683660969,0.45454545454545453,-10.345454545454562,0.9502339616040584,4345.8,-4573.4,-511.0200000000002,283.41999999999985,854.2,4
2022-09,22,-144.48000000000025,-2081.1400000000003,-0.06942348904927118,0.5454545454545454,-6.567272727272738,0.965591643684895,4054.5,-4198.98,-639.5800000000006,495.0999999999999,-1195.44,2
2022-10,20,3094.68,-1418.44,2.181748963650207,0.7,154.73399999999998,2.1642451375042318,5752.78,-2658.1000000000004,2559.0599999999995,535.6199999999999,-283.9200000000001,2
2022-11,20,-1962.7800000000002,-3157.5600000000004,-0.6216128909664425,0.6,-98.13900000000001,0.7459638278210494,5763.6,-7726.380000000001,-842.8000000000002,-1119.9800000000002,-1459.2800000000002,7
2022-12,20,650.4799999999996,-1585.68,0.41022148226628297,0.6,32.52399999999998,1.1865988904124523,4136.460000000001,-3485.9800000000005,-748.4200000000002,1398.8999999999999,-324.14,3
2023-01,19,2903.379999999999,-1948.6200000000001,1.4899672588806432,0.5789473684210527,152.80947368421047,1.7050940811905615,7021.099999999999,-4117.72,3823.2999999999993,-919.9200000000001,725.42,4
2023-02,20,3444.0799999999995,-1180.3600000000006,2.91782168152089,0.65,172.20399999999998,2.3028189259937357,6087.64,-2643.56,1686.6399999999996,1757.44,0.0,0
2023-03,22,778.3599999999996,-3163.0399999999995,0.24607972077495058,0.5909090909090909,35.37999999999998,1.123649303404343,7073.26,-6294.900000000001,1066.3,-287.94000000000005,-921.88,3
2023-04,18,1799.7599999999998,-2297.88,0.7832262781346283,0.5555555555555556,99.98666666666665,1.4291907721217725,5993.1399999999985,-4193.38,1138.3399999999997,661.4199999999998,1428.8999999999999,2
2023-05,23,4308.88,-1678.1,2.567713485489542,0.6521739130434783,187.3426086956522,2.229590904940188,7813.2,-3504.32,3755.6000000000004,553.28,1861.5600000000002,4
2023-06,22,3804.9199999999996,-1526.92,2.4918921750975818,0.6363636363636364,172.95090909090908,2.368567955053916,6585.1399999999985,-2780.22,3367.46,437.46000000000004,-346.96,1
2023-07,20,-2039.0000000000005,-2608.9600000000005,-0.7815374708696186,0.4,-101.95000000000002,0.6342456563308327,3535.7799999999997,-5574.78,-1597.4000000000005,-441.60000000000014,318.1999999999998,4
2023-08,22,2277.84,-2676.6400000000003,0.8510072329487716,0.6363636363636364,103.53818181818183,1.6837157367719624,5609.399999999999,-3331.56,1325.7199999999996,952.1199999999999,-1702.96,1
2023-09,21,-4543.68,-4610.94,-0.9854129526734247,0.47619047619047616,-216.3657142857143,0.4069835734366313,3118.3,-7661.9800000000005,-5119.0599999999995,575.38,10.120000000000005,2
2023-10,22,-2524.860000000001,-3156.52,-0.7998872175687153,0.5,-114.76636363636368,0.6744804290650301,5231.54,-7756.4,-2393.0,-131.86000000000013,-28.84000000000009,4
2023-11,21,3208.32,-1300.96,2.466117328741852,0.7142857142857143,152.77714285714288,2.453227764390413,5416.040000000002,-2207.72,3432.4999999999995,-224.18000000000018,695.0800000000002,3
2023-12,19,-126.78000000000043,-3656.0,-0.034677242888402744,0.6842105263157895,-6.672631578947391,0.9729979553586641,4568.42,-4695.200000000001,-873.3800000000003,746.5999999999999,0.0,0
2024-01,22,551.0999999999995,-2238.0799999999995,0.24623784672576476,0.45454545454545453,25.049999999999976,1.1118803037070122,5476.9,-4925.799999999999,1343.0799999999997,-791.9800000000002,594.6599999999999,4
2024-02,19,-551.9000000000005,-3370.9800000000005,-0.16372093575162133,0.47368421052631576,-29.04736842105266,0.8956509572734251,4737.08,-5288.98,-99.14000000000033,-452.7600000000002,-586.1600000000001,6
2024-03,19,-159.82000000000028,-2353.76,-0.06789987084494607,0.5789473684210527,-8.411578947368435,0.963587565730117,4229.34,-4389.16,196.49999999999986,-356.32,-196.2800000000002,4
2024-04,19,-231.68000000000097,-3317.2200000000003,-0.06984161436383507,0.631578947368421,-12.193684210526367,0.9665636211967705,6697.299999999999,-6928.9800000000005,-1068.2800000000009,836.5999999999999,-756.1600000000001,2
2024-05,23,3861.199999999999,-1879.44,2.054441748605967,0.6521739130434783,167.87826086956517,1.7561698777578894,8967.460000000001,-5106.26,4080.2400000000002,-219.0400000000002,222.79999999999995,5
2024-06,19,4010.3399999999992,-2337.12,1.7159324296570135,0.631578947368421,211.07052631578944,2.315322702316214,7059.279999999999,-3048.94,4244.4,-234.06000000000006,1054.7399999999998,4
2024-07,23,4712.9400000000005,-1521.92,3.096706791421363,0.6521739130434783,204.91043478260872,2.6829163780236107,7513.4000000000015,-2800.46,3036.94,1675.9999999999998,-1075.36,4
2024-08,20,1220.4799999999996,-3163.96,0.38574444683245035,0.6,61.02399999999998,1.2086625885184967,7069.539999999999,-5849.06,372.3999999999997,848.0799999999999,172.57999999999993,3
2024-09,19,-1505.1600000000003,-3582.2200000000003,-0.4201751986198503,0.5263157894736842,-79.21894736842107,0.6886421275169728,3329.02,-4834.18,-1135.8200000000004,-369.34000000000015,-898.0600000000002,5
2024-10,21,1831.8799999999997,-1928.68,0.9498102329054066,0.5238095238095238,87.23238095238094,1.5542921117129112,5136.780000000001,-3304.9000000000005,1176.4999999999998,655.3799999999999,107.14000000000001,3
2024-11,19,1829.3399999999997,-761.1199999999999,2.4034843388690352,0.631578947368421,96.28105263157893,2.1008978864763375,3491.0200000000004,-1661.6799999999998,1623.9599999999996,205.37999999999994,1263.12,2
2024-12,18,-2983.7800000000007,-5532.820000000001,-0.5392873796725721,0.5555555555555556,-165.76555555555558,0.5659211326453122,3890.04,-6873.820000000001,-1933.64,-1050.14,-166.67999999999984,5
2025-01,19,-2889.3600000000006,-2889.36,-1.0000000000000002,0.42105263157894735,-152.07157894736847,0.467718937560102,2538.8999999999996,-5428.26,-2283.1800000000003,-606.1800000000001,975.56,3
2025-02,17,3996.2,-738.48,5.411385548694615,0.8235294117647058,235.0705882352941,4.101050703831889,5284.860000000001,-1288.6599999999999,2659.1,1337.1,1002.8199999999999,1
2025-03,15,4344.240000000001,-191.73999999999978,22.656931261082747,0.7333333333333333,289.61600000000004,14.62086912898978,4663.18,-318.94,2790.68,1553.56,776.52,1
2025-04,14,-1816.9999999999995,-4387.16,-0.414163148825208,0.5714285714285714,-129.78571428571425,0.6907307740751711,4058.1400000000003,-5875.139999999999,-1448.0400000000004,-368.96000000000004,-1603.68,3
2025-05,20,1161.5799999999995,-2413.1400000000003,0.48135624124584536,0.65,58.07899999999997,1.2733952814023992,5410.300000000001,-4248.719999999999,2311.2199999999993,-1149.64,-838.5200000000001,6
2025-06,20,-3806.400000000001,-4890.860000000001,-0.778268034660571,0.5,-190.32000000000005,0.4850412491916566,3585.26,-7391.66,-2337.5400000000004,-1468.8600000000001,-2592.82,5
2025-07,20,-252.1400000000001,-1492.52,-0.16893575965481206,0.6,-12.607000000000005,0.9354013906609482,3651.04,-3903.1800000000003,-471.7799999999999,219.63999999999987,-337.0999999999999,3
2025-08,20,185.81999999999965,-2280.36,0.0814871336104824,0.65,9.290999999999983,1.044040898166977,4405.08,-4219.26,-168.04000000000025,353.8599999999999,1211.16,4
2025-09,20,2958.0600000000004,-691.4200000000001,4.278238986433716,0.75,147.90300000000002,2.723469708798956,4674.400000000001,-1716.3400000000001,1387.6599999999996,1570.3999999999999,746.8599999999999,3
2025-10,23,-2460.9399999999996,-5489.780000000001,-0.4482766158206703,0.6521739130434783,-106.99739130434781,0.706515957763981,5924.32,-8385.26,-2944.8200000000006,483.8799999999999,576.3599999999999,3
2025-11,13,-1275.7600000000004,-4561.46,-0.27968238239511045,0.6153846153846154,-98.13538461538465,0.748141304304909,3789.62,-5065.38,-1545.8000000000002,270.03999999999996,141.3,1
2025-12,16,1756.7999999999997,-508.6400000000001,3.453916325888643,0.625,109.79999999999998,3.059264816204051,2609.92,-853.12,1458.9799999999998,297.82,906.06,2
2026-01,17,2108.58,-1636.22,1.288689784992238,0.7647058823529411,124.03411764705882,2.015840439369851,4184.28,-2075.7,2125.5,-16.920000000000073,1498.32,2
2026-02,15,1684.4999999999998,-932.96,1.8055436460298402,0.6666666666666666,112.29999999999998,1.8495304761808702,3667.3600000000006,-1982.8600000000001,1034.6799999999998,649.8199999999999,-827.1800000000001,2
2026-03,18,-974.7800000000004,-3059.08,-0.3186513592321876,0.5555555555555556,-54.154444444444465,0.7801895982537478,3459.86,-4434.64,-2727.08,1752.3,0.0,0
2026-04,19,2719.7,-999.8800000000001,2.72002640316838,0.5789473684210527,143.14210526315787,1.8892093011090185,5778.26,-3058.5600000000004,3236.6199999999994,-516.9200000000001,1277.1399999999999,4
2026-05,14,4527.280000000001,-551.48,8.209327627475158,0.8571428571428571,323.3771428571429,7.925411491158294,5181.0,-653.72,4718.98,-191.70000000000005,2983.6,3
