month,trades,pnl_usd,max_dd_usd,return_dd,win_rate,avg_trade_usd,profit_factor,gross_profit_usd,gross_loss_usd,long_pnl_usd,short_pnl_usd,switch_long_pnl_usd,switch_count
2019-05,18,95.90000000000009,-2129.24,0.04503954462625167,0.6111111111111112,5.327777777777783,1.0318424809908027,3107.6,-3011.7,788.7999999999997,-692.8999999999999,447.96,4
2019-06,18,3347.18,-414.6400000000001,8.072496623577077,0.5,185.95444444444445,3.905185133751107,4499.32,-1152.1399999999999,2587.7799999999997,759.4000000000001,1695.7199999999998,2
2019-07,21,-1063.1000000000001,-3824.3199999999997,-0.27798405991130454,0.5238095238095238,-50.62380952380953,0.8236806315719639,4966.299999999999,-6029.4,-961.5800000000002,-101.51999999999998,1345.2,1
2019-08,20,-4739.040000000001,-8162.5,-0.5805868300153141,0.55,-236.95200000000006,0.5528186623738627,5858.539999999999,-10597.58,-5691.020000000001,951.9799999999999,-4936.26,5
2019-09,19,-1219.2399999999986,-3273.8399999999997,-0.37241893311829494,0.5263157894736842,-64.1705263157894,0.8066509142231878,5086.66,-6305.9,-2991.1399999999994,1771.9,972.9400000000002,2
2019-10,22,204.97999999999996,-2837.7799999999997,0.07223251978659374,0.5454545454545454,9.317272727272725,1.0341036519424343,6215.480000000001,-6010.5,1777.1400000000003,-1572.16,931.3000000000001,8
2019-11,19,-859.5400000000001,-2885.3599999999997,-0.2978969695289323,0.42105263157894735,-45.23894736842106,0.8076730302786206,3609.62,-4469.16,-812.7799999999999,-46.75999999999988,-413.08,3
2019-12,17,1940.2000000000003,-661.9200000000001,2.9311699299008946,0.6470588235294118,114.12941176470589,2.601644405553996,3151.58,-1211.38,2614.54,-674.34,-229.46,2
2020-01,17,1537.1400000000003,-1637.7599999999998,0.9385624267291914,0.4117647058823529,90.42000000000002,1.7100084990022912,3702.1000000000004,-2164.96,1267.9400000000003,269.2000000000001,-354.79999999999995,2
2020-02,18,-1126.0400000000002,-2343.5200000000004,-0.4804908855055643,0.5,-62.55777777777779,0.7599532714265005,3564.8799999999997,-4690.92,-1024.46,-101.5800000000001,-1502.48,3
2020-03,14,-2837.8799999999997,-4706.3,-0.6029959841064104,0.42857142857142855,-202.70571428571427,0.46586712741809805,2475.18,-5313.0599999999995,-1349.94,-1487.94,-1114.3400000000001,5
2020-04,18,3023.9399999999996,-1020.72,2.9625558429343988,0.7222222222222222,167.99666666666664,2.3138882130070564,5325.46,-2301.52,2886.8199999999997,137.1199999999999,2145.2400000000002,4
2020-05,21,1498.0199999999995,-1723.16,0.8693446923094776,0.6190476190476191,71.3342857142857,1.3981744820877033,5260.24,-3762.2200000000003,1470.8599999999997,27.160000000000025,-385.84000000000003,3
2020-06,21,-1069.240000000001,-4175.780000000001,-0.25605755092461785,0.5714285714285714,-50.91619047619052,0.8429145229581267,5737.5,-6806.740000000001,-825.6000000000004,-243.64,748.74,4
2020-07,20,-1270.2000000000003,-4173.4,-0.3043561604447214,0.45,-63.51000000000001,0.7802452561210225,4509.879999999999,-5780.08,-532.5800000000002,-737.6200000000001,1113.98,4
2020-08,21,1041.0200000000004,-2206.02,0.47189962013037073,0.6190476190476191,49.572380952380975,1.1879090689203287,6581.04,-5540.02,1279.8799999999997,-238.85999999999996,-845.8399999999999,3
2020-09,21,2261.8199999999997,-2051.6400000000003,1.1024448733695966,0.5714285714285714,107.70571428571427,1.6462269002639969,5761.86,-3500.04,1140.1799999999998,1121.6399999999999,1542.08,2
2020-10,22,-900.7600000000002,-2459.7,-0.3662072610480954,0.4090909090909091,-40.94363636363637,0.8357416390094462,4583.04,-5483.799999999998,-867.4200000000005,-33.340000000000146,725.8999999999999,3
2020-11,20,-550.7400000000002,-2677.26,-0.20571031577060137,0.45,-27.537000000000013,0.8795812434131984,4022.7999999999997,-4573.54,-390.4600000000002,-160.2800000000001,-248.55999999999997,3
2020-12,19,-929.0799999999995,-2641.58,-0.35171374707561365,0.631578947368421,-48.89894736842103,0.7589409884384667,2925.08,-3854.159999999999,-69.06000000000006,-860.0200000000002,1122.52,4
2021-01,18,2136.66,-678.7,3.1481656107263882,0.6666666666666666,118.70333333333332,2.210188268877863,3902.2200000000003,-1765.56,1844.5600000000002,292.1,698.3800000000001,2
2021-02,18,1062.7599999999998,-1914.2600000000002,0.555180591978101,0.6111111111111112,59.04222222222221,1.2880264512981734,4752.5599999999995,-3689.7999999999993,1214.3399999999997,-151.58000000000015,1308.8,5
2021-03,23,-683.5000000000007,-2798.46,-0.24424147566876092,0.5217391304347826,-29.717391304347856,0.8939787368035712,5763.319999999999,-6446.82,437.81999999999954,-1121.3200000000002,-2074.74,7
2021-04,21,754.4799999999993,-3674.5600000000004,0.2053252634329006,0.7142857142857143,35.92761904761902,1.1352211628073696,6334.079999999999,-5579.599999999999,220.03999999999934,534.44,-2847.5800000000004,2
2021-05,21,-2079.9400000000005,-2265.1600000000003,-0.9182309417436297,0.47619047619047616,-99.04476190476193,0.6001945263514007,3122.4399999999996,-5202.379999999999,-1993.0000000000005,-86.94000000000011,-1768.0600000000002,3
2021-06,21,-3245.2799999999993,-4228.68,-0.7674451601918327,0.5238095238095238,-154.5371428571428,0.48811649431850446,3094.6000000000004,-6339.880000000001,-2952.94,-292.34000000000003,-632.8,3
2021-07,20,3906.1400000000003,-494.96000000000004,7.891829642799419,0.6,195.30700000000002,3.750260512011716,5326.419999999999,-1420.2799999999997,3132.8,773.3399999999999,0.0,0
2021-08,20,-747.46,-2544.54,-0.29375054037271964,0.5,-37.373000000000005,0.8551905581128623,4414.219999999999,-5161.68,1130.6199999999997,-1878.0800000000002,113.27999999999997,5
2021-09,20,-551.6200000000001,-1451.14,-0.3801287263806387,0.5,-27.581000000000007,0.8438708216580341,2981.4799999999996,-3533.0999999999995,-1023.5400000000002,471.91999999999996,465.4000000000001,3
2021-10,20,1066.4599999999996,-2295.76,0.4645346203435897,0.6,53.32299999999998,1.2645856282314645,5097.139999999999,-4030.6800000000003,1909.3799999999992,-842.9200000000001,-1343.3400000000001,4
