variant_id,variant_label,sequence_id,ny_date,orb_minutes,short_tp_r,long_tp_r,short_filter,short_risk_usd,switch_long_risk_usd,switch_buffer_mode,short_entry_until,first_side,switched_to_long,leg_count,signal_ts,entry_ts,exit_ts,exit_reason,side,long_pnl_usd,short_pnl_usd,switch_long_pnl_usd,pnl_usd,pnl_net_usd,label,contracts_used,orb_high,orb_low,orb_range_pts
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,"P0 st5_20_bearish, short $350, switch long $750, buffer 0, guard 10:30",NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2019-05-20,2019-05-20,15,2.0,2.0,st5_20_bearish,350.0,750.0,0,10:30,LONG,False,1,2019-05-20 14:26:00+00:00,2019-05-20 14:27:00+00:00,2019-05-20 19:00:00+00:00,TIME_EXIT,LONG,-306.96,0.0,0.0,-306.96,-306.96,0,4,7416.75,7361.5,55.25
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,"P0 st5_20_bearish, short $350, switch long $750, buffer 0, guard 10:30",NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2019-05-21,2019-05-21,15,2.0,2.0,st5_20_bearish,350.0,750.0,0,10:30,SHORT,True,2,2019-05-21 13:51:00+00:00,2019-05-21 13:52:00+00:00,2019-05-21 19:00:00+00:00,SWITCH_TO_LONG+TIME_EXIT,SHORT,12.16,-337.68,12.16,-325.52,-325.52,0,23,7465.0,7444.0,21.0
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,"P0 st5_20_bearish, short $350, switch long $750, buffer 0, guard 10:30",NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2019-05-22,2019-05-22,15,2.0,2.0,st5_20_bearish,350.0,750.0,0,10:30,LONG,False,1,2019-05-22 13:55:00+00:00,2019-05-22 13:56:00+00:00,2019-05-22 19:00:00+00:00,TIME_EXIT,LONG,62.08,0.0,0.0,62.08,62.08,1,8,7447.5,7420.25,27.25
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,"P0 st5_20_bearish, short $350, switch long $750, buffer 0, guard 10:30",NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2019-05-23,2019-05-23,15,2.0,2.0,st5_20_bearish,350.0,750.0,0,10:30,SHORT,False,1,2019-05-23 13:46:00+00:00,2019-05-23 13:47:00+00:00,2019-05-23 19:00:00+00:00,TIME_EXIT,SHORT,0.0,263.8,0.0,263.8,263.8,1,5,7346.0,7316.75,29.25
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,"P0 st5_20_bearish, short $350, switch long $750, buffer 0, guard 10:30",NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2019-05-24,2019-05-24,15,2.0,2.0,st5_20_bearish,350.0,750.0,0,10:30,SHORT,False,1,2019-05-24 14:30:00+00:00,2019-05-24 14:31:00+00:00,2019-05-24 19:00:00+00:00,TIME_EXIT,SHORT,0.0,137.04,0.0,137.04,137.04,1,4,7379.5,7356.0,23.5
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,"P0 st5_20_bearish, short $350, switch long $750, buffer 0, guard 10:30",NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2019-05-29,2019-05-29,15,2.0,2.0,st5_20_bearish,350.0,750.0,0,10:30,LONG,False,1,2019-05-29 14:16:00+00:00,2019-05-29 14:17:00+00:00,2019-05-29 19:00:00+00:00,TIME_EXIT,LONG,-586.18,0.0,0.0,-586.18,-586.18,0,7,7245.75,7212.25,33.5
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,"P0 st5_20_bearish, short $350, switch long $750, buffer 0, guard 10:30",NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2019-05-30,2019-05-30,15,2.0,2.0,st5_20_bearish,350.0,750.0,0,10:30,LONG,False,1,2019-05-30 13:48:00+00:00,2019-05-30 13:49:00+00:00,2019-05-30 19:00:00+00:00,TIME_EXIT,LONG,-517.4,0.0,0.0,-517.4,-517.4,0,10,7261.5,7237.75,23.75
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,"P0 st5_20_bearish, short $350, switch long $750, buffer 0, guard 10:30",NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2019-05-31,2019-05-31,15,2.0,2.0,st5_20_bearish,350.0,750.0,0,10:30,SHORT,True,2,2019-05-31 13:51:00+00:00,2019-05-31 13:52:00+00:00,2019-05-31 19:00:00+00:00,SWITCH_TO_LONG+TIME_EXIT,SHORT,-457.40000000000003,-398.7,-457.40000000000003,-856.1,-856.1,0,15,7171.0,7140.0,31.0
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,"P0 st5_20_bearish, short $350, switch long $750, buffer 0, guard 10:30",NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2019-06-03,2019-06-03,15,2.0,2.0,st5_20_bearish,350.0,750.0,0,10:30,SHORT,False,1,2019-06-03 13:50:00+00:00,2019-06-03 13:51:00+00:00,2019-06-03 19:00:00+00:00,TIME_EXIT,SHORT,0.0,391.52,0.0,391.52,391.52,1,2,7132.5,7102.0,30.5
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,"P0 st5_20_bearish, short $350, switch long $750, buffer 0, guard 10:30",NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2019-06-04,2019-06-04,15,2.0,2.0,st5_20_bearish,350.0,750.0,0,10:30,SHORT,True,2,2019-06-04 13:52:00+00:00,2019-06-04 13:53:00+00:00,2019-06-04 16:56:00+00:00,SWITCH_TO_LONG+TP_2R,SHORT,1482.6,-310.96,1482.6,1171.6399999999999,1171.6399999999999,1,14,7067.5,7032.0,35.5
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,"P0 st5_20_bearish, short $350, switch long $750, buffer 0, guard 10:30",NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2019-06-05,2019-06-05,15,2.0,2.0,st5_20_bearish,350.0,750.0,0,10:30,SHORT,False,1,2019-06-05 13:55:00+00:00,2019-06-05 13:56:00+00:00,2019-06-05 19:00:00+00:00,TIME_EXIT,SHORT,0.0,-75.72,0.0,-75.72,-75.72,0,3,7242.0,7205.5,36.5
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,"P0 st5_20_bearish, short $350, switch long $750, buffer 0, guard 10:30",NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2019-06-06,2019-06-06,15,2.0,2.0,st5_20_bearish,350.0,750.0,0,10:30,SHORT,True,2,2019-06-06 13:54:00+00:00,2019-06-06 13:55:00+00:00,2019-06-06 19:00:00+00:00,SWITCH_TO_LONG+TIME_EXIT,SHORT,213.12,-313.7,213.12,-100.57999999999998,-100.57999999999998,0,17,7247.25,7219.0,28.25
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,"P0 st5_20_bearish, short $350, switch long $750, buffer 0, guard 10:30",NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2019-06-07,2019-06-07,15,2.0,2.0,st5_20_bearish,350.0,750.0,0,10:30,LONG,False,1,2019-06-07 13:58:00+00:00,2019-06-07 13:59:00+00:00,2019-06-07 19:00:00+00:00,TIME_EXIT,LONG,405.04,0.0,0.0,405.04,405.04,1,4,7367.0,7311.0,56.0
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,"P0 st5_20_bearish, short $350, switch long $750, buffer 0, guard 10:30",NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2019-06-10,2019-06-10,15,2.0,2.0,st5_20_bearish,350.0,750.0,0,10:30,LONG,False,1,2019-06-10 14:06:00+00:00,2019-06-10 14:07:00+00:00,2019-06-10 19:00:00+00:00,TIME_EXIT,LONG,69.04,0.0,0.0,69.04,69.04,1,4,7516.75,7469.25,47.5
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,"P0 st5_20_bearish, short $350, switch long $750, buffer 0, guard 10:30",NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2019-06-12,2019-06-12,15,2.0,2.0,st5_20_bearish,350.0,750.0,0,10:30,SHORT,False,1,2019-06-12 14:30:00+00:00,2019-06-12 14:31:00+00:00,2019-06-12 19:00:00+00:00,TIME_EXIT,SHORT,0.0,-48.96,0.0,-48.96,-48.96,0,4,7512.5,7479.75,32.75
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,"P0 st5_20_bearish, short $350, switch long $750, buffer 0, guard 10:30",NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2019-06-13,2019-06-13,15,2.0,2.0,st5_20_bearish,350.0,750.0,0,10:30,LONG,False,1,2019-06-13 13:46:00+00:00,2019-06-13 13:47:00+00:00,2019-06-13 19:00:00+00:00,TIME_EXIT,LONG,-365.68,0.0,0.0,-365.68,-365.68,0,7,7528.75,7496.75,32.0
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,"P0 st5_20_bearish, short $350, switch long $750, buffer 0, guard 10:30",NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2019-06-14,2019-06-14,15,2.0,2.0,st5_20_bearish,350.0,750.0,0,10:30,LONG,False,1,2019-06-14 14:51:00+00:00,2019-06-14 14:52:00+00:00,2019-06-14 19:00:00+00:00,TIME_EXIT,LONG,334.32,0.0,0.0,334.32,334.32,1,7,7506.75,7456.25,50.5
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,"P0 st5_20_bearish, short $350, switch long $750, buffer 0, guard 10:30",NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2019-06-17,2019-06-17,15,2.0,2.0,st5_20_bearish,350.0,750.0,0,10:30,LONG,False,1,2019-06-17 13:49:00+00:00,2019-06-17 13:50:00+00:00,2019-06-17 19:00:00+00:00,TIME_EXIT,LONG,10.56,0.0,0.0,10.56,10.56,1,6,7553.5,7517.75,35.75
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,"P0 st5_20_bearish, short $350, switch long $750, buffer 0, guard 10:30",NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2019-06-18,2019-06-18,15,2.0,2.0,st5_20_bearish,350.0,750.0,0,10:30,LONG,False,1,2019-06-18 13:49:00+00:00,2019-06-18 13:50:00+00:00,2019-06-18 19:00:00+00:00,TIME_EXIT,LONG,-153.72,0.0,0.0,-153.72,-153.72,0,3,7700.5,7625.25,75.25
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,"P0 st5_20_bearish, short $350, switch long $750, buffer 0, guard 10:30",NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2019-06-19,2019-06-19,15,2.0,2.0,st5_20_bearish,350.0,750.0,0,10:30,LONG,False,1,2019-06-19 18:02:00+00:00,2019-06-19 18:03:00+00:00,2019-06-19 19:00:00+00:00,TIME_EXIT,LONG,-133.7,0.0,0.0,-133.7,-133.7,0,5,7685.25,7638.75,46.5
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,"P0 st5_20_bearish, short $350, switch long $750, buffer 0, guard 10:30",NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2019-06-20,2019-06-20,15,2.0,2.0,st5_20_bearish,350.0,750.0,0,10:30,SHORT,False,1,2019-06-20 14:20:00+00:00,2019-06-20 14:21:00+00:00,2019-06-20 16:19:00+00:00,TP_2R,SHORT,0.0,591.3000000000001,0.0,591.3000000000001,591.3000000000001,1,5,7802.25,7774.5,27.75
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,"P0 st5_20_bearish, short $350, switch long $750, buffer 0, guard 10:30",NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2019-06-21,2019-06-21,15,2.0,2.0,st5_20_bearish,350.0,750.0,0,10:30,LONG,False,1,2019-06-21 13:57:00+00:00,2019-06-21 13:58:00+00:00,2019-06-21 15:09:00+00:00,TP_2R,LONG,948.86,0.0,0.0,948.86,948.86,1,11,7757.75,7736.75,21.0
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,"P0 st5_20_bearish, short $350, switch long $750, buffer 0, guard 10:30",NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2019-06-24,2019-06-24,15,2.0,2.0,st5_20_bearish,350.0,750.0,0,10:30,SHORT,False,1,2019-06-24 13:49:00+00:00,2019-06-24 13:50:00+00:00,2019-06-24 19:00:00+00:00,TIME_EXIT,SHORT,0.0,-38.160000000000004,0.0,-38.160000000000004,-38.160000000000004,0,9,7777.0,7762.0,15.0
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,"P0 st5_20_bearish, short $350, switch long $750, buffer 0, guard 10:30",NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2019-06-25,2019-06-25,15,2.0,2.0,st5_20_bearish,350.0,750.0,0,10:30,SHORT,False,1,2019-06-25 13:49:00+00:00,2019-06-25 13:50:00+00:00,2019-06-25 17:02:00+00:00,TP_2R,SHORT,0.0,577.04,0.0,577.04,577.04,1,4,7753.0,7723.25,29.75
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,"P0 st5_20_bearish, short $350, switch long $750, buffer 0, guard 10:30",NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2019-06-27,2019-06-27,15,2.0,2.0,st5_20_bearish,350.0,750.0,0,10:30,LONG,False,1,2019-06-27 13:57:00+00:00,2019-06-27 13:58:00+00:00,2019-06-27 19:00:00+00:00,TIME_EXIT,LONG,-222.66,0.0,0.0,-222.66,-222.66,0,9,7698.5,7674.25,24.25
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,"P0 st5_20_bearish, short $350, switch long $750, buffer 0, guard 10:30",NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2019-06-28,2019-06-28,15,2.0,2.0,st5_20_bearish,350.0,750.0,0,10:30,SHORT,False,1,2019-06-28 13:49:00+00:00,2019-06-28 13:50:00+00:00,2019-06-28 19:00:00+00:00,TIME_EXIT,SHORT,0.0,-12.96,0.0,-12.96,-12.96,0,4,7710.25,7681.5,28.75
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,"P0 st5_20_bearish, short $350, switch long $750, buffer 0, guard 10:30",NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2019-07-01,2019-07-01,15,2.0,2.0,st5_20_bearish,350.0,750.0,0,10:30,SHORT,False,1,2019-07-01 13:50:00+00:00,2019-07-01 13:51:00+00:00,2019-07-01 18:29:00+00:00,TP_2R,SHORT,0.0,576.3000000000001,0.0,576.3000000000001,576.3000000000001,1,5,7850.25,7830.5,19.75
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,"P0 st5_20_bearish, short $350, switch long $750, buffer 0, guard 10:30",NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2019-07-02,2019-07-02,15,2.0,2.0,st5_20_bearish,350.0,750.0,0,10:30,LONG,False,1,2019-07-02 14:30:00+00:00,2019-07-02 14:31:00+00:00,2019-07-02 19:00:00+00:00,TIME_EXIT,LONG,-46.64,0.0,0.0,-46.64,-46.64,0,11,7797.25,7777.5,19.75
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,"P0 st5_20_bearish, short $350, switch long $750, buffer 0, guard 10:30",NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2019-07-03,2019-07-03,15,2.0,2.0,st5_20_bearish,350.0,750.0,0,10:30,LONG,False,1,2019-07-03 13:46:00+00:00,2019-07-03 13:47:00+00:00,2019-07-03 16:42:00+00:00,TP_2R,LONG,956.42,0.0,0.0,956.42,956.42,1,17,7849.0,7835.25,13.75
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,"P0 st5_20_bearish, short $350, switch long $750, buffer 0, guard 10:30",NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2019-07-05,2019-07-05,15,2.0,2.0,st5_20_bearish,350.0,750.0,0,10:30,SHORT,True,2,2019-07-05 13:56:00+00:00,2019-07-05 13:57:00+00:00,2019-07-05 18:54:00+00:00,SWITCH_TO_LONG+TP_2R,SHORT,1345.2,-357.66,1345.2,987.54,987.54,1,29,7841.25,7824.5,16.75
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,"P0 st5_20_bearish, short $350, switch long $750, buffer 0, guard 10:30",NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2019-07-08,2019-07-08,15,2.0,2.0,st5_20_bearish,350.0,750.0,0,10:30,SHORT,False,1,2019-07-08 13:48:00+00:00,2019-07-08 13:49:00+00:00,2019-07-08 19:00:00+00:00,TIME_EXIT,SHORT,0.0,-208.96,0.0,-208.96,-208.96,0,4,7818.0,7780.75,37.25
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,"P0 st5_20_bearish, short $350, switch long $750, buffer 0, guard 10:30",NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2019-07-09,2019-07-09,15,2.0,2.0,st5_20_bearish,350.0,750.0,0,10:30,LONG,False,1,2019-07-09 14:01:00+00:00,2019-07-09 14:02:00+00:00,2019-07-09 19:00:00+00:00,TIME_EXIT,LONG,496.56000000000006,0.0,0.0,496.56000000000006,496.56000000000006,1,6,7799.5,7765.75,33.75
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,"P0 st5_20_bearish, short $350, switch long $750, buffer 0, guard 10:30",NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2019-07-10,2019-07-10,15,2.0,2.0,st5_20_bearish,350.0,750.0,0,10:30,LONG,False,1,2019-07-10 13:49:00+00:00,2019-07-10 13:50:00+00:00,2019-07-10 19:00:00+00:00,TIME_EXIT,LONG,-218.96,0.0,0.0,-218.96,-218.96,0,4,7931.0,7887.5,43.5
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,"P0 st5_20_bearish, short $350, switch long $750, buffer 0, guard 10:30",NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2019-07-11,2019-07-11,15,2.0,2.0,st5_20_bearish,350.0,750.0,0,10:30,LONG,False,1,2019-07-11 14:01:00+00:00,2019-07-11 14:02:00+00:00,2019-07-11 19:00:00+00:00,TIME_EXIT,LONG,-902.8799999999999,0.0,0.0,-902.8799999999999,-902.8799999999999,0,12,7949.5,7930.0,19.5
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,"P0 st5_20_bearish, short $350, switch long $750, buffer 0, guard 10:30",NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2019-07-12,2019-07-12,15,2.0,2.0,st5_20_bearish,350.0,750.0,0,10:30,LONG,False,1,2019-07-12 13:46:00+00:00,2019-07-12 13:47:00+00:00,2019-07-12 19:00:00+00:00,TIME_EXIT,LONG,267.12,0.0,0.0,267.12,267.12,1,12,7942.5,7924.75,17.75
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,"P0 st5_20_bearish, short $350, switch long $750, buffer 0, guard 10:30",NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2019-07-15,2019-07-15,15,2.0,2.0,st5_20_bearish,350.0,750.0,0,10:30,SHORT,False,1,2019-07-15 13:47:00+00:00,2019-07-15 13:48:00+00:00,2019-07-15 19:00:00+00:00,TIME_EXIT,SHORT,0.0,-330.66,0.0,-330.66,-330.66,0,9,7984.5,7967.0,17.5
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,"P0 st5_20_bearish, short $350, switch long $750, buffer 0, guard 10:30",NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2019-07-16,2019-07-16,15,2.0,2.0,st5_20_bearish,350.0,750.0,0,10:30,LONG,False,1,2019-07-16 13:46:00+00:00,2019-07-16 13:47:00+00:00,2019-07-16 19:00:00+00:00,TIME_EXIT,LONG,-1354.32,0.0,0.0,-1354.32,-1354.32,0,18,7984.5,7971.75,12.75
