variant_id,variant_label,sequence_id,ny_date,orb_minutes,short_tp_r,long_tp_r,short_filter,short_risk_usd,switch_long_risk_usd,switch_buffer_mode,short_entry_until,first_side,switched_to_long,leg_count,signal_ts,entry_ts,exit_ts,exit_reason,side,long_pnl_usd,short_pnl_usd,switch_long_pnl_usd,pnl_usd,pnl_net_usd,label,contracts_used,orb_high,orb_low,orb_range_pts
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,"P0 st5_20_bearish, short $350, switch long $750, buffer 0, guard 10:30",NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2020-08-12,2020-08-12,15,2.0,2.0,st5_20_bearish,350.0,750.0,0,10:30,LONG,False,1,2020-08-12 13:49:00+00:00,2020-08-12 13:50:00+00:00,2020-08-12 16:22:00+00:00,TP_2R,LONG,798.78,0.0,0.0,798.78,798.78,1,3,11006.25,10957.5,48.75
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,"P0 st5_20_bearish, short $350, switch long $750, buffer 0, guard 10:30",NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2020-08-13,2020-08-13,15,2.0,2.0,st5_20_bearish,350.0,750.0,0,10:30,LONG,False,1,2020-08-13 14:32:00+00:00,2020-08-13 14:33:00+00:00,2020-08-13 19:00:00+00:00,TIME_EXIT,LONG,-489.72,0.0,0.0,-489.72,-489.72,0,3,11230.0,11164.0,66.0
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,"P0 st5_20_bearish, short $350, switch long $750, buffer 0, guard 10:30",NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2020-08-14,2020-08-14,15,2.0,2.0,st5_20_bearish,350.0,750.0,0,10:30,SHORT,False,1,2020-08-14 13:48:00+00:00,2020-08-14 13:49:00+00:00,2020-08-14 19:00:00+00:00,TIME_EXIT,SHORT,0.0,60.78,0.0,60.78,60.78,1,3,11206.75,11157.5,49.25
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,"P0 st5_20_bearish, short $350, switch long $750, buffer 0, guard 10:30",NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2020-08-17,2020-08-17,15,2.0,2.0,st5_20_bearish,350.0,750.0,0,10:30,LONG,False,1,2020-08-17 13:52:00+00:00,2020-08-17 13:53:00+00:00,2020-08-17 19:00:00+00:00,TIME_EXIT,LONG,491.82000000000005,0.0,0.0,491.82000000000005,491.82000000000005,1,7,11252.0,11221.75,30.25
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,"P0 st5_20_bearish, short $350, switch long $750, buffer 0, guard 10:30",NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2020-08-18,2020-08-18,15,2.0,2.0,st5_20_bearish,350.0,750.0,0,10:30,SHORT,True,2,2020-08-18 13:55:00+00:00,2020-08-18 13:56:00+00:00,2020-08-18 19:00:00+00:00,SWITCH_TO_LONG+TIME_EXIT,SHORT,148.56,-360.71999999999997,148.56,-212.15999999999997,-212.15999999999997,0,9,11381.75,11325.75,56.0
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,"P0 st5_20_bearish, short $350, switch long $750, buffer 0, guard 10:30",NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2020-08-19,2020-08-19,15,2.0,2.0,st5_20_bearish,350.0,750.0,0,10:30,SHORT,True,2,2020-08-19 13:46:00+00:00,2020-08-19 13:47:00+00:00,2020-08-19 19:00:00+00:00,SWITCH_TO_LONG+TIME_EXIT,SHORT,-645.68,-345.71999999999997,-645.68,-991.3999999999999,-991.3999999999999,0,10,11415.0,11366.75,48.25
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,"P0 st5_20_bearish, short $350, switch long $750, buffer 0, guard 10:30",NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2020-08-20,2020-08-20,15,2.0,2.0,st5_20_bearish,350.0,750.0,0,10:30,LONG,False,1,2020-08-20 13:46:00+00:00,2020-08-20 13:47:00+00:00,2020-08-20 19:00:00+00:00,TIME_EXIT,LONG,449.52,0.0,0.0,449.52,449.52,1,2,11340.5,11266.5,74.0
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,"P0 st5_20_bearish, short $350, switch long $750, buffer 0, guard 10:30",NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2020-08-21,2020-08-21,15,2.0,2.0,st5_20_bearish,350.0,750.0,0,10:30,LONG,False,1,2020-08-21 13:48:00+00:00,2020-08-21 13:49:00+00:00,2020-08-21 19:00:00+00:00,TIME_EXIT,LONG,751.5600000000001,0.0,0.0,751.5600000000001,751.5600000000001,1,6,11490.5,11455.0,35.5
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,"P0 st5_20_bearish, short $350, switch long $750, buffer 0, guard 10:30",NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2020-08-24,2020-08-24,15,2.0,2.0,st5_20_bearish,350.0,750.0,0,10:30,SHORT,False,1,2020-08-24 13:55:00+00:00,2020-08-24 13:56:00+00:00,2020-08-24 19:00:00+00:00,TIME_EXIT,SHORT,0.0,90.76,0.0,90.76,90.76,1,1,11722.5,11681.75,40.75
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,"P0 st5_20_bearish, short $350, switch long $750, buffer 0, guard 10:30",NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2020-08-25,2020-08-25,15,2.0,2.0,st5_20_bearish,350.0,750.0,0,10:30,LONG,False,1,2020-08-25 14:17:00+00:00,2020-08-25 14:18:00+00:00,2020-08-25 19:00:00+00:00,TIME_EXIT,LONG,503.04,0.0,0.0,503.04,503.04,1,4,11632.0,11574.75,57.25
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,"P0 st5_20_bearish, short $350, switch long $750, buffer 0, guard 10:30",NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2020-08-26,2020-08-26,15,2.0,2.0,st5_20_bearish,350.0,750.0,0,10:30,LONG,False,1,2020-08-26 14:25:00+00:00,2020-08-26 14:26:00+00:00,2020-08-26 15:41:00+00:00,TP_2R,LONG,913.56,0.0,0.0,913.56,913.56,1,6,11796.75,11762.75,34.0
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,"P0 st5_20_bearish, short $350, switch long $750, buffer 0, guard 10:30",NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2020-08-27,2020-08-27,15,2.0,2.0,st5_20_bearish,350.0,750.0,0,10:30,SHORT,True,2,2020-08-27 14:13:00+00:00,2020-08-27 14:14:00+00:00,2020-08-27 19:00:00+00:00,SWITCH_TO_LONG+TIME_EXIT,SHORT,-348.71999999999997,-227.74,-348.71999999999997,-576.46,-576.46,0,4,12016.0,11912.5,103.5
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,"P0 st5_20_bearish, short $350, switch long $750, buffer 0, guard 10:30",NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2020-08-28,2020-08-28,15,2.0,2.0,st5_20_bearish,350.0,750.0,0,10:30,LONG,False,1,2020-08-28 14:00:00+00:00,2020-08-28 14:01:00+00:00,2020-08-28 19:00:00+00:00,TIME_EXIT,LONG,-603.68,0.0,0.0,-603.68,-603.68,0,7,12004.75,11973.0,31.75
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,"P0 st5_20_bearish, short $350, switch long $750, buffer 0, guard 10:30",NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2020-08-31,2020-08-31,15,2.0,2.0,st5_20_bearish,350.0,750.0,0,10:30,LONG,False,1,2020-08-31 13:50:00+00:00,2020-08-31 13:51:00+00:00,2020-08-31 17:46:00+00:00,TP_2R,LONG,986.3,0.0,0.0,986.3,986.3,1,5,12041.25,11993.0,48.25
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,"P0 st5_20_bearish, short $350, switch long $750, buffer 0, guard 10:30",NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2020-09-01,2020-09-01,15,2.0,2.0,st5_20_bearish,350.0,750.0,0,10:30,LONG,False,1,2020-09-01 13:53:00+00:00,2020-09-01 13:54:00+00:00,2020-09-01 19:00:00+00:00,TIME_EXIT,LONG,249.52,0.0,0.0,249.52,249.52,1,2,12202.5,12125.0,77.5
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,"P0 st5_20_bearish, short $350, switch long $750, buffer 0, guard 10:30",NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2020-09-02,2020-09-02,15,2.0,2.0,st5_20_bearish,350.0,750.0,0,10:30,SHORT,False,1,2020-09-02 13:52:00+00:00,2020-09-02 13:53:00+00:00,2020-09-02 19:00:00+00:00,TIME_EXIT,SHORT,0.0,-72.24,0.0,-72.24,-72.24,0,1,12434.75,12358.5,76.25
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,"P0 st5_20_bearish, short $350, switch long $750, buffer 0, guard 10:30",NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2020-09-03,2020-09-03,15,2.0,2.0,st5_20_bearish,350.0,750.0,0,10:30,SHORT,False,1,2020-09-03 14:13:00+00:00,2020-09-03 14:14:00+00:00,2020-09-03 14:49:00+00:00,TP_2R,SHORT,0.0,445.26,0.0,445.26,445.26,1,1,12242.5,12132.25,110.25
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,"P0 st5_20_bearish, short $350, switch long $750, buffer 0, guard 10:30",NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2020-09-07,2020-09-07,15,2.0,2.0,st5_20_bearish,350.0,750.0,0,10:30,LONG,False,1,2020-09-07 13:48:00+00:00,2020-09-07 13:49:00+00:00,2020-09-07 22:02:00+00:00,TIME_EXIT,LONG,462.08,0.0,0.0,462.08,462.08,1,8,11483.25,11455.75,27.5
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,"P0 st5_20_bearish, short $350, switch long $750, buffer 0, guard 10:30",NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2020-09-08,2020-09-08,15,2.0,2.0,st5_20_bearish,350.0,750.0,0,10:30,LONG,False,1,2020-09-08 13:58:00+00:00,2020-09-08 13:59:00+00:00,2020-09-08 19:00:00+00:00,TIME_EXIT,LONG,-292.74,0.0,0.0,-292.74,-292.74,0,1,11270.25,11116.25,154.0
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,"P0 st5_20_bearish, short $350, switch long $750, buffer 0, guard 10:30",NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2020-09-09,2020-09-09,15,2.0,2.0,st5_20_bearish,350.0,750.0,0,10:30,LONG,False,1,2020-09-09 14:26:00+00:00,2020-09-09 14:27:00+00:00,2020-09-09 19:00:00+00:00,TIME_EXIT,LONG,398.52,0.0,0.0,398.52,398.52,1,2,11305.5,11206.25,99.25
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,"P0 st5_20_bearish, short $350, switch long $750, buffer 0, guard 10:30",NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2020-09-10,2020-09-10,15,2.0,2.0,st5_20_bearish,350.0,750.0,0,10:30,LONG,False,1,2020-09-10 14:04:00+00:00,2020-09-10 14:05:00+00:00,2020-09-10 19:00:00+00:00,TIME_EXIT,LONG,-2001.72,0.0,0.0,-2001.72,-2001.72,0,3,11546.25,11482.5,63.75
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,"P0 st5_20_bearish, short $350, switch long $750, buffer 0, guard 10:30",NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2020-09-11,2020-09-11,15,2.0,2.0,st5_20_bearish,350.0,750.0,0,10:30,SHORT,False,1,2020-09-11 13:57:00+00:00,2020-09-11 13:58:00+00:00,2020-09-11 19:00:00+00:00,TIME_EXIT,SHORT,0.0,212.26,0.0,212.26,212.26,1,1,11280.5,11166.25,114.25
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,"P0 st5_20_bearish, short $350, switch long $750, buffer 0, guard 10:30",NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2020-09-14,2020-09-14,15,2.0,2.0,st5_20_bearish,350.0,750.0,0,10:30,LONG,False,1,2020-09-14 13:46:00+00:00,2020-09-14 13:47:00+00:00,2020-09-14 19:00:00+00:00,TIME_EXIT,LONG,-173.48,0.0,0.0,-173.48,-173.48,0,2,11272.0,11194.0,78.0
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,"P0 st5_20_bearish, short $350, switch long $750, buffer 0, guard 10:30",NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2020-09-15,2020-09-15,15,2.0,2.0,st5_20_bearish,350.0,750.0,0,10:30,LONG,False,1,2020-09-15 13:54:00+00:00,2020-09-15 13:55:00+00:00,2020-09-15 19:00:00+00:00,TIME_EXIT,LONG,-88.69999999999999,0.0,0.0,-88.69999999999999,-88.69999999999999,0,5,11448.5,11400.0,48.5
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,"P0 st5_20_bearish, short $350, switch long $750, buffer 0, guard 10:30",NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2020-09-16,2020-09-16,15,2.0,2.0,st5_20_bearish,350.0,750.0,0,10:30,SHORT,False,1,2020-09-16 13:50:00+00:00,2020-09-16 13:51:00+00:00,2020-09-16 19:00:00+00:00,TIME_EXIT,SHORT,0.0,261.52,0.0,261.52,261.52,1,2,11478.0,11422.25,55.75
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,"P0 st5_20_bearish, short $350, switch long $750, buffer 0, guard 10:30",NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2020-09-17,2020-09-17,15,2.0,2.0,st5_20_bearish,350.0,750.0,0,10:30,LONG,False,1,2020-09-17 13:51:00+00:00,2020-09-17 13:52:00+00:00,2020-09-17 19:00:00+00:00,TIME_EXIT,LONG,-235.48,0.0,0.0,-235.48,-235.48,0,2,11028.0,10945.0,83.0
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,"P0 st5_20_bearish, short $350, switch long $750, buffer 0, guard 10:30",NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2020-09-18,2020-09-18,15,2.0,2.0,st5_20_bearish,350.0,750.0,0,10:30,SHORT,False,1,2020-09-18 13:47:00+00:00,2020-09-18 13:48:00+00:00,2020-09-18 15:36:00+00:00,TP_2R,SHORT,0.0,608.52,0.0,608.52,608.52,1,2,11134.75,11068.0,66.75
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,"P0 st5_20_bearish, short $350, switch long $750, buffer 0, guard 10:30",NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2020-09-21,2020-09-21,15,2.0,2.0,st5_20_bearish,350.0,750.0,0,10:30,LONG,False,1,2020-09-21 13:50:00+00:00,2020-09-21 13:51:00+00:00,2020-09-21 19:00:00+00:00,TIME_EXIT,LONG,-33.24,0.0,0.0,-33.24,-33.24,0,1,10812.25,10702.5,109.75
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,"P0 st5_20_bearish, short $350, switch long $750, buffer 0, guard 10:30",NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2020-09-22,2020-09-22,15,2.0,2.0,st5_20_bearish,350.0,750.0,0,10:30,SHORT,True,2,2020-09-22 13:46:00+00:00,2020-09-22 13:47:00+00:00,2020-09-22 19:00:00+00:00,SWITCH_TO_LONG+TIME_EXIT,SHORT,245.04,-197.24,245.04,47.79999999999998,47.79999999999998,1,5,11074.5,10986.75,87.75
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,"P0 st5_20_bearish, short $350, switch long $750, buffer 0, guard 10:30",NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2020-09-23,2020-09-23,15,2.0,2.0,st5_20_bearish,350.0,750.0,0,10:30,SHORT,False,1,2020-09-23 13:53:00+00:00,2020-09-23 13:54:00+00:00,2020-09-23 16:22:00+00:00,TP_2R,SHORT,0.0,498.52,0.0,498.52,498.52,1,2,11161.0,11101.75,59.25
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,"P0 st5_20_bearish, short $350, switch long $750, buffer 0, guard 10:30",NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2020-09-24,2020-09-24,15,2.0,2.0,st5_20_bearish,350.0,750.0,0,10:30,LONG,False,1,2020-09-24 13:47:00+00:00,2020-09-24 13:48:00+00:00,2020-09-24 17:46:00+00:00,TP_2R,LONG,804.52,0.0,0.0,804.52,804.52,1,2,10783.5,10704.0,79.5
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,"P0 st5_20_bearish, short $350, switch long $750, buffer 0, guard 10:30",NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2020-09-25,2020-09-25,15,2.0,2.0,st5_20_bearish,350.0,750.0,0,10:30,SHORT,True,2,2020-09-25 13:51:00+00:00,2020-09-25 13:52:00+00:00,2020-09-25 18:20:00+00:00,SWITCH_TO_LONG+TP_2R,SHORT,1297.04,-367.48,1297.04,929.56,929.56,1,6,10913.25,10846.25,67.0
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,"P0 st5_20_bearish, short $350, switch long $750, buffer 0, guard 10:30",NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2020-09-28,2020-09-28,15,2.0,2.0,st5_20_bearish,350.0,750.0,0,10:30,SHORT,False,1,2020-09-28 13:49:00+00:00,2020-09-28 13:50:00+00:00,2020-09-28 19:00:00+00:00,TIME_EXIT,SHORT,0.0,-267.48,0.0,-267.48,-267.48,0,2,11343.25,11282.0,61.25
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,"P0 st5_20_bearish, short $350, switch long $750, buffer 0, guard 10:30",NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2020-09-29,2020-09-29,15,2.0,2.0,st5_20_bearish,350.0,750.0,0,10:30,LONG,False,1,2020-09-29 14:12:00+00:00,2020-09-29 14:13:00+00:00,2020-09-29 19:00:00+00:00,TIME_EXIT,LONG,-334.96,0.0,0.0,-334.96,-334.96,0,4,11380.25,11328.25,52.0
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,"P0 st5_20_bearish, short $350, switch long $750, buffer 0, guard 10:30",NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2020-09-30,2020-09-30,15,2.0,2.0,st5_20_bearish,350.0,750.0,0,10:30,LONG,False,1,2020-09-30 13:52:00+00:00,2020-09-30 13:53:00+00:00,2020-09-30 18:10:00+00:00,TP_2R,LONG,843.78,0.0,0.0,843.78,843.78,1,3,11364.5,11310.25,54.25
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,"P0 st5_20_bearish, short $350, switch long $750, buffer 0, guard 10:30",NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2020-10-01,2020-10-01,15,2.0,2.0,st5_20_bearish,350.0,750.0,0,10:30,SHORT,True,2,2020-10-01 13:55:00+00:00,2020-10-01 13:56:00+00:00,2020-10-01 19:00:00+00:00,SWITCH_TO_LONG+TIME_EXIT,SHORT,30.08,-383.21999999999997,30.08,-353.14,-353.14,0,11,11568.75,11532.25,36.5
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,"P0 st5_20_bearish, short $350, switch long $750, buffer 0, guard 10:30",NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2020-10-02,2020-10-02,15,2.0,2.0,st5_20_bearish,350.0,750.0,0,10:30,LONG,False,1,2020-10-02 13:49:00+00:00,2020-10-02 13:50:00+00:00,2020-10-02 19:00:00+00:00,TIME_EXIT,LONG,-494.48,0.0,0.0,-494.48,-494.48,0,2,11421.25,11300.75,120.5
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,"P0 st5_20_bearish, short $350, switch long $750, buffer 0, guard 10:30",NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2020-10-05,2020-10-05,15,2.0,2.0,st5_20_bearish,350.0,750.0,0,10:30,LONG,False,1,2020-10-05 14:01:00+00:00,2020-10-05 14:02:00+00:00,2020-10-05 19:00:00+00:00,TIME_EXIT,LONG,647.04,0.0,0.0,647.04,647.04,1,4,11372.0,11321.25,50.75
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,"P0 st5_20_bearish, short $350, switch long $750, buffer 0, guard 10:30",NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2020-10-06,2020-10-06,15,2.0,2.0,st5_20_bearish,350.0,750.0,0,10:30,LONG,False,1,2020-10-06 14:04:00+00:00,2020-10-06 14:05:00+00:00,2020-10-06 19:00:00+00:00,TIME_EXIT,LONG,-1371.2,0.0,0.0,-1371.2,-1371.2,0,5,11479.0,11436.25,42.75
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,"P0 st5_20_bearish, short $350, switch long $750, buffer 0, guard 10:30",NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2020-10-07,2020-10-07,15,2.0,2.0,st5_20_bearish,350.0,750.0,0,10:30,LONG,False,1,2020-10-07 15:33:00+00:00,2020-10-07 15:34:00+00:00,2020-10-07 19:00:00+00:00,TIME_EXIT,LONG,449.04,0.0,0.0,449.04,449.04,1,4,11434.0,11385.0,49.0
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,"P0 st5_20_bearish, short $350, switch long $750, buffer 0, guard 10:30",NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2020-10-08,2020-10-08,15,2.0,2.0,st5_20_bearish,350.0,750.0,0,10:30,SHORT,False,1,2020-10-08 13:50:00+00:00,2020-10-08 13:51:00+00:00,2020-10-08 19:00:00+00:00,TIME_EXIT,SHORT,0.0,-89.48,0.0,-89.48,-89.48,0,2,11577.0,11528.5,48.5
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,"P0 st5_20_bearish, short $350, switch long $750, buffer 0, guard 10:30",NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2020-10-09,2020-10-09,15,2.0,2.0,st5_20_bearish,350.0,750.0,0,10:30,LONG,False,1,2020-10-09 13:50:00+00:00,2020-10-09 13:51:00+00:00,2020-10-09 19:00:00+00:00,TIME_EXIT,LONG,398.8,0.0,0.0,398.8,398.8,1,5,11628.75,11588.0,40.75
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,"P0 st5_20_bearish, short $350, switch long $750, buffer 0, guard 10:30",NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2020-10-12,2020-10-12,15,2.0,2.0,st5_20_bearish,350.0,750.0,0,10:30,SHORT,True,2,2020-10-12 13:54:00+00:00,2020-10-12 13:55:00+00:00,2020-10-12 16:43:00+00:00,SWITCH_TO_LONG+TP_2R,SHORT,1217.04,-312.48,1217.04,904.56,904.56,1,6,11945.75,11875.75,70.0
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,"P0 st5_20_bearish, short $350, switch long $750, buffer 0, guard 10:30",NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2020-10-13,2020-10-13,15,2.0,2.0,st5_20_bearish,350.0,750.0,0,10:30,SHORT,True,2,2020-10-13 14:13:00+00:00,2020-10-13 14:14:00+00:00,2020-10-13 19:00:00+00:00,SWITCH_TO_LONG+TIME_EXIT,SHORT,-521.22,-249.74,-521.22,-770.96,-770.96,0,4,12153.5,12041.0,112.5
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,"P0 st5_20_bearish, short $350, switch long $750, buffer 0, guard 10:30",NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2020-10-14,2020-10-14,15,2.0,2.0,st5_20_bearish,350.0,750.0,0,10:30,LONG,False,1,2020-10-14 13:48:00+00:00,2020-10-14 13:49:00+00:00,2020-10-14 19:00:00+00:00,TIME_EXIT,LONG,-1050.72,0.0,0.0,-1050.72,-1050.72,0,3,12148.0,12071.5,76.5
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,"P0 st5_20_bearish, short $350, switch long $750, buffer 0, guard 10:30",NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2020-10-15,2020-10-15,15,2.0,2.0,st5_20_bearish,350.0,750.0,0,10:30,LONG,False,1,2020-10-15 13:52:00+00:00,2020-10-15 13:53:00+00:00,2020-10-15 19:00:00+00:00,TIME_EXIT,LONG,-65.48,0.0,0.0,-65.48,-65.48,0,2,11856.0,11753.75,102.25
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,"P0 st5_20_bearish, short $350, switch long $750, buffer 0, guard 10:30",NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2020-10-16,2020-10-16,15,2.0,2.0,st5_20_bearish,350.0,750.0,0,10:30,LONG,False,1,2020-10-16 14:01:00+00:00,2020-10-16 14:02:00+00:00,2020-10-16 19:00:00+00:00,TIME_EXIT,LONG,-176.20000000000002,0.0,0.0,-176.20000000000002,-176.20000000000002,0,5,11969.25,11926.5,42.75
p0_st5_20_bearish_sr350_lr750_buf0_tg1030,"P0 st5_20_bearish, short $350, switch long $750, buffer 0, guard 10:30",NASDAQ_ORB_15m_p0_short_switch_tp2r_p0_st5_20_bearish_sr350_lr750_buf0_tg1030_2020-10-19,2020-10-19,15,2.0,2.0,st5_20_bearish,350.0,750.0,0,10:30,SHORT,False,1,2020-10-19 14:00:00+00:00,2020-10-19 14:01:00+00:00,2020-10-19 17:48:00+00:00,TP_2R,SHORT,0.0,566.52,0.0,566.52,566.52,1,2,11945.5,11896.25,49.25
