feature,year,mean,median,std,p5,p95
adx_14_15m,2012,24.31368673031758,21.442520995268534,11.339527852978778,10.714590121532515,47.03239667046198
adx_14_15m,2013,24.066572917702285,21.44982214690513,10.665288299766733,11.292498478987133,44.0379507680556
adx_14_15m,2014,23.11088172784661,20.52078256190285,10.314048323746258,10.680366702492028,43.093672438173776
adx_14_15m,2015,24.380131379918218,22.576956622095985,10.114303422750726,11.377998513428858,43.676627913362054
adx_14_15m,2016,32.742284300000236,29.48736229835639,15.512635143817496,13.305135454954454,65.20253926441887
adx_14_15m,2017,77.02739182630734,85.42183608449717,19.380653965737977,35.332590647713666,95.46079612986456
adx_14_15m,2018,77.6421291572579,85.68169855723858,19.93679660739565,31.387843695047337,95.54919643967943
adx_14_15m,2019,52.30721003931197,53.41971396391215,23.328516369385607,17.97520717929929,87.68206140760698
adx_14_15m,2020,29.620625711898864,26.659536411496177,13.390069955167133,13.224253624617871,57.75251050088555
adx_14_15m,2021,27.15030419618977,24.570459573324374,11.534683279920126,12.941946343497825,50.27522775082175
adx_14_15m,2022,37.57623863478141,34.05435031356017,17.570876188225725,14.85710260373744,71.98952958370077
adx_14_15m,2023,44.3982720356525,41.420787686269364,20.82407187516938,15.469191990192916,82.29971940419446
adx_14_15m,2024,34.782516774640456,30.380463398947306,17.744782386882466,13.31613327486889,71.66396252139081
adx_14_15m,2025,27.959445343639313,25.405692245687128,12.822633157230284,12.507874613054403,50.373945632267684
adx_14_15m,2026,26.73810567877948,24.15622403133733,11.290553801496335,12.546381361202988,49.4581516104442
ema_slope_1h,2010,0.03676470588235294,1.0,1.000243714208095,-1.0,1.0
ema_slope_1h,2011,0.11089774363898224,1.0,0.9939511223992656,-1.0,1.0
ema_slope_1h,2012,0.039504997620180865,1.0,0.9993382921872388,-1.0,1.0
ema_slope_1h,2013,-0.07426928605654048,-1.0,0.997357702676934,-1.0,1.0
ema_slope_1h,2014,-0.002973240832507433,-1.0,1.0001194874227506,-1.0,1.0
ema_slope_1h,2015,-0.10261194029850747,-1.0,0.9948374726474875,-1.0,1.0
ema_slope_1h,2016,0.027692307692307693,1.0,0.9997263605856447,-1.0,1.0
ema_slope_1h,2017,-0.07467962881131242,-1.0,0.9973177603046994,-1.0,1.0
ema_slope_1h,2018,-0.10272168568920105,-1.0,0.9948193191420494,-1.0,1.0
ema_slope_1h,2019,0.07699115044247788,1.0,0.9971420856300909,-1.0,1.0
ema_slope_1h,2020,0.12173913043478261,1.0,0.9926700358953319,-1.0,1.0
ema_slope_1h,2021,0.007465963987703118,1.0,1.0000819379152779,-1.0,1.0
ema_slope_1h,2022,-0.007011393514460999,-1.0,1.0000849882148906,-1.0,1.0
ema_slope_1h,2023,0.007978723404255319,1.0,1.0000789999783115,-1.0,1.0
ema_slope_1h,2024,0.11342894393741851,1.0,0.9936540758015476,-1.0,1.0
ema_slope_1h,2025,0.18895221394125383,1.0,0.982093927858151,-1.0,1.0
ema_slope_1h,2026,0.1368124118476728,1.0,0.9909464520979823,-1.0,1.0
day_of_week,2010,1.8529411764705883,2.0,1.4078412965383402,0.0,4.0
day_of_week,2011,2.015362457993279,2.0,1.4051027571492365,0.0,4.0
day_of_week,2012,1.9643027129938124,2.0,1.4137628515308769,0.0,4.0
day_of_week,2013,2.0172496406324867,2.0,1.403733171456919,0.0,4.0
day_of_week,2014,1.9697720515361745,2.0,1.4096773155230413,0.0,4.0
day_of_week,2015,1.9813432835820894,2.0,1.4122747791929942,0.0,4.0
day_of_week,2016,2.0017582417582416,2.0,1.410944403401148,0.0,4.0
day_of_week,2017,2.0013256738842244,2.0,1.4048056467653267,0.0,4.0
day_of_week,2018,1.9899034240561897,2.0,1.4154188992185037,0.0,4.0
day_of_week,2019,2.005309734513274,2.0,1.4156111692836018,0.0,4.0
day_of_week,2020,1.9773913043478262,2.0,1.4052404557034894,0.0,4.0
day_of_week,2021,1.9859464207290294,2.0,1.4115009209183311,0.0,4.0
day_of_week,2022,1.9877300613496933,2.0,1.407480787078494,0.0,4.0
day_of_week,2023,1.9942375886524824,2.0,1.404765157177523,0.0,4.0
day_of_week,2024,1.989135158626684,2.0,1.4129417626623273,0.0,4.0
day_of_week,2025,1.9864094695309076,2.0,1.4119760098462377,0.0,4.0
day_of_week,2026,1.994358251057828,2.0,1.4147012337629754,0.0,4.0
time_in_session_min,2010,75.6470588235294,68.0,41.635802239970864,21.0,160.55000000000007
time_in_session_min,2011,54.40758521363418,48.0,33.17944199383334,17.0,128.0
time_in_session_min,2012,51.90433127082342,47.0,28.828856402542502,17.0,107.0
time_in_session_min,2013,51.17872544321993,46.0,29.58500678729352,17.0,111.0
time_in_session_min,2014,52.5792864222002,48.0,29.470686203662222,18.0,113.0
time_in_session_min,2015,48.30457089552239,46.0,25.4922896195449,17.0,94.0
time_in_session_min,2016,42.776703296703296,37.0,25.04319034872081,16.0,90.0
time_in_session_min,2017,42.969067609368096,37.0,25.06267797954051,16.0,90.0
time_in_session_min,2018,43.5684811237928,37.0,26.18031551991189,16.0,99.0
time_in_session_min,2019,42.55929203539823,37.0,24.316812973122893,16.0,91.05000000000018
time_in_session_min,2020,41.67173913043478,35.0,23.702100969421142,16.0,86.10000000000036
time_in_session_min,2021,41.492753623188406,37.0,21.574679198826985,16.0,80.0
time_in_session_min,2022,41.104294478527606,33.0,23.832301627891553,16.0,89.0
time_in_session_min,2023,40.79831560283688,34.0,23.093069085098723,16.0,82.44999999999982
time_in_session_min,2024,41.11473272490222,33.0,23.416248077142214,16.0,83.0
time_in_session_min,2025,41.23673827268742,36.0,22.98733397020093,16.0,82.0
time_in_session_min,2026,41.0098730606488,35.0,21.479271683453874,16.0,76.0
breakout_side,2010,0.09558823529411764,1.0,0.9963371331070249,-1.0,1.0
breakout_side,2011,0.03504560729716755,1.0,0.9995056811058712,-1.0,1.0
breakout_side,2012,0.00809138505473584,1.0,1.0000862725113708,-1.0,1.0
breakout_side,2013,-0.02922855773838045,-1.0,0.9996925139477915,-1.0,1.0
breakout_side,2014,-0.004955401387512388,-1.0,1.0001116284625173,-1.0,1.0
breakout_side,2015,-0.06716417910447761,-1.0,0.9978582986287515,-1.0,1.0
breakout_side,2016,-0.002197802197802198,-1.0,1.0001074927913656,-1.0,1.0
breakout_side,2017,0.043747238179407864,1.0,0.999153016651114,-1.0,1.0
breakout_side,2018,0.046532045654082525,1.0,0.9990264422640542,-1.0,1.0
breakout_side,2019,0.0584070796460177,1.0,0.9984032982939268,-1.0,1.0
breakout_side,2020,0.02,1.0,0.9999086716286252,-1.0,1.0
breakout_side,2021,-0.016249451032059728,-1.0,0.9999777661292026,-1.0,1.0
breakout_side,2022,-0.04995617879053462,-1.0,0.9988608448331406,-1.0,1.0
breakout_side,2023,0.061170212765957445,1.0,0.9982379755973786,-1.0,1.0
breakout_side,2024,0.016079965232507605,1.0,0.9999793610750485,-1.0,1.0
breakout_side,2025,0.0775975449364314,1.0,0.9970940532346934,-1.0,1.0
breakout_side,2026,0.08603667136812412,1.0,0.9966434585908476,-1.0,1.0
breakout_strength_atr_ratio,2010,1.0914662317222525,0.8222572252029507,0.9457158780754005,0.09085537183646801,2.7056672930640344
breakout_strength_atr_ratio,2011,1.165778310187625,0.8670884708866067,1.0725876081393229,0.12945401047392643,3.252273225170574
breakout_strength_atr_ratio,2012,1.0637306203283798,0.8029340029226231,0.9560253286861912,0.11837591966814404,2.8981361395285994
breakout_strength_atr_ratio,2013,1.161842869311677,0.8989234123457669,1.0470826737842354,0.12927111309618278,3.3119439771253494
breakout_strength_atr_ratio,2014,1.088177094966685,0.831580762986885,0.925678967634455,0.15563195847128727,2.9185447689029513
breakout_strength_atr_ratio,2015,1.1578861829363807,0.8446371791169008,1.02846429683903,0.18341745677430274,3.21443274144022
breakout_strength_atr_ratio,2016,1.2237997601016959,0.8363880317760143,1.1789146080197466,0.18200456791722286,3.7284517363018272
breakout_strength_atr_ratio,2017,1.235575136992589,0.475541262021113,1.6466703751850678,0.045109946802610455,5.155670622965509
breakout_strength_atr_ratio,2018,1.312823584638982,0.5439710432317233,1.7407564067559593,0.04050403917119819,5.714160734694521
breakout_strength_atr_ratio,2019,1.3027507060985595,0.7448930422464914,1.4413683223566616,0.16287502377277252,4.762373484281999
breakout_strength_atr_ratio,2020,0.9255367004919148,0.6235029053525707,0.9429412479351771,0.12269139982017299,2.889918781755076
breakout_strength_atr_ratio,2021,0.9765441821252514,0.6053038381113315,1.0413677680263136,0.13254377124936959,3.2018729166180004
breakout_strength_atr_ratio,2022,1.0056738515326165,0.588213319782573,1.1936191772170155,0.11794251992600958,3.6716629160255865
breakout_strength_atr_ratio,2023,1.1140827766462102,0.6142303893318806,1.4128201585568705,0.12769604382402927,4.528963691181814
breakout_strength_atr_ratio,2024,0.913247465938113,0.5450748827868335,1.0683975026643397,0.11164215033604925,3.0776243166864004
breakout_strength_atr_ratio,2025,0.7825876276323362,0.4842464974766413,0.9142222402461087,0.07078061865481856,2.6827785513199425
breakout_strength_atr_ratio,2026,0.7541004423043985,0.44902052994327124,1.0025950898450287,0.041996879288626866,2.6757833171452647
atr14_sq,2010,2.7601218676073143,1.6868765604023128,4.710834556305134,0.4792601817706059,7.154485615002293
atr14_sq,2011,1.5065074789306339,0.93684925143239,2.079114551307224,0.20660144222316038,4.612446954900179
atr14_sq,2012,1.7736108229319594,1.2029192619662619,1.9106032685488026,0.32754656758996087,4.993151408450332
atr14_sq,2013,1.2148276752863458,0.7586498441461348,3.8207396383455237,0.2412815583529991,2.7791115049528305
atr14_sq,2014,0.4967582481583586,0.3794603939017933,0.5219544592564496,0.1395475769336411,1.1647058801240244
atr14_sq,2015,0.3542143316257594,0.26335835635006694,0.33339289006964545,0.07568702784520148,0.9455402641375881
atr14_sq,2016,0.6219527262229718,0.23380744589949873,1.5674857558692579,0.05069004521577313,2.2586102769013734
atr14_sq,2017,7.429994858148233,1.7743374034171713,15.362638676452722,0.04924665689099616,31.58978254422968
atr14_sq,2018,7.331070786120635,0.9455703100722371,15.235135970517186,0.036549849278414606,31.667303777097707
atr14_sq,2019,0.9233197713742192,0.13907472263936277,3.042058745934643,0.020859406106001555,4.1180113264387606
atr14_sq,2020,1.5383538854439438,0.5774484760648451,8.562814860132724,0.07622041897770386,4.6419399299463215
atr14_sq,2021,0.6548614631627452,0.31475287070003033,0.8207346944226818,0.056579189518173915,2.241564717772148
atr14_sq,2022,1.2654979680761385,0.42930476114550153,4.312407335487743,0.07045261113766516,3.7224281041861356
atr14_sq,2023,2.3346946891036833,0.3392530254247025,10.283244293005412,0.04701683128187955,7.672970463707987
atr14_sq,2024,3.151614162762304,0.531067487838825,17.543749034293352,0.07457083471337578,6.2393687069232415
atr14_sq,2025,7.411511707822581,2.4671908811395595,29.798249325317794,0.34392256076859645,18.528578469807417
atr14_sq,2026,28.55967758991611,12.473402765057775,52.75795829759902,3.0126537852699804,101.56976437544715
breakout_strength_sq,2010,4.740845588235252,1.2099999999998,9.317239473230629,0.00999999999998181,18.489999999999608
breakout_strength_sq,2011,5.0726500240038455,0.6399999999999273,38.11280974786906,0.00999999999998181,17.64000000000038
breakout_strength_sq,2012,3.6806377915278428,0.8099999999997545,15.354534278091885,0.00999999999998181,12.25
breakout_strength_sq,2013,3.560249161475804,0.49000000000006366,16.89529730185324,0.00999999999998181,12.25
breakout_strength_sq,2014,1.095059464816649,0.25,3.9234537451260394,0.00999999999998181,4.102499999999905
breakout_strength_sq,2015,1.1036054104477675,0.16000000000007275,4.983299706482402,0.00999999999998181,4.0
breakout_strength_sq,2016,2.032197802197806,0.16000000000007275,12.268042817445167,0.00999999999998181,7.840000000001019
breakout_strength_sq,2017,37.342850198851096,0.16000000000007275,125.27326472076145,0.00999999999998181,404.00999999999635
breakout_strength_sq,2018,34.16007462686566,0.15999999999989087,141.12708914605807,0.00999999999998181,277.23000000000303
breakout_strength_sq,2019,9.566951327433612,0.08999999999997271,60.070520029626195,0.00999999999998181,25.0
breakout_strength_sq,2020,3.0373260869565253,0.25,18.529554201034458,0.00999999999998181,10.272500000000381
breakout_strength_sq,2021,1.8013614404918692,0.08999999999997271,9.319959051092912,0.00999999999998181,6.760000000000709
breakout_strength_sq,2022,6.686709027169142,0.09000000000010915,53.18062243587492,0.00999999999998181,15.21000000000071
breakout_strength_sq,2023,20.392717198581533,0.09000000000010915,120.63339921469957,0.00999999999998181,36.0
breakout_strength_sq,2024,8.246114732724928,0.16000000000007275,64.44732337249229,0.00999999999998181,10.8899999999982
breakout_strength_sq,2025,12.326264796142071,0.48999999999974536,97.64626835988894,0.00999999999998181,33.64000000000211
breakout_strength_sq,2026,51.37564071516759,2.560312509536743,280.4131349998389,0.010019540786743164,156.25
price_vs_vwap_pct_abs,2010,0.15980420077322435,0.11664835065552227,0.12258016887369981,0.023353909921987374,0.39538524719383017
price_vs_vwap_pct_abs,2011,0.15100300272956996,0.11577020636086366,0.1385246219212438,0.024726193766079627,0.39731898978863023
price_vs_vwap_pct_abs,2012,0.13149793672984764,0.10577693769005697,0.10656085991846564,0.025560521526796665,0.31867172752552514
price_vs_vwap_pct_abs,2013,0.14284393404577145,0.1150399612496804,0.13669350058465807,0.02660378186964522,0.3422003560781239
price_vs_vwap_pct_abs,2014,0.09623603019738033,0.08096261760518414,0.07622830262914969,0.018545618285615115,0.21095317324768162
price_vs_vwap_pct_abs,2015,0.10322773757715743,0.08536710960352142,0.07845709567241312,0.020436035209797428,0.2527830911516715
price_vs_vwap_pct_abs,2016,0.13077928968354163,0.09434527034654128,0.12500101193177898,0.025563832079220777,0.35064287534768995
price_vs_vwap_pct_abs,2017,0.4301098118660509,0.16644392652836726,0.585653946766188,0.027330031719648366,1.9018338193861
price_vs_vwap_pct_abs,2018,0.4196382815993018,0.13431336728642218,0.5929152294501358,0.029660275752727675,1.6203928386872424
price_vs_vwap_pct_abs,2019,0.14932383916838649,0.07452232729751582,0.28206069837177855,0.025441994485087813,0.48981855309559585
price_vs_vwap_pct_abs,2020,0.1462791401449296,0.10999737946554689,0.13077116903905803,0.03740429410745971,0.36542428711636393
price_vs_vwap_pct_abs,2021,0.10757478265071126,0.08420332430196778,0.07845206377286831,0.03110408923835595,0.26020886933160975
price_vs_vwap_pct_abs,2022,0.13694184227787454,0.09363003337281436,0.1546336986495064,0.03348264699018152,0.3754720435114504
price_vs_vwap_pct_abs,2023,0.14876080278772294,0.07667160358963653,0.24646194090238013,0.025192084194757745,0.8295295889125586
price_vs_vwap_pct_abs,2024,0.12041215424845549,0.07613382925021302,0.1565963861617062,0.027305618878624774,0.3120237413670071
price_vs_vwap_pct_abs,2025,0.14396037010993618,0.10469843036259449,0.14208522189327324,0.04019375032260453,0.35091948742368617
price_vs_vwap_pct_abs,2026,0.22703997627875583,0.1778159558523603,0.2023949167447791,0.06866479995645197,0.5499266562232582
orb_range_sq,2010,15.422720588235293,4.409999999999618,33.23233574664543,0.08999999999997271,64.0
orb_range_sq,2011,28.867542006721074,7.839999999999745,67.8574329498092,0.16000000000007275,118.81000000000198
orb_range_sq,2012,19.352565445026187,7.289999999999018,38.73581161394747,0.16000000000007275,73.95999999999843
orb_range_sq,2013,19.831538092956436,5.760000000000437,64.70736494297823,0.16000000000007275,72.25
orb_range_sq,2014,7.065906838453909,2.559999999999709,23.221180038371397,0.04000000000001819,22.090000000000426
orb_range_sq,2015,6.977649253731333,2.25,21.038452858867164,0.08999999999997271,22.090000000000426
orb_range_sq,2016,13.148180219780208,4.409999999999618,30.72220199950588,0.25,46.99349999999894
orb_range_sq,2017,130.3271277065842,18.489999999999608,246.69043967163282,0.35999999999989085,745.2899999999975
orb_range_sq,2018,155.6861369622476,12.25,293.72658414203346,0.3600000000001637,666.9324999999994
orb_range_sq,2019,26.16861946902657,3.610000000000346,100.9849534531756,0.35999999999989085,60.83999999999929
orb_range_sq,2020,39.872943478260915,14.439999999999655,96.98654555766814,1.959999999999618,144.0
orb_range_sq,2021,20.225327184892407,8.410000000000528,49.65605432928963,1.2099999999998,62.4099999999991
orb_range_sq,2022,35.14777826468007,10.8899999999997,101.42013885143379,1.4400000000001092,125.44000000000102
orb_range_sq,2023,45.679450354609955,7.290000000000245,135.03465244453074,1.0,345.5979999999956
orb_range_sq,2024,63.876223381138786,12.25,334.53697855164944,1.4399999999995634,237.1600000000028
orb_range_sq,2025,156.51511179307346,53.29000000000266,444.76342016302004,6.759999999999527,595.3600000000044
orb_range_sq,2026,681.3316484754738,268.95679688453674,1540.576589706951,40.960000000006985,2490.009999999964
adx_50_flag,2010,0.022058823529411766,0.0,0.14701006666554386,0.0,0.0
adx_50_flag,2011,0.023523763802208355,0.0,0.15157807044539603,0.0,0.0
adx_50_flag,2012,0.029509757258448358,0.0,0.16925054994022226,0.0,0.0
adx_50_flag,2013,0.02922855773838045,0.0,0.16846675825068086,0.0,0.0
adx_50_flag,2014,0.02527254707631318,0.0,0.1569711772359117,0.0,0.0
adx_50_flag,2015,0.01912313432835821,0.0,0.13697377663335447,0.0,0.0
adx_50_flag,2016,0.1454945054945055,0.0,0.3526374692735893,0.0,1.0
adx_50_flag,2017,0.8674326115775519,1.0,0.33914405321037,0.0,1.0
adx_50_flag,2018,0.8788410886742757,1.0,0.32634767643753126,0.0,1.0
adx_50_flag,2019,0.529646017699115,1.0,0.49917556142260244,0.0,1.0
adx_50_flag,2020,0.09,0.0,0.2862128722108581,0.0,1.0
adx_50_flag,2021,0.050505050505050504,0.0,0.2190087277679493,0.0,1.0
adx_50_flag,2022,0.23006134969325154,0.0,0.4209179783699201,0.0,1.0
adx_50_flag,2023,0.3670212765957447,0.0,0.4820458060776575,0.0,1.0
adx_50_flag,2024,0.19556714471968709,0.0,0.39667975664393795,0.0,1.0
adx_50_flag,2025,0.052170100832968,0.0,0.22239429618989465,0.0,1.0
adx_50_flag,2026,0.04231311706629055,0.0,0.20137357009436316,0.0,0.0
breakout_strength_vs_orb,2010,2.0423212580652166,0.4805194792179552,6.59496906109826,0.06312499960139123,7.326363558959412
breakout_strength_vs_orb,2011,0.8763545700018026,0.28571428469384275,2.277513903846335,0.03225806441204237,3.14285709795872
breakout_strength_vs_orb,2012,0.8295006210182356,0.3333333314814394,1.8471341241330572,0.03703703699133517,2.9999999499992427
breakout_strength_vs_orb,2013,0.7598361695987539,0.3249999991874886,1.5692893732308113,0.03448275850175115,2.9999999000000033
breakout_strength_vs_orb,2014,0.8278871513544671,0.343303570401656,1.605668659702445,0.04545454524789161,2.9999999571425326
breakout_strength_vs_orb,2015,0.6757479378136609,0.29449472034375257,1.2223681100496961,0.03999999984005457,2.571428559183828
breakout_strength_vs_orb,2016,0.48173857522958463,0.1999999960002729,1.3393828437021404,0.030303030211175797,1.571428560203939
breakout_strength_vs_orb,2017,1.3028617797029163,0.12499999843767765,4.5706673353871325,0.00816326530279236,5.181818158264397
breakout_strength_vs_orb,2018,1.3010383385887294,0.11764705813152723,4.541955309214364,0.0056497175125296345,7.254166586587051
breakout_strength_vs_orb,2019,0.6759634648224305,0.14285714200681046,2.703711083264068,0.022379767809202384,1.9999999923982699
breakout_strength_vs_orb,2020,0.2264100212255729,0.11999999951998182,0.4957315552837591,0.020608037006974576,0.7242055418434562
breakout_strength_vs_orb,2021,0.23769694580438072,0.11764705813137775,0.4772710185337506,0.022384519317129623,0.7975925897674373
breakout_strength_vs_orb,2022,0.3793562815174045,0.11111110987671165,1.5022936110418377,0.019230769193769325,1.0677966083596426
breakout_strength_vs_orb,2023,0.6683308618852417,0.11999999951998182,2.927256444766174,0.01928186546406077,1.3333333278307424
breakout_strength_vs_orb,2024,0.3380867264055525,0.1111111108024972,1.4662366868119177,0.01785714282523915,0.7894736800553639
breakout_strength_vs_orb,2025,0.2186534729774113,0.10344827550525344,0.7325180680403586,0.011834319519613836,0.6744186030828114
breakout_strength_vs_orb,2026,0.1868902197765285,0.10020255393095663,0.2691050925667135,0.007858515949228378,0.6821147934043867
