st_factor,adx_length,cci_length,raw_trades,raw_pnl,filtered_trades,filtered_pnl,win_rate
3.0,10,10,464,7073.13604981026,55,3017.545864455824,0.36363636363636365
3.0,10,14,464,7073.13604981026,55,3017.545864455824,0.36363636363636365
3.0,14,10,464,7073.13604981026,55,3017.545864455824,0.36363636363636365
3.0,14,14,464,7073.13604981026,55,3017.545864455824,0.36363636363636365
4.0,10,10,464,7073.13604981026,55,3017.545864455824,0.36363636363636365
4.0,10,14,464,7073.13604981026,55,3017.545864455824,0.36363636363636365
4.0,14,10,464,7073.13604981026,55,3017.545864455824,0.36363636363636365
4.0,14,14,464,7073.13604981026,55,3017.545864455824,0.36363636363636365
