target,rr,pass_rate,fail_mll_rate,score,median_end_pnl,avg_trades,windows,rev_q,cont_q,rev_adx_min,cont_adx_max,risk_per_r_usd,daily_profit_cap,pass_2025,fail_mll_2025,pnl_2025,pass_2026,fail_mll_2026,pnl_2026
y_1r2_180m,2.0,0.6506024096385542,0.0,0.6506024096385542,3059.0,35.87951807228916,83,0.75,0.6,30,100,200.0,1400.0,0.3333333333333333,0.0,2671.0,0.7540983606557377,0.0,4110.0
y_1r4_180m,4.0,0.6144578313253012,0.0,0.6144578313253012,3144.0,50.204819277108435,83,0.75,0.75,30,30,100.0,1400.0,0.0,0.0,908.0,0.7704918032786885,0.0,3453.0
y_1r2_60m,2.0,0.5903614457831325,0.0,0.5903614457831325,2928.0,31.397590361445783,83,0.75,0.6,30,100,200.0,1400.0,0.6666666666666666,0.0,2662.0,0.7213114754098361,0.0,3722.0
y_1r2_close60m,2.0,0.5542168674698795,0.0,0.5542168674698795,2698.0,33.795180722891565,83,0.75,0.6,30,100,200.0,1400.0,0.3333333333333333,0.0,2247.0,0.7377049180327869,0.0,3722.0
y_1r2_240m,2.0,0.5542168674698795,0.0,0.5542168674698795,3059.0,29.80722891566265,83,0.75,0.6,30,100,200.0,1400.0,0.6666666666666666,0.0,2865.0,0.7213114754098361,0.0,4128.0
y_1r4_close60m,4.0,0.6265060240963856,0.1566265060240964,0.46987951807228917,3156.0,42.36144578313253,83,0.75,0.6,30,30,150.0,1400.0,0.0,1.0,-825.0,0.7213114754098361,0.0,3309.0
y_1r4_60m,4.0,0.4457831325301205,0.0,0.4457831325301205,2631.0,38.86746987951807,83,0.75,0.75,30,30,100.0,1400.0,0.0,0.0,-298.0,0.6065573770491803,0.0,3159.0
y_1r4_240m,4.0,0.4457831325301205,0.0,0.4457831325301205,2468.0,52.66265060240964,83,0.6,0.75,30,30,100.0,1400.0,0.0,0.0,511.0,0.5737704918032787,0.0,2880.0
y_1r2_120m,2.0,0.6506024096385542,0.24096385542168675,0.40963855421686746,3642.0,27.457831325301203,83,0.75,0.6,30,100,250.0,1400.0,1.0,0.0,3633.0,0.6065573770491803,0.32786885245901637,3651.0
y_1r4_120m,4.0,0.40963855421686746,0.060240963855421686,0.3493975903614458,1983.0,43.024096385542165,83,0.75,0.75,30,30,100.0,1400.0,0.0,0.0,114.0,0.5573770491803278,0.08196721311475409,2410.0
