account,windows,pass_rate,fail_mll_rate,score,avg_end_pnl,median_end_pnl,avg_trades,avg_pass_day_index,avg_consistency_on_pass,rev_q,cont_q,rev_strong_q,cont_strong_q,rev_adx_min,cont_adx_max,daily_stop_usd,daily_profit_cap_usd,risk_per_r_usd
100K,578,0.012110726643598616,0.0,0.012110726643598616,703.8217993079585,453.0,10.157439446366782,,0.359715525401149,0.75,0.9,0.75,0.75,30,30,1500.0,0.0,300.0
100K,578,0.012110726643598616,0.0,0.012110726643598616,703.8217993079585,453.0,10.157439446366782,,0.359715525401149,0.75,0.9,0.75,0.75,30,30,1500.0,2800.0,300.0
100K,578,0.012110726643598616,0.0,0.012110726643598616,703.8217993079585,453.0,10.157439446366782,,0.359715525401149,0.75,0.9,0.75,0.75,30,50,0.0,0.0,300.0
100K,578,0.012110726643598616,0.0,0.012110726643598616,703.8217993079585,453.0,10.157439446366782,,0.359715525401149,0.75,0.9,0.75,0.75,30,50,0.0,2800.0,300.0
100K,578,0.012110726643598616,0.0,0.012110726643598616,703.8217993079585,453.0,10.157439446366782,,0.359715525401149,0.75,0.9,0.75,0.75,30,50,1500.0,0.0,300.0
100K,578,0.012110726643598616,0.0,0.012110726643598616,703.8217993079585,453.0,10.157439446366782,,0.359715525401149,0.75,0.9,0.75,0.75,30,50,1500.0,2800.0,300.0
100K,578,0.012110726643598616,0.0,0.012110726643598616,703.8217993079585,453.0,10.157439446366782,,0.359715525401149,0.75,0.9,0.75,0.75,30,100,0.0,0.0,300.0
100K,578,0.012110726643598616,0.0,0.012110726643598616,703.8217993079585,453.0,10.157439446366782,,0.359715525401149,0.75,0.9,0.75,0.75,30,100,0.0,2800.0,300.0
100K,578,0.012110726643598616,0.0,0.012110726643598616,703.8217993079585,453.0,10.157439446366782,,0.359715525401149,0.75,0.9,0.75,0.75,30,100,1500.0,0.0,300.0
100K,578,0.012110726643598616,0.0,0.012110726643598616,703.8217993079585,453.0,10.157439446366782,,0.359715525401149,0.75,0.9,0.75,0.75,30,100,1500.0,2800.0,300.0
100K,578,0.012110726643598616,0.0,0.012110726643598616,703.8217993079585,453.0,10.157439446366782,,0.359715525401149,0.75,0.9,0.75,0.75,40,30,0.0,0.0,300.0
100K,578,0.012110726643598616,0.0,0.012110726643598616,703.8217993079585,453.0,10.157439446366782,,0.359715525401149,0.75,0.9,0.75,0.75,40,30,0.0,2800.0,300.0
100K,578,0.012110726643598616,0.0,0.012110726643598616,703.8217993079585,453.0,10.157439446366782,,0.359715525401149,0.75,0.9,0.75,0.75,40,30,1500.0,0.0,300.0
100K,578,0.012110726643598616,0.0,0.012110726643598616,703.8217993079585,453.0,10.157439446366782,,0.359715525401149,0.75,0.9,0.75,0.75,40,30,1500.0,2800.0,300.0
100K,578,0.012110726643598616,0.0,0.012110726643598616,703.8217993079585,453.0,10.157439446366782,,0.359715525401149,0.75,0.9,0.75,0.75,40,50,0.0,0.0,300.0
100K,578,0.012110726643598616,0.0,0.012110726643598616,703.8217993079585,453.0,10.157439446366782,,0.359715525401149,0.75,0.9,0.75,0.75,40,50,0.0,2800.0,300.0
100K,578,0.012110726643598616,0.0,0.012110726643598616,703.8217993079585,453.0,10.157439446366782,,0.359715525401149,0.75,0.9,0.75,0.75,40,50,1500.0,0.0,300.0
100K,578,0.012110726643598616,0.0,0.012110726643598616,703.8217993079585,453.0,10.157439446366782,,0.359715525401149,0.75,0.9,0.75,0.75,40,50,1500.0,2800.0,300.0
100K,578,0.012110726643598616,0.0,0.012110726643598616,703.8217993079585,453.0,10.157439446366782,,0.359715525401149,0.75,0.9,0.75,0.75,40,100,0.0,0.0,300.0
100K,578,0.012110726643598616,0.0,0.012110726643598616,703.8217993079585,453.0,10.157439446366782,,0.359715525401149,0.75,0.9,0.75,0.75,40,100,0.0,2800.0,300.0
100K,578,0.012110726643598616,0.0,0.012110726643598616,703.8217993079585,453.0,10.157439446366782,,0.359715525401149,0.75,0.9,0.75,0.75,40,100,1500.0,0.0,300.0
100K,578,0.012110726643598616,0.0,0.012110726643598616,703.8217993079585,453.0,10.157439446366782,,0.359715525401149,0.75,0.9,0.75,0.75,40,100,1500.0,2800.0,300.0
100K,578,0.01730103806228374,0.012110726643598616,0.0051903114186851226,684.4982698961937,566.0,23.252595155709344,,0.3071653669594566,0.6,0.9,0.75,0.75,30,30,0.0,0.0,200.0
100K,578,0.01730103806228374,0.012110726643598616,0.0051903114186851226,684.4982698961937,566.0,23.252595155709344,,0.3071653669594566,0.6,0.9,0.75,0.75,30,30,0.0,2800.0,200.0
100K,578,0.01730103806228374,0.012110726643598616,0.0051903114186851226,684.4982698961937,566.0,23.252595155709344,,0.3071653669594566,0.6,0.9,0.75,0.75,30,30,1500.0,0.0,200.0
100K,578,0.01730103806228374,0.012110726643598616,0.0051903114186851226,684.4982698961937,566.0,23.252595155709344,,0.3071653669594566,0.6,0.9,0.75,0.75,30,30,1500.0,2800.0,200.0
100K,578,0.01730103806228374,0.012110726643598616,0.0051903114186851226,684.4982698961937,566.0,23.252595155709344,,0.3071653669594566,0.6,0.9,0.75,0.75,30,50,0.0,0.0,200.0
100K,578,0.01730103806228374,0.012110726643598616,0.0051903114186851226,684.4982698961937,566.0,23.252595155709344,,0.3071653669594566,0.6,0.9,0.75,0.75,30,50,0.0,2800.0,200.0
100K,578,0.01730103806228374,0.012110726643598616,0.0051903114186851226,684.4982698961937,566.0,23.252595155709344,,0.3071653669594566,0.6,0.9,0.75,0.75,30,50,1500.0,0.0,200.0
100K,578,0.01730103806228374,0.012110726643598616,0.0051903114186851226,684.4982698961937,566.0,23.252595155709344,,0.3071653669594566,0.6,0.9,0.75,0.75,30,50,1500.0,2800.0,200.0
100K,578,0.01730103806228374,0.012110726643598616,0.0051903114186851226,684.4982698961937,566.0,23.252595155709344,,0.3071653669594566,0.6,0.9,0.75,0.75,30,100,0.0,0.0,200.0
100K,578,0.01730103806228374,0.012110726643598616,0.0051903114186851226,684.4982698961937,566.0,23.252595155709344,,0.3071653669594566,0.6,0.9,0.75,0.75,30,100,0.0,2800.0,200.0
100K,578,0.01730103806228374,0.012110726643598616,0.0051903114186851226,684.4982698961937,566.0,23.252595155709344,,0.3071653669594566,0.6,0.9,0.75,0.75,30,100,1500.0,0.0,200.0
100K,578,0.01730103806228374,0.012110726643598616,0.0051903114186851226,684.4982698961937,566.0,23.252595155709344,,0.3071653669594566,0.6,0.9,0.75,0.75,30,100,1500.0,2800.0,200.0
100K,578,0.0,0.0,0.0,277.6868512110723,272.0999999999999,62.05882352941177,,,0.6,0.6,0.75,0.75,30,30,0.0,0.0,30.0
100K,578,0.0,0.0,0.0,277.6868512110723,272.0999999999999,62.05882352941177,,,0.6,0.6,0.75,0.75,30,30,0.0,2800.0,30.0
100K,578,0.0,0.0,0.0,277.6868512110723,272.0999999999999,62.05882352941177,,,0.6,0.6,0.75,0.75,30,30,1500.0,0.0,30.0
100K,578,0.0,0.0,0.0,277.6868512110723,272.0999999999999,62.05882352941177,,,0.6,0.6,0.75,0.75,30,30,1500.0,2800.0,30.0
100K,578,0.0,0.0,0.0,694.2171280276816,680.25,62.05882352941177,,,0.6,0.6,0.75,0.75,30,30,0.0,0.0,75.0
100K,578,0.0,0.0,0.0,694.2171280276816,680.25,62.05882352941177,,,0.6,0.6,0.75,0.75,30,30,0.0,2800.0,75.0
100K,578,0.0,0.0,0.0,694.2171280276816,680.25,62.05882352941177,,,0.6,0.6,0.75,0.75,30,30,1500.0,0.0,75.0
100K,578,0.0,0.0,0.0,694.2171280276816,680.25,62.05882352941177,,,0.6,0.6,0.75,0.75,30,30,1500.0,2800.0,75.0
100K,578,0.0,0.0,0.0,292.9084775086501,241.49999999999937,74.92906574394463,,,0.6,0.6,0.75,0.75,30,50,0.0,0.0,30.0
100K,578,0.0,0.0,0.0,292.9084775086501,241.49999999999937,74.92906574394463,,,0.6,0.6,0.75,0.75,30,50,0.0,2800.0,30.0
100K,578,0.0,0.0,0.0,292.9084775086501,241.49999999999937,74.92906574394463,,,0.6,0.6,0.75,0.75,30,50,1500.0,0.0,30.0
100K,578,0.0,0.0,0.0,292.9084775086501,241.49999999999937,74.92906574394463,,,0.6,0.6,0.75,0.75,30,50,1500.0,2800.0,30.0
100K,578,0.0,0.0,0.0,732.2711937716263,603.75,74.92906574394463,,,0.6,0.6,0.75,0.75,30,50,0.0,0.0,75.0
100K,578,0.0,0.0,0.0,732.2711937716263,603.75,74.92906574394463,,,0.6,0.6,0.75,0.75,30,50,0.0,2800.0,75.0
100K,578,0.0,0.0,0.0,732.2711937716263,603.75,74.92906574394463,,,0.6,0.6,0.75,0.75,30,50,1500.0,0.0,75.0
100K,578,0.0,0.0,0.0,732.2711937716263,603.75,74.92906574394463,,,0.6,0.6,0.75,0.75,30,50,1500.0,2800.0,75.0
100K,578,0.0,0.0,0.0,301.46937716262926,228.59999999999903,79.00865051903114,,,0.6,0.6,0.75,0.75,30,100,0.0,0.0,30.0
100K,578,0.0,0.0,0.0,301.46937716262926,228.59999999999903,79.00865051903114,,,0.6,0.6,0.75,0.75,30,100,0.0,2800.0,30.0
100K,578,0.0,0.0,0.0,301.46937716262926,228.59999999999903,79.00865051903114,,,0.6,0.6,0.75,0.75,30,100,1500.0,0.0,30.0
100K,578,0.0,0.0,0.0,301.46937716262926,228.59999999999903,79.00865051903114,,,0.6,0.6,0.75,0.75,30,100,1500.0,2800.0,30.0
100K,578,0.0,0.0,0.0,753.6734429065745,571.5,79.00865051903114,,,0.6,0.6,0.75,0.75,30,100,0.0,0.0,75.0
100K,578,0.0,0.0,0.0,753.6734429065745,571.5,79.00865051903114,,,0.6,0.6,0.75,0.75,30,100,0.0,2800.0,75.0
100K,578,0.0,0.0,0.0,753.6734429065745,571.5,79.00865051903114,,,0.6,0.6,0.75,0.75,30,100,1500.0,0.0,75.0
100K,578,0.0,0.0,0.0,753.6734429065745,571.5,79.00865051903114,,,0.6,0.6,0.75,0.75,30,100,1500.0,2800.0,75.0
100K,578,0.0,0.0,0.0,253.20415224913455,289.04999999999944,55.50173010380623,,,0.6,0.6,0.75,0.75,40,30,0.0,0.0,30.0
100K,578,0.0,0.0,0.0,253.20415224913455,289.04999999999944,55.50173010380623,,,0.6,0.6,0.75,0.75,40,30,0.0,2800.0,30.0
100K,578,0.0,0.0,0.0,253.20415224913455,289.04999999999944,55.50173010380623,,,0.6,0.6,0.75,0.75,40,30,1500.0,0.0,30.0
100K,578,0.0,0.0,0.0,253.20415224913455,289.04999999999944,55.50173010380623,,,0.6,0.6,0.75,0.75,40,30,1500.0,2800.0,30.0
100K,578,0.0,0.0,0.0,633.0103806228374,722.625,55.50173010380623,,,0.6,0.6,0.75,0.75,40,30,0.0,0.0,75.0
100K,578,0.0,0.0,0.0,633.0103806228374,722.625,55.50173010380623,,,0.6,0.6,0.75,0.75,40,30,0.0,2800.0,75.0
100K,578,0.0,0.0,0.0,633.0103806228374,722.625,55.50173010380623,,,0.6,0.6,0.75,0.75,40,30,1500.0,0.0,75.0
100K,578,0.0,0.0,0.0,633.0103806228374,722.625,55.50173010380623,,,0.6,0.6,0.75,0.75,40,30,1500.0,2800.0,75.0
100K,578,0.0,0.0,0.0,268.42577854671237,220.4999999999996,68.3719723183391,,,0.6,0.6,0.75,0.75,40,50,0.0,0.0,30.0
100K,578,0.0,0.0,0.0,268.42577854671237,220.4999999999996,68.3719723183391,,,0.6,0.6,0.75,0.75,40,50,0.0,2800.0,30.0
100K,578,0.0,0.0,0.0,268.42577854671237,220.4999999999996,68.3719723183391,,,0.6,0.6,0.75,0.75,40,50,1500.0,0.0,30.0
100K,578,0.0,0.0,0.0,268.42577854671237,220.4999999999996,68.3719723183391,,,0.6,0.6,0.75,0.75,40,50,1500.0,2800.0,30.0
100K,578,0.0,0.0,0.0,671.064446366782,551.25,68.3719723183391,,,0.6,0.6,0.75,0.75,40,50,0.0,0.0,75.0
100K,578,0.0,0.0,0.0,671.064446366782,551.25,68.3719723183391,,,0.6,0.6,0.75,0.75,40,50,0.0,2800.0,75.0
100K,578,0.0,0.0,0.0,671.064446366782,551.25,68.3719723183391,,,0.6,0.6,0.75,0.75,40,50,1500.0,0.0,75.0
100K,578,0.0,0.0,0.0,671.064446366782,551.25,68.3719723183391,,,0.6,0.6,0.75,0.75,40,50,1500.0,2800.0,75.0
100K,578,0.0,0.0,0.0,276.9866782006916,221.39999999999947,72.4515570934256,,,0.6,0.6,0.75,0.75,40,100,0.0,0.0,30.0
100K,578,0.0,0.0,0.0,276.9866782006916,221.39999999999947,72.4515570934256,,,0.6,0.6,0.75,0.75,40,100,0.0,2800.0,30.0
100K,578,0.0,0.0,0.0,276.9866782006916,221.39999999999947,72.4515570934256,,,0.6,0.6,0.75,0.75,40,100,1500.0,0.0,30.0
100K,578,0.0,0.0,0.0,276.9866782006916,221.39999999999947,72.4515570934256,,,0.6,0.6,0.75,0.75,40,100,1500.0,2800.0,30.0
100K,578,0.0,0.0,0.0,692.4666955017301,553.5,72.4515570934256,,,0.6,0.6,0.75,0.75,40,100,0.0,0.0,75.0
100K,578,0.0,0.0,0.0,692.4666955017301,553.5,72.4515570934256,,,0.6,0.6,0.75,0.75,40,100,0.0,2800.0,75.0
100K,578,0.0,0.0,0.0,692.4666955017301,553.5,72.4515570934256,,,0.6,0.6,0.75,0.75,40,100,1500.0,0.0,75.0
100K,578,0.0,0.0,0.0,692.4666955017301,553.5,72.4515570934256,,,0.6,0.6,0.75,0.75,40,100,1500.0,2800.0,75.0
100K,578,0.0,0.0,0.0,159.99342560553623,159.44999999999993,34.04498269896194,,,0.6,0.75,0.75,0.75,30,30,0.0,0.0,30.0
100K,578,0.0,0.0,0.0,159.99342560553623,159.44999999999993,34.04498269896194,,,0.6,0.75,0.75,0.75,30,30,0.0,2800.0,30.0
100K,578,0.0,0.0,0.0,159.99342560553623,159.44999999999993,34.04498269896194,,,0.6,0.75,0.75,0.75,30,30,1500.0,0.0,30.0
100K,578,0.0,0.0,0.0,159.99342560553623,159.44999999999993,34.04498269896194,,,0.6,0.75,0.75,0.75,30,30,1500.0,2800.0,30.0
100K,578,0.0,0.0,0.0,399.9835640138408,398.625,34.04498269896194,,,0.6,0.75,0.75,0.75,30,30,0.0,0.0,75.0
100K,578,0.0,0.0,0.0,399.9835640138408,398.625,34.04498269896194,,,0.6,0.75,0.75,0.75,30,30,0.0,2800.0,75.0
100K,578,0.0,0.0,0.0,399.9835640138408,398.625,34.04498269896194,,,0.6,0.75,0.75,0.75,30,30,1500.0,0.0,75.0
100K,578,0.0,0.0,0.0,399.9835640138408,398.625,34.04498269896194,,,0.6,0.75,0.75,0.75,30,30,1500.0,2800.0,75.0
100K,578,0.0,0.0,0.0,666.6392733564014,664.375,34.04498269896194,,,0.6,0.75,0.75,0.75,30,30,0.0,0.0,125.0
100K,578,0.0,0.0,0.0,666.6392733564014,664.375,34.04498269896194,,,0.6,0.75,0.75,0.75,30,30,0.0,2800.0,125.0
100K,578,0.0,0.0,0.0,666.6392733564014,664.375,34.04498269896194,,,0.6,0.75,0.75,0.75,30,30,1500.0,0.0,125.0
100K,578,0.0,0.0,0.0,666.6392733564014,664.375,34.04498269896194,,,0.6,0.75,0.75,0.75,30,30,1500.0,2800.0,125.0
100K,578,0.0,0.0,0.0,159.99342560553623,159.44999999999993,34.04498269896194,,,0.6,0.75,0.75,0.75,30,50,0.0,0.0,30.0
100K,578,0.0,0.0,0.0,159.99342560553623,159.44999999999993,34.04498269896194,,,0.6,0.75,0.75,0.75,30,50,0.0,2800.0,30.0
100K,578,0.0,0.0,0.0,159.99342560553623,159.44999999999993,34.04498269896194,,,0.6,0.75,0.75,0.75,30,50,1500.0,0.0,30.0
100K,578,0.0,0.0,0.0,159.99342560553623,159.44999999999993,34.04498269896194,,,0.6,0.75,0.75,0.75,30,50,1500.0,2800.0,30.0
100K,578,0.0,0.0,0.0,399.9835640138408,398.625,34.04498269896194,,,0.6,0.75,0.75,0.75,30,50,0.0,0.0,75.0
100K,578,0.0,0.0,0.0,399.9835640138408,398.625,34.04498269896194,,,0.6,0.75,0.75,0.75,30,50,0.0,2800.0,75.0
100K,578,0.0,0.0,0.0,399.9835640138408,398.625,34.04498269896194,,,0.6,0.75,0.75,0.75,30,50,1500.0,0.0,75.0
100K,578,0.0,0.0,0.0,399.9835640138408,398.625,34.04498269896194,,,0.6,0.75,0.75,0.75,30,50,1500.0,2800.0,75.0
100K,578,0.0,0.0,0.0,666.6392733564014,664.375,34.04498269896194,,,0.6,0.75,0.75,0.75,30,50,0.0,0.0,125.0
100K,578,0.0,0.0,0.0,666.6392733564014,664.375,34.04498269896194,,,0.6,0.75,0.75,0.75,30,50,0.0,2800.0,125.0
100K,578,0.0,0.0,0.0,666.6392733564014,664.375,34.04498269896194,,,0.6,0.75,0.75,0.75,30,50,1500.0,0.0,125.0
100K,578,0.0,0.0,0.0,666.6392733564014,664.375,34.04498269896194,,,0.6,0.75,0.75,0.75,30,50,1500.0,2800.0,125.0
100K,578,0.0,0.0,0.0,159.99342560553623,159.44999999999993,34.04498269896194,,,0.6,0.75,0.75,0.75,30,100,0.0,0.0,30.0
100K,578,0.0,0.0,0.0,159.99342560553623,159.44999999999993,34.04498269896194,,,0.6,0.75,0.75,0.75,30,100,0.0,2800.0,30.0
100K,578,0.0,0.0,0.0,159.99342560553623,159.44999999999993,34.04498269896194,,,0.6,0.75,0.75,0.75,30,100,1500.0,0.0,30.0
100K,578,0.0,0.0,0.0,159.99342560553623,159.44999999999993,34.04498269896194,,,0.6,0.75,0.75,0.75,30,100,1500.0,2800.0,30.0
100K,578,0.0,0.0,0.0,399.9835640138408,398.625,34.04498269896194,,,0.6,0.75,0.75,0.75,30,100,0.0,0.0,75.0
100K,578,0.0,0.0,0.0,399.9835640138408,398.625,34.04498269896194,,,0.6,0.75,0.75,0.75,30,100,0.0,2800.0,75.0
100K,578,0.0,0.0,0.0,399.9835640138408,398.625,34.04498269896194,,,0.6,0.75,0.75,0.75,30,100,1500.0,0.0,75.0
100K,578,0.0,0.0,0.0,399.9835640138408,398.625,34.04498269896194,,,0.6,0.75,0.75,0.75,30,100,1500.0,2800.0,75.0
100K,578,0.0,0.0,0.0,666.6392733564014,664.375,34.04498269896194,,,0.6,0.75,0.75,0.75,30,100,0.0,0.0,125.0
100K,578,0.0,0.0,0.0,666.6392733564014,664.375,34.04498269896194,,,0.6,0.75,0.75,0.75,30,100,0.0,2800.0,125.0
100K,578,0.0,0.0,0.0,666.6392733564014,664.375,34.04498269896194,,,0.6,0.75,0.75,0.75,30,100,1500.0,0.0,125.0
100K,578,0.0,0.0,0.0,666.6392733564014,664.375,34.04498269896194,,,0.6,0.75,0.75,0.75,30,100,1500.0,2800.0,125.0
100K,578,0.0,0.0,0.0,135.5107266435985,142.80000000000007,27.4878892733564,,,0.6,0.75,0.75,0.75,40,30,0.0,0.0,30.0
100K,578,0.0,0.0,0.0,135.5107266435985,142.80000000000007,27.4878892733564,,,0.6,0.75,0.75,0.75,40,30,0.0,2800.0,30.0
100K,578,0.0,0.0,0.0,135.5107266435985,142.80000000000007,27.4878892733564,,,0.6,0.75,0.75,0.75,40,30,1500.0,0.0,30.0
100K,578,0.0,0.0,0.0,135.5107266435985,142.80000000000007,27.4878892733564,,,0.6,0.75,0.75,0.75,40,30,1500.0,2800.0,30.0
100K,578,0.0,0.0,0.0,338.7768166089965,357.0,27.4878892733564,,,0.6,0.75,0.75,0.75,40,30,0.0,0.0,75.0
100K,578,0.0,0.0,0.0,338.7768166089965,357.0,27.4878892733564,,,0.6,0.75,0.75,0.75,40,30,0.0,2800.0,75.0
100K,578,0.0,0.0,0.0,338.7768166089965,357.0,27.4878892733564,,,0.6,0.75,0.75,0.75,40,30,1500.0,0.0,75.0
100K,578,0.0,0.0,0.0,338.7768166089965,357.0,27.4878892733564,,,0.6,0.75,0.75,0.75,40,30,1500.0,2800.0,75.0
100K,578,0.0,0.0,0.0,564.6280276816609,595.0,27.4878892733564,,,0.6,0.75,0.75,0.75,40,30,0.0,0.0,125.0
100K,578,0.0,0.0,0.0,564.6280276816609,595.0,27.4878892733564,,,0.6,0.75,0.75,0.75,40,30,0.0,2800.0,125.0
100K,578,0.0,0.0,0.0,564.6280276816609,595.0,27.4878892733564,,,0.6,0.75,0.75,0.75,40,30,1500.0,0.0,125.0
100K,578,0.0,0.0,0.0,564.6280276816609,595.0,27.4878892733564,,,0.6,0.75,0.75,0.75,40,30,1500.0,2800.0,125.0
100K,578,0.0,0.0,0.0,135.5107266435985,142.80000000000007,27.4878892733564,,,0.6,0.75,0.75,0.75,40,50,0.0,0.0,30.0
100K,578,0.0,0.0,0.0,135.5107266435985,142.80000000000007,27.4878892733564,,,0.6,0.75,0.75,0.75,40,50,0.0,2800.0,30.0
100K,578,0.0,0.0,0.0,135.5107266435985,142.80000000000007,27.4878892733564,,,0.6,0.75,0.75,0.75,40,50,1500.0,0.0,30.0
100K,578,0.0,0.0,0.0,135.5107266435985,142.80000000000007,27.4878892733564,,,0.6,0.75,0.75,0.75,40,50,1500.0,2800.0,30.0
100K,578,0.0,0.0,0.0,338.7768166089965,357.0,27.4878892733564,,,0.6,0.75,0.75,0.75,40,50,0.0,0.0,75.0
100K,578,0.0,0.0,0.0,338.7768166089965,357.0,27.4878892733564,,,0.6,0.75,0.75,0.75,40,50,0.0,2800.0,75.0
100K,578,0.0,0.0,0.0,338.7768166089965,357.0,27.4878892733564,,,0.6,0.75,0.75,0.75,40,50,1500.0,0.0,75.0
100K,578,0.0,0.0,0.0,338.7768166089965,357.0,27.4878892733564,,,0.6,0.75,0.75,0.75,40,50,1500.0,2800.0,75.0
100K,578,0.0,0.0,0.0,564.6280276816609,595.0,27.4878892733564,,,0.6,0.75,0.75,0.75,40,50,0.0,0.0,125.0
100K,578,0.0,0.0,0.0,564.6280276816609,595.0,27.4878892733564,,,0.6,0.75,0.75,0.75,40,50,0.0,2800.0,125.0
100K,578,0.0,0.0,0.0,564.6280276816609,595.0,27.4878892733564,,,0.6,0.75,0.75,0.75,40,50,1500.0,0.0,125.0
100K,578,0.0,0.0,0.0,564.6280276816609,595.0,27.4878892733564,,,0.6,0.75,0.75,0.75,40,50,1500.0,2800.0,125.0
100K,578,0.0,0.0,0.0,135.5107266435985,142.80000000000007,27.4878892733564,,,0.6,0.75,0.75,0.75,40,100,0.0,0.0,30.0
100K,578,0.0,0.0,0.0,135.5107266435985,142.80000000000007,27.4878892733564,,,0.6,0.75,0.75,0.75,40,100,0.0,2800.0,30.0
100K,578,0.0,0.0,0.0,135.5107266435985,142.80000000000007,27.4878892733564,,,0.6,0.75,0.75,0.75,40,100,1500.0,0.0,30.0
100K,578,0.0,0.0,0.0,135.5107266435985,142.80000000000007,27.4878892733564,,,0.6,0.75,0.75,0.75,40,100,1500.0,2800.0,30.0
100K,578,0.0,0.0,0.0,338.7768166089965,357.0,27.4878892733564,,,0.6,0.75,0.75,0.75,40,100,0.0,0.0,75.0
100K,578,0.0,0.0,0.0,338.7768166089965,357.0,27.4878892733564,,,0.6,0.75,0.75,0.75,40,100,0.0,2800.0,75.0
100K,578,0.0,0.0,0.0,338.7768166089965,357.0,27.4878892733564,,,0.6,0.75,0.75,0.75,40,100,1500.0,0.0,75.0
100K,578,0.0,0.0,0.0,338.7768166089965,357.0,27.4878892733564,,,0.6,0.75,0.75,0.75,40,100,1500.0,2800.0,75.0
100K,578,0.0,0.0,0.0,564.6280276816609,595.0,27.4878892733564,,,0.6,0.75,0.75,0.75,40,100,0.0,0.0,125.0
100K,578,0.0,0.0,0.0,564.6280276816609,595.0,27.4878892733564,,,0.6,0.75,0.75,0.75,40,100,0.0,2800.0,125.0
100K,578,0.0,0.0,0.0,564.6280276816609,595.0,27.4878892733564,,,0.6,0.75,0.75,0.75,40,100,1500.0,0.0,125.0
100K,578,0.0,0.0,0.0,564.6280276816609,595.0,27.4878892733564,,,0.6,0.75,0.75,0.75,40,100,1500.0,2800.0,125.0
100K,578,0.0,0.0,0.0,102.61920415224907,84.90000000000003,23.25432525951557,,,0.6,0.9,0.75,0.75,30,30,0.0,0.0,30.0
100K,578,0.0,0.0,0.0,102.61920415224907,84.90000000000003,23.25432525951557,,,0.6,0.9,0.75,0.75,30,30,0.0,2800.0,30.0
100K,578,0.0,0.0,0.0,102.61920415224907,84.90000000000003,23.25432525951557,,,0.6,0.9,0.75,0.75,30,30,1500.0,0.0,30.0
100K,578,0.0,0.0,0.0,102.61920415224907,84.90000000000003,23.25432525951557,,,0.6,0.9,0.75,0.75,30,30,1500.0,2800.0,30.0
100K,578,0.0,0.0,0.0,256.5480103806228,212.25,23.25432525951557,,,0.6,0.9,0.75,0.75,30,30,0.0,0.0,75.0
100K,578,0.0,0.0,0.0,256.5480103806228,212.25,23.25432525951557,,,0.6,0.9,0.75,0.75,30,30,0.0,2800.0,75.0
100K,578,0.0,0.0,0.0,256.5480103806228,212.25,23.25432525951557,,,0.6,0.9,0.75,0.75,30,30,1500.0,0.0,75.0
