event_idx,date,session,feature,batch,live,delta
3,2026-01-29,london,price_vs_vwap_pct,-0.23411495983600616,-0.23411496442296917,-4.586963003871958e-09
3,2026-01-29,london,price_vs_vwap_pct_abs,0.23411495983600616,0.23411496442296917,4.586963003871958e-09
3,2026-01-29,london,sm_first_30m_direction,-3.484879493713379,-3.48487939410306,9.961031910421525e-08
3,2026-01-29,london,sm_first_30m_range,6.64197301864624,6.641973102622228,8.397598794118721e-08
3,2026-01-29,london,sm_pre_breakout_volume_ratio,0.98716801404953,0.9871679867671852,-2.728234482773928e-08
3,2026-01-29,london,sm_pre_breakout_volume_z,-0.05658433958888054,-0.056580529560011764,3.8100288687753503e-06
3,2026-01-29,london,time_in_session_min,16.0,16.0,0.0
3,2026-01-29,london,vwap_at_breakout,5596.3017578125,5596.3017799210875,2.210858747275779e-05
4,2026-01-29,london,breakout_strength,8.100000000000364,8.100000000000364,0.0
4,2026-01-29,london,atr14_at_entry,5.784616076338572,5.784616076338572,0.0
4,2026-01-29,london,breakout_side,-1.0,-1.0,0.0
4,2026-01-29,london,adx_14_15m,27.559118270874023,27.559118590521663,3.1964763991254586e-07
4,2026-01-29,london,adx_50_flag,0.0,0.0,0.0
4,2026-01-29,london,atr14_percentile_20d,1.0,1.0,0.0
4,2026-01-29,london,atr14_sq,33.46178436279297,33.46178315063465,-1.2121583168323014e-06
4,2026-01-29,london,atr14_zscore_20d,4.955025239476153,4.955025239476153,0.0
4,2026-01-29,london,breakout_strength_atr_ratio,1.4002658128738403,1.4002657875826876,-2.5291152727646704e-08
4,2026-01-29,london,breakout_strength_percentile_20d,1.0,1.0,0.0
4,2026-01-29,london,breakout_strength_sq,65.61000061035156,65.6100000000059,-6.103456655637274e-07
4,2026-01-29,london,breakout_strength_vs_orb,0.5704225301742554,0.5704225348095945,4.635339112546433e-09
4,2026-01-29,london,breakout_strength_zscore_10d,4.092630545943611,4.092630545943611,0.0
4,2026-01-29,london,day_of_week,3.0,3.0,0.0
4,2026-01-29,london,ema_slope_1h,1.0,0.0,-1.0
4,2026-01-29,london,int_adx_x_orb_range,67.65176391601562,67.65176429074046,3.7472483427336556e-07
4,2026-01-29,london,int_atr14_x_adx,159.41891479492188,159.4189204484528,5.65353093406884e-06
4,2026-01-29,london,int_breakout_strength_x_range,115.0199966430664,115.02000000000369,3.3569372845931866e-06
4,2026-01-29,london,int_breakout_strength_x_session,210.60000610351562,210.60000000000946,-6.1035061662551016e-06
4,2026-01-29,london,int_vwap_distance_x_atr14,1.0868048667907715,1.0868048213230008,-4.546777065961294e-08
4,2026-01-29,london,mac_dxy_trend,-1.0,-1.0,0.0
4,2026-01-29,london,mac_oil_volatility,0.03496280685067177,0.034962808360734954,1.510063185605759e-09
4,2026-01-29,london,mac_spx_regime,1.0,1.0,0.0
4,2026-01-29,london,mac_us10y_change,0.023999691009521484,-0.023999691009521484,-0.04799938201904297
4,2026-01-29,london,orb_range_atr_ratio,2.454787015914917,2.454786936255928,-7.965898918271819e-08
4,2026-01-29,london,orb_range_percentile_20d,0.8947368421052632,0.8947368421052632,0.0
4,2026-01-29,london,orb_range_sq,201.63999938964844,201.63999999999484,6.103464045281726e-07
4,2026-01-29,london,pre_bo_bullish_ratio,0.25,0.25,0.0
4,2026-01-29,london,pre_bo_compression_ratio,3.7042253017425537,3.7042253521127493,5.037019557008193e-08
4,2026-01-29,london,pre_bo_drift_atr,7.744679927825928,7.744679924956536,-2.86939183524737e-09
4,2026-01-29,london,pre_bo_inside_bar_flag,0.0,0.0,0.0
4,2026-01-29,london,pre_bo_last_candle_range_ratio,4.944148540496826,4.944148344949975,-1.9554685160017016e-07
4,2026-01-29,london,price_vs_vwap_pct,-0.18787847459316254,-0.18787847058138807,4.011774468182239e-09
4,2026-01-29,london,price_vs_vwap_pct_abs,0.18787847459316254,0.18787847058138807,-4.011774468182239e-09
4,2026-01-29,london,sm_first_30m_direction,-3.492020845413208,-3.4920208590205353,-1.3607327264963942e-08
4,2026-01-29,london,sm_first_30m_range,6.655584335327148,6.6555843105094965,-2.4817651933517482e-08
4,2026-01-29,london,sm_pre_breakout_volume_ratio,1.0784398317337036,1.0784398290016268,-2.7320767870264717e-09
4,2026-01-29,london,sm_pre_breakout_volume_z,0.3256648778915405,0.32564494323216486,-1.993465937566441e-05
4,2026-01-29,london,time_in_session_min,26.0,26.0,0.0
4,2026-01-29,london,vwap_at_breakout,5592.40673828125,5592.406928606171,0.00019032492127735168
5,2026-01-29,london,breakout_strength,2.800000000000182,2.800000000000182,0.0
5,2026-01-29,london,atr14_at_entry,6.303289765066177,6.303289765066177,0.0
5,2026-01-29,london,breakout_side,-1.0,-1.0,0.0
5,2026-01-29,london,adx_14_15m,23.78369140625,23.783691731890585,3.25640584719622e-07
5,2026-01-29,london,adx_50_flag,0.0,0.0,0.0
5,2026-01-29,london,atr14_percentile_20d,1.0,1.0,0.0
5,2026-01-29,london,atr14_sq,39.73146057128906,39.731461862388024,1.2910989610759316e-06
