feature,importance,signed_value,model,target
dc_vix_dist_sma20,21.302600860595703,,lgbm_shallow,success_2r
atr5_daily_range_pts,0.0,,lgbm_shallow,success_2r
signal_risk_to_atr14,0.0,,lgbm_shallow,success_2r
pre_60m_range_pts,0.0,,lgbm_shallow,success_2r
pre_60m_realized_vol_pts,0.0,,lgbm_shallow,success_2r
pre_60m_return_pts,0.0,,lgbm_shallow,success_2r
or_close_dist_to_or_vwap_pts,0.0,,lgbm_shallow,success_2r
vwap_slope_or_to_signal_pts,0.0,,lgbm_shallow,success_2r
atr20_daily_range_pts,0.0,,lgbm_shallow,success_2r
atr14_daily_range_pts,0.0,,lgbm_shallow,success_2r
overnight_range_pts,0.0,,lgbm_shallow,success_2r
overnight_return_pts,0.0,,lgbm_shallow,success_2r
or_low_to_overnight_low_pts,0.0,,lgbm_shallow,success_2r
or_high_to_overnight_high_pts,0.0,,lgbm_shallow,success_2r
side_distance_to_overnight_extreme_pts,0.0,,lgbm_shallow,success_2r
side_is_up,0.0,,lgbm_shallow,success_2r
breakout_close_distance_pts,0.0,,lgbm_shallow,success_2r
breakout_close_distance_to_orb,0.0,,lgbm_shallow,success_2r
breakout_body_pts,0.0,,lgbm_shallow,success_2r
breakout_range_pts,0.0,,lgbm_shallow,success_2r
breakout_close_position,0.0,,lgbm_shallow,success_2r
breakout_wick_against_pts,0.0,,lgbm_shallow,success_2r
breakout_volume,0.0,,lgbm_shallow,success_2r
breakout_volume_to_or_mean,0.0,,lgbm_shallow,success_2r
side_aligned_with_vwap,0.0,,lgbm_shallow,success_2r
prior_day_range_pts,0.0,,lgbm_shallow,success_2r
prior_day_trend_pts,0.0,,lgbm_shallow,success_2r
breakout_volume_to_pre60_mean,0.0,,lgbm_shallow,success_2r
prior_close_gap_pts,0.0,,lgbm_shallow,success_2r
or_mid_to_prior_close_pts,0.0,,lgbm_shallow,success_2r
dc_spy_return_5d,0.0,,lgbm_shallow,success_2r
dc_spy_return_20d,0.0,,lgbm_shallow,success_2r
side_distance_to_prior_extreme_pts,0.0,,lgbm_shallow,success_2r
dc_spy_return_1d,0.0,,lgbm_shallow,success_2r
dc_spy_realized_vol_20d,0.0,,lgbm_shallow,success_2r
dc_qqq_return_1d,0.0,,lgbm_shallow,success_2r
dc_qqq_return_5d,0.0,,lgbm_shallow,success_2r
dc_qqq_return_20d,0.0,,lgbm_shallow,success_2r
dc_qqq_dist_sma20,0.0,,lgbm_shallow,success_2r
dc_qqq_dist_sma50,0.0,,lgbm_shallow,success_2r
dc_spy_dist_sma20,0.0,,lgbm_shallow,success_2r
dc_spy_dist_sma50,0.0,,lgbm_shallow,success_2r
dc_qqq_minus_spy_return_1d,0.0,,lgbm_shallow,success_2r
dc_qqq_realized_vol_20d,0.0,,lgbm_shallow,success_2r
dc_qqq_minus_spy_return_5d,0.0,,lgbm_shallow,success_2r
dc_qqq_minus_spy_return_20d,0.0,,lgbm_shallow,success_2r
dc_qqq_beta_residual_20d,0.0,,lgbm_shallow,success_2r
dc_vix_prev_close,0.0,,lgbm_shallow,success_2r
dc_qqq_spy_beta_60d,0.0,,lgbm_shallow,success_2r
dc_qqq_beta_residual_5d,0.0,,lgbm_shallow,success_2r
dc_vix_change_5d,0.0,,lgbm_shallow,success_2r
dc_vix_change_1d,0.0,,lgbm_shallow,success_2r
dc_vix_percentile_60d,0.0,,lgbm_shallow,success_2r
dc_vix_percentile_20d,0.0,,lgbm_shallow,success_2r
dc_tnx_change_1d,0.0,,lgbm_shallow,success_2r
dc_tnx_change_5d,0.0,,lgbm_shallow,success_2r
dc_dxy_return_1d,0.0,,lgbm_shallow,success_2r
dc_dxy_return_5d,0.0,,lgbm_shallow,success_2r
dc_vix_prev_close,0.27131752404223086,0.27131752404223086,logistic,positive_eod
prior_close_gap_pts,0.22614585750598976,0.22614585750598976,logistic,positive_eod
pre_60m_realized_vol_pts,0.21834364576957688,0.21834364576957688,logistic,positive_eod
dc_qqq_dist_sma50,0.2156588079634301,-0.2156588079634301,logistic,positive_eod
overnight_range_pts,0.18146939773824616,-0.18146939773824616,logistic,positive_eod
prior_day_range_pts,0.14594587632875114,0.14594587632875114,logistic,positive_eod
breakout_body_pts,0.14501647551826774,-0.14501647551826774,logistic,positive_eod
overnight_return_pts,0.14132967876343883,-0.14132967876343883,logistic,positive_eod
side_is_up,0.13986757010137954,0.13986757010137954,logistic,positive_eod
atr20_daily_range_pts,0.13968494109515686,0.13968494109515686,logistic,positive_eod
prior_day_trend_pts,0.13362389858906484,0.13362389858906484,logistic,positive_eod
dc_vix_percentile_20d,0.13283340654308923,0.13283340654308923,logistic,positive_eod
or_mid_to_prior_close_pts,0.1319627020702762,-0.1319627020702762,logistic,positive_eod
atr14_daily_range_pts,0.12856045587588485,-0.12856045587588485,logistic,positive_eod
dc_spy_realized_vol_20d,0.12586664023283886,-0.12586664023283886,logistic,positive_eod
atr5_daily_range_pts,0.12113898237986942,-0.12113898237986942,logistic,positive_eod
dc_tnx_prev_close,0.11352150839901667,0.11352150839901667,logistic,positive_eod
dc_qqq_spy_beta_60d,0.10027466537311062,-0.10027466537311062,logistic,positive_eod
dc_qqq_beta_residual_5d,0.09982849981397389,-0.09982849981397389,logistic,positive_eod
dc_qqq_minus_spy_return_1d,0.09444042082830956,-0.09444042082830956,logistic,positive_eod
dc_qqq_minus_spy_return_5d,0.08639161935961961,0.08639161935961961,logistic,positive_eod
dc_vix_change_5d,0.08400775473059259,-0.08400775473059259,logistic,positive_eod
dc_vix_dist_sma20,0.08118756678214954,0.08118756678214954,logistic,positive_eod
side_distance_to_prior_extreme_pts,0.08088761699189842,-0.08088761699189842,logistic,positive_eod
dc_qqq_realized_vol_20d,0.07023755206848725,-0.07023755206848725,logistic,positive_eod
dc_vix_percentile_60d,0.06864382633640329,-0.06864382633640329,logistic,positive_eod
dc_vix_change_1d,0.06853270227098181,-0.06853270227098181,logistic,positive_eod
or_low_to_overnight_low_pts,0.05841781447560481,0.05841781447560481,logistic,positive_eod
dc_spy_dist_sma50,0.04992448386190957,0.04992448386190957,logistic,positive_eod
dc_qqq_return_5d,0.048305586705360296,0.048305586705360296,logistic,positive_eod
or_close_dist_to_or_vwap_pts,0.040453573637618805,0.040453573637618805,logistic,positive_eod
signal_risk_to_atr14,0.03891856496862122,-0.03891856496862122,logistic,positive_eod
dc_spy_dist_sma20,0.0359217670396298,0.0359217670396298,logistic,positive_eod
signal_minutes_from_open,0.03412328278549007,-0.03412328278549007,logistic,positive_eod
breakout_volume_to_or_mean,0.03265666760965595,0.03265666760965595,logistic,positive_eod
dc_spy_return_20d,0.031213728975932026,0.031213728975932026,logistic,positive_eod
dc_tnx_change_5d,0.0310108187261988,-0.0310108187261988,logistic,positive_eod
dc_tnx_change_1d,0.029422323522318137,0.029422323522318137,logistic,positive_eod
dc_qqq_return_20d,0.029116555390881003,0.029116555390881003,logistic,positive_eod
breakout_volume,0.0288287385209969,0.0288287385209969,logistic,positive_eod
pre_60m_return_pts,0.028447393652373525,0.028447393652373525,logistic,positive_eod
or_high_to_overnight_high_pts,0.027822710689891502,0.027822710689891502,logistic,positive_eod
dc_spy_return_1d,0.022965196353211616,0.022965196353211616,logistic,positive_eod
breakout_wick_against_pts,0.020335846800366847,-0.020335846800366847,logistic,positive_eod
breakout_close_distance_pts,0.019401121686346227,0.019401121686346227,logistic,positive_eod
vwap_slope_or_to_signal_pts,0.019104175132375747,0.019104175132375747,logistic,positive_eod
dc_qqq_return_1d,0.017961320422098102,-0.017961320422098102,logistic,positive_eod
dc_spy_return_5d,0.01575143405365454,0.01575143405365454,logistic,positive_eod
pre_60m_range_pts,0.015037569210373324,0.015037569210373324,logistic,positive_eod
breakout_close_distance_to_orb,0.01383519814313603,-0.01383519814313603,logistic,positive_eod
breakout_close_position,0.01257013858902077,0.01257013858902077,logistic,positive_eod
dc_qqq_dist_sma20,0.011662427215525564,-0.011662427215525564,logistic,positive_eod
dc_dxy_return_1d,0.009998365246540582,-0.009998365246540582,logistic,positive_eod
orb_range_to_atr14,0.009112894086408323,0.009112894086408323,logistic,positive_eod
dc_qqq_minus_spy_return_20d,0.008928817504424275,0.008928817504424275,logistic,positive_eod
breakout_range_pts,0.00865428897847078,-0.00865428897847078,logistic,positive_eod
side_distance_to_overnight_extreme_pts,0.008642391103362153,0.008642391103362153,logistic,positive_eod
breakout_volume_to_pre60_mean,0.005963788669739861,-0.005963788669739861,logistic,positive_eod
signal_close_dist_to_vwap_pts,0.0037112029366189914,0.0037112029366189914,logistic,positive_eod
dc_qqq_beta_residual_20d,0.0008983819110120112,-0.0008983819110120112,logistic,positive_eod
dc_dxy_return_5d,0.0007752545882218317,-0.0007752545882218317,logistic,positive_eod
side_aligned_with_vwap,0.0,0.0,logistic,positive_eod
signal_close_dist_to_vwap_pts,114.4236102104187,,lgbm_shallow,positive_eod
breakout_range_pts,42.13629913330078,,lgbm_shallow,positive_eod
dc_vix_dist_sma20,38.25196075439453,,lgbm_shallow,positive_eod
signal_minutes_from_open,34.265750885009766,,lgbm_shallow,positive_eod
dc_tnx_change_5d,33.08186960220337,,lgbm_shallow,positive_eod
dc_qqq_beta_residual_20d,27.343650341033936,,lgbm_shallow,positive_eod
dc_spy_return_1d,25.97189998626709,,lgbm_shallow,positive_eod
dc_qqq_spy_beta_60d,24.86814022064209,,lgbm_shallow,positive_eod
prior_day_trend_pts,23.797329425811768,,lgbm_shallow,positive_eod
dc_qqq_dist_sma50,21.099379539489746,,lgbm_shallow,positive_eod
atr20_daily_range_pts,17.973910331726074,,lgbm_shallow,positive_eod
breakout_volume_to_pre60_mean,17.115660190582275,,lgbm_shallow,positive_eod
dc_dxy_return_5d,16.2428297996521,,lgbm_shallow,positive_eod
signal_risk_to_atr14,14.575799942016602,,lgbm_shallow,positive_eod
breakout_volume,14.03816032409668,,lgbm_shallow,positive_eod
breakout_close_position,12.66087007522583,,lgbm_shallow,positive_eod
dc_spy_return_20d,9.82332992553711,,lgbm_shallow,positive_eod
dc_vix_change_1d,9.671019554138184,,lgbm_shallow,positive_eod
pre_60m_return_pts,8.25277042388916,,lgbm_shallow,positive_eod
breakout_close_distance_pts,7.227670192718506,,lgbm_shallow,positive_eod
or_low_to_overnight_low_pts,7.088019847869873,,lgbm_shallow,positive_eod
dc_vix_percentile_20d,6.784850120544434,,lgbm_shallow,positive_eod
breakout_close_distance_to_orb,6.4985198974609375,,lgbm_shallow,positive_eod
dc_qqq_return_5d,6.472390174865723,,lgbm_shallow,positive_eod
breakout_volume_to_or_mean,6.469389915466309,,lgbm_shallow,positive_eod
dc_dxy_return_1d,6.294859886169434,,lgbm_shallow,positive_eod
dc_qqq_return_1d,5.986519813537598,,lgbm_shallow,positive_eod
side_distance_to_overnight_extreme_pts,5.945370197296143,,lgbm_shallow,positive_eod
dc_spy_dist_sma50,5.145349979400635,,lgbm_shallow,positive_eod
vwap_slope_or_to_signal_pts,4.130760192871094,,lgbm_shallow,positive_eod
breakout_body_pts,4.112840175628662,,lgbm_shallow,positive_eod
dc_qqq_minus_spy_return_20d,4.105420112609863,,lgbm_shallow,positive_eod
dc_qqq_dist_sma20,4.041719913482666,,lgbm_shallow,positive_eod
dc_spy_realized_vol_20d,3.3241000175476074,,lgbm_shallow,positive_eod
atr5_daily_range_pts,1.9358999729156494,,lgbm_shallow,positive_eod
or_high_to_overnight_high_pts,0.0,,lgbm_shallow,positive_eod
overnight_return_pts,0.0,,lgbm_shallow,positive_eod
side_is_up,0.0,,lgbm_shallow,positive_eod
orb_range_to_atr14,0.0,,lgbm_shallow,positive_eod
atr14_daily_range_pts,0.0,,lgbm_shallow,positive_eod
prior_day_range_pts,0.0,,lgbm_shallow,positive_eod
pre_60m_range_pts,0.0,,lgbm_shallow,positive_eod
or_close_dist_to_or_vwap_pts,0.0,,lgbm_shallow,positive_eod
pre_60m_realized_vol_pts,0.0,,lgbm_shallow,positive_eod
side_aligned_with_vwap,0.0,,lgbm_shallow,positive_eod
overnight_range_pts,0.0,,lgbm_shallow,positive_eod
breakout_wick_against_pts,0.0,,lgbm_shallow,positive_eod
dc_qqq_realized_vol_20d,0.0,,lgbm_shallow,positive_eod
dc_qqq_return_20d,0.0,,lgbm_shallow,positive_eod
prior_close_gap_pts,0.0,,lgbm_shallow,positive_eod
side_distance_to_prior_extreme_pts,0.0,,lgbm_shallow,positive_eod
or_mid_to_prior_close_pts,0.0,,lgbm_shallow,positive_eod
dc_spy_return_5d,0.0,,lgbm_shallow,positive_eod
dc_spy_dist_sma20,0.0,,lgbm_shallow,positive_eod
dc_qqq_minus_spy_return_1d,0.0,,lgbm_shallow,positive_eod
dc_vix_prev_close,0.0,,lgbm_shallow,positive_eod
dc_qqq_minus_spy_return_5d,0.0,,lgbm_shallow,positive_eod
dc_qqq_beta_residual_5d,0.0,,lgbm_shallow,positive_eod
dc_vix_change_5d,0.0,,lgbm_shallow,positive_eod
dc_vix_percentile_60d,0.0,,lgbm_shallow,positive_eod
dc_tnx_prev_close,0.0,,lgbm_shallow,positive_eod
dc_tnx_change_1d,0.0,,lgbm_shallow,positive_eod
